,100 to 105 MW,105 to 110 MW,110 to 115 MW,115 to 120 MW,120 to 125 MW,125 to 130 MW,130 to 135 MW,135 to 140 MW,140 to 145 MW,145 to 150 MW,150 to 155 MW,155 to 160 MW,160 to 165 MW,165 to 170 MW,170 to 175 MW,175 to 180 MW,180 to 185 MW,185 to 190 MW,190 to 195 MW,195 to 200 MW,200 to 205 MW,205 to 210 MW,210 to 215 MW,215 to 220 MW,220 to 225 MW
BA2003,493.76699049233986,440.28279530085956,450.58933651861156,398.4555907529032,436.5037029332282,402.87974417429865,490.6268010406327,488.65896619098726,517.8972927001216,528.6245788726018,447.83013539755495,498.20414265143063,655.0730593913208,681.3505116561814,505.95713408739755,586.0524104334927,462.085697942793,466.4607179243467,356.6083457618496,439.08488702100834,358.5286693024873,370.697065277475,313.489301281706,256.807646319987,254.0027921490242
BA2004,4.411834250109747,4.686342660969447,4.89610727240231,5.2295598427806596,6.344736747955944,5.29845857546615,7.507618173808552,7.379808280168545,6.320159921389763,6.855768492230628,4.870994444489574,7.792404088169363,7.288438805139255,5.076760427912037,4.214526372892829,7.004038438945077,7.259530580286514,7.001374423350589,5.670362479242331,4.1370084854208065,3.7359055844483713,3.8985525176539433,3.809199988473862,3.926357944783515,2.533878437290627
BAROMETRIC-PRESS,470.74165489227755,415.7855521756276,433.7659040022801,389.40282230283736,412.46794330455265,379.69502341601685,462.17255073720065,451.8247693059377,484.0959248768617,509.06456519686554,460.2899138625679,490.1589907290404,654.4051877144121,679.5883063431415,502.92958417471783,581.0773494924723,461.21479496198896,458.9742331588325,355.18413170367245,441.5862951315653,375.35521620064895,358.9955506975367,313.7142055421141,246.23112829160053,263.4964804118609
C19,1.2079872972837258,1.1591941549212128,1.079920660022715,1.0219427793160314,1.560975474899571,1.35682654114048,1.368560468622534,1.2327005396443627,1.3430696454803326,1.0080730690478483,1.4602597143904015,1.1114356980778337,1.6029789250350965,1.0169080458450606,1.3504360131874418,1.1401639197638094,1.1690803247903245,1.1124606460720983,1.5808847690719985,2.2511216167156283,2.052199064812499,2.373762636165704,2.661275275728436,2.061672126690651,2.0693253657611366
CW313,1.632021729036558,1.4587550648587002,1.620752624136167,1.5906867291100724,1.5940302257827146,1.5459719343772484,1.787017521759659,1.7842141087944605,1.9587360679709693,1.4900868787352217,2.0326405829839596,1.497036534199184,1.9149949884722983,1.0027351057020066,1.3464680144928325,1.2908222663685398,1.735837347616429,1.5126672546330417,1.4875084039852762,1.993091538918034,1.939344943516395,2.639183025319694,3.237707430764879,2.6901612204833394,2.4713197034201047
CW316,1.6137270838352598,1.463431355941766,1.3573139377662577,1.3434978481465227,1.9588977897924735,1.6799319220987716,1.7319617571336305,1.5514059517700711,1.6733770131123153,1.2538281007886407,1.6928568383149791,1.338845238173094,2.0210331117683564,1.1811112468032865,1.6310018437821159,1.2601695417379293,1.1973943838400534,1.1254329984255471,1.9552355383198938,2.743192419392341,2.5108523425864213,2.7541821650383578,2.930075996432389,2.221526397072985,2.2115324008069193
CW317-COND,0.0031827264101109715,0.00279211673202489,0.0028234548268197424,0.003334569973172119,0.002742593872126406,0.002821282210222842,0.002735663995841218,0.0028713113044147097,0.002625966458201117,0.002985582119641158,0.0037203501731194496,0.0033158239284424456,0.003572725285997138,0.003958314687344425,0.0038430943889224633,0.0029143638313732143,0.0032980592383811368,0.0029004951605941273,0.0023297445757644517,0.003472519694119858,0.0034151150784538747,0.003093418877301298,0.002887097632388432,0.0031524232460579302,0.0033341770388475435
DGS3,0.4262591037186082,0.4361140715768848,0.4602151376287823,0.43203164280608075,0.47922297285829635,0.4656389320214514,0.47743987066956656,0.5178704645386581,0.5125986034466841,0.476589445120782,0.5446221042528736,0.5448757959220847,0.512658884940306,0.5499569475921765,0.5267549537011252,0.6270279310312951,0.4971793580837135,0.5708141480492861,0.49498675720776036,0.46526207520313567,0.4331626187777405,0.4895597046731495,0.5466848872225643,0.5495501357521482,0.5228318182031284
FW401,0.4810596689829205,0.9471084365637589,0.8795440509796261,0.745761084868182,0.7850000412093942,0.912519476293004,0.8880279334505179,0.9099524831121526,0.7190961882926923,0.6725964830712926,0.44556477685231105,0.7324051353452176,0.5164428807314375,0.6542874650575985,0.6640694264880321,0.589433092053875,0.5802525213446659,0.6579312254957775,0.5594870674995692,0.526831073577627,0.46627162915745174,0.5741554520643188,0.49074152349649575,0.594888002436444,0.49586394170229
FW413,5310.4996713263545,6599.12660888902,7335.868851071524,6057.9595848925555,6641.487092210469,6661.8466942813275,6224.547447191993,5771.9218745962135,6520.6919949779185,7404.089356774945,5701.056800384014,9127.397027869069,8671.187161234551,7135.5043597888,6456.224731625742,6743.099766205455,11362.211603684955,11245.015465963852,10635.117449154384,7203.295714651903,8901.820127931358,10345.349424990352,8337.402389344847,10000.732522767836,6905.333439669909
FW451,30699.443796955224,41599.366598644105,40455.5187203856,39828.82754832606,37440.869360802535,41128.31954974691,42033.939691814005,43518.75822791781,45839.5927065137,44187.030051405556,31887.176168887974,45898.94354988825,42251.156236165996,44439.45075071742,37957.67297762035,45264.35792387623,39929.438315281106,41574.76580515452,58197.54624559222,51825.592955620865,53336.95359035951,49571.60333170288,51250.349018203626,49496.77687977416,35952.459410265445
FW452,0.5670216894648943,1.028658184164077,1.0288833279923828,0.8344211338974495,0.9922499590159537,1.0515678125006964,1.0579124032035816,1.1021267133088153,0.8330747779675509,0.7349904589534624,0.552306048078168,0.8652971112435995,0.6069076844820113,0.8347050625730336,0.7784203780643849,0.6850539102583759,0.6082377567687834,0.6816856304798989,0.6303651205268334,0.6645835141849082,0.610550127706769,0.6766916242218955,0.5482029119973787,0.6743555725458089,0.5583838486732992
FW468,36173.315585402524,45739.34024600706,48236.400935073914,51345.065377489715,42801.07936293868,50338.16890866655,48571.27731379789,52268.36033388114,58485.704235614205,53207.27160976957,41053.36765486429,58116.49766808618,52878.690183869294,57022.77365637028,43183.34031252085,56961.4497612848,51260.89970666506,51658.71388378406,66826.80336621379,71239.54667963591,74222.59513596488,62575.41178440485,66176.40305843278,71824.5544432915,44618.53566940342
S11,201.18609211060203,194.95964719852864,201.35380539471984,179.9320470062587,320.8534105881671,258.83296546224256,278.1276229630005,260.84903852609614,292.62075222266566,230.78868993235523,346.9973395855746,260.58925980481,454.4480190794513,215.70606586411316,313.9033407417923,241.22757876499756,239.04217097142978,238.57893272971327,488.538878823087,699.227484787779,674.7304943984112,780.6952186258366,894.8339013512269,710.9132055671162,685.2127317419637
S212,1311.392660881198,1508.9409422204153,2254.6726913213406,1836.9635048482812,1891.8244397891697,2331.2730982859266,2159.068261296967,2120.8035335370514,2242.4311499234036,2385.537863837197,1946.3349070373297,1957.6478629876149,1641.6273084848158,2063.712552484435,2364.049713527618,1379.6482519590784,1446.5080418966825,1581.52579643588,1890.5184668286124,2918.1658932731666,1946.5953630339707,1837.7761267480357,2216.3560474113688,1789.425771663633,1778.9704942174221
S302,4.906844633583839,4.460068550198178,5.3338167328267705,6.699015972925029,5.213965982189058,5.695939288849377,4.94796192473043,4.433997391623514,3.0194934154103668,3.890292678009614,2.759883986092048,1.8142949571457112,2.5689449603252634,3.0361508364383654,1.2645810476411696,2.6250959847443034,3.4435121205557078,2.211414945492717,2.2061742715054367,2.4127174660993975,2.3669857639950247,1.7986825528277337,2.4814604437125936,2.1141112945849443,2.3561671576027012
S312,1721.690156532258,2301.350697137507,2436.3614737120265,1804.425592682305,1962.2035826557048,2454.6354797540657,2330.686071006623,2317.6608752309694,2266.0336963855675,2469.579551027716,2331.7470098528684,3382.8188646679796,2909.5541458740577,3141.25033790441,2752.461485592982,3176.5216998071974,3945.6502083424766,3462.7508368535987,2236.446381814326,2135.9078933409855,2272.636364845906,2730.389665387737,2265.3489796310714,2603.710116449623,2393.734879848467
