,1FUE-TOTPA-FLOW,1FWS-FWFLW-A,1FWS-STMFLW-A,1JT66801S,1LDC-GROSS-MW,1TCMVACPT2,5C0002FLOW,BA1003,BA1503,BA1T,BA2003,BA2004,BAROMETRIC-PRESS,C19,CW313,CW316,CW317-COND,DGS3,FW401,FW413,FW451,FW452,FW468,S11,S202,S212,S302,S312,S412,S422,S423,S502,S602,S613,S631,S633,S831,S833,S839C,BA2007,BA2051,BA2052,BA2053,BA2054,BA2503,BA2504,BA2507,BA2551,BA2552,BA2553,BA2554,BF2001,BF2002,BF2003,BF2501,BF2502,BF2503,BG3506A,BG3506B,C105,C205,C305,C411,CW119,CW129,D207,D607,FW402,FW606,FW611,PERFTEST-D508,PERFTEST-D608,PERFTEST-FW503,PERFTEST-FW603,PERFTEST-FW608,PERFTEST-S501,S105,BG3502,BG3503,BG3505,C51,CW213A,CW216A,FW4537-VACA,FW4537-VACB,FW4537-VACC,FW463,FW464,FW711,FW712,PERFTEST-S633,S614,S634,S640,S801,S804,S811,S834,num_mills
12/19/2019 6:30,498.29187,1440.804565,1493.398071,224.560516,224.44487,1.266174,1.054379,7.144098,6.886597,1932.623047,3.752441,692.382813,23.307617,91.1894,52.627857,81.516724,4222.259766,114.237306,323.937988,211.340332,1959.033447,332.666382,2171.99707,1.311951,235.188141,3.618774,494.678009,31.584473,93.603516,92.504883,638.32782,799.731995,621.562805,448.114014,1011.041321,416.436768,996.087646,1744.812134,1465.454102,209.213272,-3.616882,770.507813,-6.981995,318.823212,3.621215,705.505371,212.379471,-3.683716,806.213379,-6.956055,331.274414,33.032227,121.209709,692.993164,32.658386,120.675659,703.521729,2.813111,2.645264,160.041611,193.022369,262.922058,327.405365,20.448303,38.262939,171.497299,382.615112,101.855469,456.207275,1923.797607,349.325958,377.793671,330.754456,362.460632,453.377869,150.476456,-7.08642,-0.699738,-1.071533,-1.492767,257.244873,61.248138,82.202423,0.842743,0.851898,0.84732,0.495697,295.383423,557.147156,554.750671,412.213104,675.192261,1010.125732,411.816406,1869.32373,623.570068,796.188354,991.204834,3
12/18/2019 17:40,500.632385,1466.074097,1511.817017,224.560516,224.361588,1.35086,6.875607,7.552051,6.630249,1955.804077,3.334351,696.960449,23.371094,93.783249,54.190659,83.394753,4146.728027,110.16039,323.190308,209.082031,1964.536865,332.551483,2176.879883,1.353149,228.146652,3.740845,486.802765,30.998535,92.207336,90.879822,630.244873,788.19165,607.434265,446.099854,1003.86969,413.873291,985.406555,1746.643066,1483.764648,214.683517,-3.60498,772.338867,-7.093536,324.804688,3.262633,703.063965,216.392517,-3.723083,798.88916,-7.207672,334.814453,32.635498,125.375374,696.655273,32.536316,125.268562,699.859619,2.907715,2.648316,160.827759,193.229935,262.326111,327.607635,20.700071,38.446041,172.562775,382.342316,101.489258,454.37619,1927.459717,348.827728,376.95932,330.257813,361.628448,451.856476,149.147507,-7.782251,-0.797699,-1.042236,-1.586609,256.375122,63.540833,85.362907,0.845031,0.849609,0.863343,0.373627,263.997803,551.103516,551.902771,409.924286,662.145996,1002.572632,409.375,1871.154785,623.931091,791.610718,979.913391,3
12/16/2019 6:40,507.88092,1418.890381,1486.400635,224.468979,224.88681,1.151733,0.413509,6.886443,6.932373,1942.657471,3.474731,692.687988,23.292969,92.047401,56.666412,81.866943,4127.654785,112.210074,323.724365,211.523438,1956.281738,332.797302,2168.334961,1.394348,236.447174,3.292236,488.394318,31.621094,93.763733,92.024231,632.483643,791.463501,629.536011,448.388672,1005.700684,417.169189,1001.275635,1741.149902,1470.794678,209.236145,-3.688293,776.916504,-7.098724,322.241211,3.215331,700.927734,209.716797,-3.670898,797.973633,-6.906769,330.542023,32.551575,118.219002,698.486328,31.964111,117.257698,697.113037,2.324829,3.057251,160.626144,193.274719,263.809967,328.365082,20.433044,37.797546,171.341599,382.508453,102.893066,456.665009,1918.762207,348.329559,377.29306,330.092285,362.294189,453.716003,150.45256,-7.899759,-0.904816,-1.192993,-1.525574,257.519531,62.207115,82.296417,0.845031,0.851898,0.840454,1.167085,309.191833,563.166199,559.174316,412.213104,678.488159,1003.335571,411.938477,1864.746094,623.353455,799.850464,996.240234,3
12/16/2019 8:10,498.805817,1427.187866,1489.834839,223.828125,223.085083,1.133422,0.451659,6.961592,7.741089,1940.540039,3.71582,694.519043,23.307617,102.295593,67.979149,92.123749,4195.556152,109.002318,324.365234,211.218262,1953.988647,333.22934,2166.503906,1.911621,240.904724,3.756104,491.04306,31.157227,92.893982,91.612244,631.802429,793.409546,630.571594,446.099854,998.834229,414.880371,998.071289,1738.403442,1465.454102,210.31189,-3.537231,776.000977,-6.756317,324.194336,3.651732,703.674316,210.670486,-3.663574,797.058105,-6.901581,332.495117,32.246399,117.578117,701.23291,32.376099,116.830437,700.775146,2.651367,2.837525,163.340897,193.92569,263.809967,328.365082,20.448303,37.835693,173.181442,383.018494,101.855469,456.665009,1916.931152,349.325958,377.45993,330.920044,362.294189,453.208801,150.009216,-7.899759,-0.864075,-1.039185,-1.523285,253.674316,72.28157,94.507202,0.897674,0.993805,0.895386,0.617767,294.117981,561.221741,556.696533,409.771698,677.114868,998.300171,409.375,1863.830566,623.209045,795.272827,993.64624,3
12/16/2019 17:50,510.646118,1434.277954,1481.571289,223.736588,223.644882,1.19751,4.548642,7.245319,7.078857,1961.763184,3.233643,689.63623,23.429688,98.95182,61.770885,90.254585,4134.521484,114.768222,323.403931,209.753418,1955.82312,331.917236,2168.334961,1.774292,241.262222,3.328857,494.721619,30.9375,92.047119,90.307617,636.698364,796.549133,623.677368,443.353271,1011.499084,411.859131,998.986877,1740.234375,1470.031738,208.099365,-3.608643,775.085449,-6.943085,317.236328,3.219909,699.09668,209.16748,-3.69928,797.973633,-6.963837,325.53714,32.749939,120.355217,694.824219,32.559204,120.034798,696.19751,2.694093,2.749024,161.650635,193.636795,262.646118,326.735199,20.654297,38.2019,173.50914,380.997986,101.153564,454.986542,1920.135498,348.495636,376.62561,329.926727,361.628448,452.363556,148.538788,-7.789164,-0.881927,-1.084351,-1.590424,256.64978,69.269691,91.489632,0.934295,0.92514,0.934295,0.495697,290.013458,559.358643,554.566284,407.788086,674.642944,1009.515381,408.398438,1865.661743,623.425659,797.103882,993.64624,3
1/16/2020 5:50,477.858551,1453.462158,1495.864746,223.736588,223.64119,1.261596,1.138302,7.013737,6.978149,1917.227905,3.331299,698.791565,23.444336,95.674606,60.453213,84.188309,4068.908691,112.235274,324.525452,210.974121,1958.116211,333.483124,2174.438477,1.476746,232.798248,3.933105,485.358032,31.279297,93.099976,92.481995,628.153992,785.468933,628.59613,444.63501,999.749756,413.690186,1000.970459,1743.896606,1474.609375,226.882935,-3.474976,774.780273,-6.790039,340.551758,3.732604,709.472656,226.783737,-3.561951,802.703857,-7.049438,348.730469,32.116699,132.531754,703.063965,32.162476,131.997681,704.589844,2.687989,2.770386,161.301132,192.721466,263.026276,328.583344,20.951843,38.858028,172.587601,382.243652,102.587891,455.749481,1918.304443,349.824188,377.45993,331.085602,361.961304,452.70163,149.807251,-7.57258,-0.82196,-1.06543,-1.464539,257.336426,64.774628,86.023636,0.700836,0.703125,0.698547,0.495697,276.919586,551.246643,551.246643,408.703583,676.016235,997.155762,408.276367,1864.746094,623.425659,798.934937,994.561768,3
12/16/2019 7:20,499.918152,1439.48645,1488.467163,223.553467,223.320175,1.142578,0.413509,6.961592,6.807251,1936.769531,3.422852,696.350159,23.292969,92.47197,57.532681,81.478317,4209.289063,109.162182,324.578857,211.035156,1956.281738,334.065643,2170.776367,1.408081,234.194565,3.756104,484.392029,31.328125,93.077087,91.90979,628.022461,787.43927,627.703796,446.374512,996.697998,414.422607,997.613586,1738.403442,1467.743042,210.212708,-3.670898,776.916504,-7.080566,325.170898,3.232116,703.674316,211.57074,-3.667236,798.88916,-6.906769,333.47168,32.398987,117.578117,702.148438,31.964111,117.257698,700.775146,2.630005,2.816163,160.626144,193.274719,263.809967,328.365082,20.448303,38.514709,171.997375,383.061981,102.618408,456.665009,1918.762207,349.492035,377.45993,331.25116,362.294189,452.870697,150.146973,-7.899759,-0.904816,-1.036743,-1.543121,255.688477,61.861629,83.235168,0.845031,0.851898,0.840454,0.556734,304.379578,559.972839,558.109558,410.38208,675.604248,995.324707,409.985352,1863.830566,623.209045,797.103882,992.730774,3
12/18/2019 16:50,496.618347,1457.134277,1513.811768,223.553467,223.484512,1.35086,6.051634,7.545918,7.161255,1959.194092,3.554077,696.044922,23.390625,94.377068,54.017086,84.333046,4148.254395,110.5107,323.083496,209.204102,1959.950684,332.31366,2171.99707,1.44928,226.212051,3.624878,485.852692,30.900879,92.207336,90.90271,628.970276,787.196472,606.479187,443.719482,1001.580811,412.408447,985.101379,1742.06543,1479.187134,215.065002,-3.591248,772.338867,-7.072784,324.316406,3.235167,699.401855,217.323303,-3.723083,796.142578,-7.220642,335.791046,32.711792,126.336678,694.824219,32.574463,126.229866,696.19751,2.788697,2.755127,160.827759,193.229935,262.246094,327.607635,20.501709,38.37738,172.562775,381.393402,101.33667,454.37619,1924.713135,348.993805,376.458771,330.257813,361.295593,451.349426,148.458542,-7.766123,-0.799988,-1.003784,-1.596527,256.375122,64.576035,85.661125,0.872497,0.877075,0.863343,0.373627,271.510559,549.422974,550.755188,408.093262,661.322021,1000.054932,407.299805,1867.492798,623.642273,788.864136,979.150452,3
1/16/2020 5:40,479.726685,1454.558472,1495.864746,223.553467,223.814285,1.261596,1.30615,7.013737,6.978149,1901.652222,3.792114,696.960449,23.444336,95.505074,59.501968,84.188309,4134.521484,113.320518,324.0448,211.035156,1955.82312,332.928223,2172.607422,1.481323,232.798248,3.933105,484.40799,31.437988,93.099976,91.40625,626.959167,785.468933,628.59613,445.367432,996.697998,413.50708,998.376465,1741.149902,1473.846558,226.882935,-3.474976,772.033691,-6.790039,340.551758,3.320617,706.726074,226.783737,-3.561951,799.957275,-7.049438,348.730469,32.116699,132.531754,700.317383,32.162476,131.997681,702.758789,2.507935,2.861939,161.675552,195.288391,263.790161,328.583344,20.951843,38.858028,173.980316,382.243652,102.496338,455.749481,1915.100098,349.325958,377.12619,330.588928,361.794861,452.70163,149.581909,-7.57258,-0.82196,-1.055054,-1.464539,259.396362,64.774628,85.81057,0.700836,0.703125,0.698547,0.434663,278.355835,551.246643,551.246643,408.856201,674.642944,994.638062,408.398438,1862.915039,623.209045,797.103882,992.425537,3
12/16/2019 7:00,499.221832,1430.614868,1488.467163,223.553467,223.812714,1.149445,0.413509,6.886443,6.932373,1948.859253,3.444214,695.43457,23.292969,92.726669,58.186459,82.806023,4086.456543,109.55154,324.472046,211.096191,1955.82312,333.986359,2169.555664,1.412659,236.447174,3.292236,488.394318,31.486816,93.008423,91.90979,631.288574,791.419678,628.659729,446.64917,999.902344,415.429688,997.460938,1740.234375,1465.454102,210.212708,-3.69928,777.832031,-7.080566,325.170898,3.215331,703.674316,210.632309,-3.667236,799.804688,-6.906769,332.495117,32.551575,118.219002,701.23291,31.964111,117.257698,700.775146,2.471314,3.078614,160.626144,193.274719,263.809967,328.365082,20.433044,38.514709,171.915405,383.457336,102.984619,456.665009,1920.135498,349.658112,377.626801,331.085602,362.460632,453.208801,150.405746,-7.899759,-0.904816,-1.150269,-1.525574,255.688477,61.861629,83.235168,0.845031,0.851898,0.840454,0.617767,308.556183,561.037415,559.174316,410.687256,676.428223,998.986816,411.206055,1864.746094,623.425659,797.103882,992.883301,3
12/16/2019 22:20,498.786987,1444.079102,1499.924927,223.553467,223.673538,1.186066,0.901793,7.345007,7.133789,1962.549316,3.447266,691.467285,23.483398,103.009224,64.140427,93.095795,4219.20752,110.495784,323.350525,210.302734,1958.574829,332.234344,2171.386719,1.929932,238.449356,3.429565,489.970001,31.340332,92.848206,91.360474,630.802551,790.579834,619.695313,445.367432,1000.970459,414.697266,991.51001,1739.318848,1472.320679,206.291199,-3.6297,776.306152,-6.886017,316.503906,3.480834,703.369141,208.274841,-3.733154,801.635742,-6.948273,326.513672,32.788086,118.112183,696.655273,31.910706,117.89856,700.775146,2.971802,2.849732,163.460068,195.101105,263.925903,327.686951,20.570374,38.171383,174.528778,381.94693,101.885986,455.9021,1921.508789,348.329559,377.29306,329.926727,361.794861,452.70163,149.437363,-7.821421,-0.900238,-1.059937,-1.568298,254.498291,73.478798,95.308578,0.989227,0.991516,0.989227,0.495697,276.699951,559.01062,555.283325,410.229492,670.6604,1000.360107,409.49707,1866.577271,623.570068,796.188354,987.237549,3
12/16/2019 7:10,499.221832,1429.274902,1488.467163,223.461899,223.482025,1.147156,0.413509,6.886443,6.932373,1939.369385,3.444214,696.350159,23.292969,92.641769,57.532681,82.549957,4212.34082,109.418646,324.578857,211.218262,1955.364502,333.986359,2167.724609,1.412659,234.516434,3.292236,486.49408,31.340332,93.077087,91.90979,628.500366,788.434448,627.703796,446.282959,997.155762,414.51416,998.071289,1740.234375,1466.217163,210.212708,-3.684631,777.832031,-7.080566,325.170898,3.215331,703.674316,211.57074,-3.667236,798.88916,-6.906769,332.495117,32.398987,118.219002,702.148438,31.964111,117.257698,700.775146,2.459107,3.112183,160.626144,193.274719,263.809967,328.365082,20.433044,38.514709,171.915405,383.457336,102.740479,456.665009,1918.304443,349.658112,377.45993,331.25116,362.460632,453.039734,150.229645,-7.899759,-0.904816,-1.141113,-1.543121,255.688477,61.861629,83.235168,0.845031,0.851898,0.840454,0.556734,306.36676,561.037415,558.109558,410.38208,675.878906,995.553589,409.863281,1864.746094,623.209045,796.188354,993.188477,3
12/18/2019 17:00,496.618347,1457.141968,1513.811768,223.461899,223.455063,1.355438,4.97589,7.545918,7.161255,1949.973145,3.554077,696.960449,23.390625,94.292252,54.190659,84.333046,4113.921875,113.436492,323.297119,209.326172,1959.492065,332.551483,2171.386719,1.458435,227.179459,3.740845,485.852692,31.181641,92.207336,90.90271,628.173645,787.196472,605.523987,444.63501,1000.360168,412.591553,985.559082,1742.06543,1476.898193,215.065002,-3.591248,772.338867,-7.072784,324.316406,3.235167,700.317383,217.323303,-3.723083,797.058105,-7.220642,335.791046,32.711792,126.336678,695.739746,32.574463,126.229866,697.113037,2.984009,2.852783,160.827759,193.229935,262.246094,327.607635,20.501709,38.446041,172.562775,382.342316,101.031494,454.37619,1923.339844,349.159882,376.79248,330.42337,361.462036,451.687439,148.798096,-7.766123,-0.799988,-1.078857,-1.596527,256.375122,64.576035,85.661125,0.872497,0.877075,0.863343,0.434663,269.833008,549.422974,551.902771,408.550995,661.59668,998.910522,408.520508,1866.577271,623.642273,789.779663,979.302979,3
12/16/2019 6:50,507.560913,1421.036987,1483.730957,223.461899,223.537628,1.151733,0.413509,6.886443,6.932373,1950.333008,3.450317,694.519043,23.292969,92.217239,57.926727,81.866943,4300.842285,109.755756,324.258423,211.584473,1954.447266,333.510773,2166.503906,1.403503,236.447174,3.292236,488.394318,31.401367,93.099976,91.635132,632.643005,791.419678,630.571594,446.282959,1005.853333,414.971924,1000.512695,1739.318848,1463.165283,210.212708,-3.691956,777.832031,-7.088348,324.194336,3.215331,702.758789,210.632309,-3.670898,799.804688,-6.906769,331.518555,32.551575,118.219002,700.317383,31.964111,117.257698,698.944092,2.413331,3.225098,160.626144,193.274719,263.809967,328.365082,20.433044,37.797546,171.341599,383.457336,102.404785,457.580566,1917.84668,349.325958,377.626801,330.754456,362.460632,453.546936,150.245148,-7.899759,-0.904816,-1.073364,-1.525574,255.6427,62.207115,83.235168,0.845031,0.851898,0.840454,0.983981,309.430176,562.101868,559.174316,410.229492,678.625488,1003.564453,410.351563,1861.999512,623.136902,799.850464,995.629883,3
12/18/2019 17:30,500.632385,1454.634033,1511.817017,223.370361,223.476715,1.35086,6.761165,7.552051,6.630249,1946.233276,3.334351,696.044922,23.390625,94.037766,54.190659,84.333046,4151.306152,110.27385,322.763062,208.71582,1958.574829,332.075775,2171.99707,1.435547,227.179459,3.740845,485.852692,31.010742,92.207336,90.834045,629.926208,787.196472,607.434265,444.177246,1003.564453,412.957764,985.406555,1741.149902,1476.898193,215.065002,-3.60498,771.42334,-7.093536,324.316406,3.262633,701.232971,216.392517,-3.723083,797.973633,-7.207672,334.814453,32.711792,125.375374,695.739746,32.536316,125.268562,698.944092,2.977906,2.684937,160.827759,193.229935,262.326111,326.655884,20.700071,38.446041,172.562775,381.393402,101.367188,454.37619,1923.797607,348.329559,376.62561,329.7612,361.295593,451.687439,148.420868,-7.766123,-0.799988,-1.041016,-1.596527,256.375122,64.576035,85.362907,0.845031,0.849609,0.863343,0.434663,265.197296,549.955933,551.820862,408.398407,662.145996,1002.34375,408.398438,1866.577271,623.497864,791.610718,979.760742,3
12/19/2019 6:20,498.29187,1429.666504,1472.542236,223.370361,223.569138,1.270752,1.054379,7.144098,6.886597,1946.935059,3.7677,689.63623,23.307617,91.274361,52.627857,81.516724,4226.07373,112.350576,323.136902,210.72998,1953.071411,331.952881,2164.0625,1.311951,233.256821,3.618774,491.826935,30.925293,92.481995,91.383362,635.857666,795.753357,625.385742,446.099854,1015.008545,414.422607,1004.480042,1740.234375,1460.876587,208.297729,-3.616882,768.676758,-6.981995,317.84668,3.621215,703.674316,211.463928,-3.683716,804.382324,-6.956055,330.297852,33.032227,121.209709,689.331055,32.658386,120.675659,701.690674,3.017579,2.739869,160.041611,192.045593,262.922058,327.405365,20.448303,38.262939,171.497299,381.666168,100.970459,456.207275,1918.304443,348.495636,377.12619,329.926727,361.961304,453.039734,149.292206,-7.08642,-0.699738,-0.977539,-1.492767,255.184937,61.248138,82.202423,0.842743,0.851898,0.84732,0.495697,295.383423,555.016968,553.685364,409.619141,679.86145,1011.499023,409.008789,1863.830566,623.136902,798.019409,998.529053,3
12/19/2019 6:40,499.236389,1428.437744,1473.158325,223.278793,223.7715,1.263886,1.054379,7.144098,6.886597,1944.409302,3.270264,694.213867,23.332031,91.019463,52.627857,80.576973,4142.913574,110.141988,323.991394,211.035156,1954.905884,332.904205,2164.672852,1.302795,235.188141,3.618774,494.678009,31.340332,92.596436,91.314697,638.88562,799.731995,625.385742,445.367432,1015.618958,413.598633,1000.817871,1741.149902,1458.587646,209.213272,-3.616882,772.338867,-6.981995,319.799805,3.219909,707.336426,212.379471,-3.683716,806.213379,-6.956055,332.250977,33.032227,120.88929,694.824219,32.658386,120.141594,704.437256,2.736817,2.767334,160.041611,193.022369,262.922058,327.405365,20.448303,38.262939,171.497299,382.615112,102.038574,456.207275,1917.84668,349.159882,377.45993,330.754456,362.294189,453.039734,149.82663,-7.08642,-0.850342,-1.084961,-1.492767,257.061768,61.248138,82.202423,0.842743,0.851898,0.84732,0.495697,292.04007,558.212036,555.815857,409.771698,678.488159,1013.101196,409.985352,1862.915039,623.136902,798.019409,995.782532,3
12/18/2019 17:50,501.090088,1454.44397,1511.817017,223.187256,222.992615,1.35086,5.731198,7.552051,6.630249,1959.775635,3.325195,697.875977,23.371094,93.443832,54.190659,83.394753,4287.872559,113.312304,323.136902,209.448242,1959.492065,332.630737,2171.99707,1.403503,228.146652,3.740845,486.802765,30.827637,92.207336,90.879822,629.687256,788.19165,606.479187,442.987061,1003.411926,412.042236,985.559082,1741.149902,1476.135254,214.683517,-3.607727,774.169922,-7.093536,324.804688,3.262633,703.979553,216.392517,-3.723083,800.720215,-7.207672,334.814453,32.635498,124.41407,697.570801,32.536316,125.268562,700.775146,2.919923,2.706299,160.827759,193.229935,262.326111,327.607635,20.700071,38.446041,172.562775,382.105072,100.634766,454.37619,1921.966553,348.661682,376.291931,330.257813,361.129181,451.349426,148.197342,-7.782251,-0.797699,-1.071533,-1.586609,256.375122,63.540833,85.362907,0.845031,0.849609,0.863343,0.434663,262.718018,551.103516,552.968201,407.48288,661.322021,1001.428223,406.811523,1867.492798,623.497864,792.526245,979.913391,3
12/19/2019 17:50,484.281677,1437.210571,1504.012695,223.187256,222.6642,1.295929,7.249448,7.269858,7.380981,1958.971436,3.38623,701.843262,23.332031,93.783249,54.277435,84.333046,4081.115234,114.856476,322.65625,208.959961,1952.154175,331.917236,2162.841797,1.417236,237.082458,3.1427,494.484009,30.681152,92.047119,89.460754,637.335754,796.748108,617.784119,440.148926,1011.956787,408.746338,998.376465,1738.403442,1472.320679,217.834488,-3.665405,778.442383,-7.220642,328.466797,3.390807,711.914063,220.115662,-3.683716,811.706543,-7.116882,339.941437,32.849121,128.900146,700.317383,32.85675,128.045654,708.099365,2.855835,2.993165,160.663147,193.229935,261.926086,326.576569,20.684813,38.621521,172.64473,380.760773,100.238037,454.071045,1917.84668,347.831451,375.958252,329.595673,360.962799,451.349426,147.158081,-7.738474,-0.903442,-1.077026,-1.653748,258.206177,63.713409,85.490921,0.856475,0.854187,0.854187,0.495697,297.814423,554.566284,554.03363,404.125977,672.171021,1010.125732,403.759766,1861.999512,623.209045,801.681519,992.883301,3
12/16/2019 20:20,518.710632,1440.66272,1480.38269,223.095688,223.026947,1.190643,1.458738,7.239185,6.798096,1959.343994,3.062744,687.805176,23.458984,101.404167,62.241573,92.161926,4195.556152,108.647556,322.709656,209.143066,1957.198975,331.837952,2170.166016,1.806335,240.298019,3.692017,494.721619,30.791016,92.16156,89.529419,636.698364,796.549133,622.243774,442.254639,1006.768799,411.584473,995.782532,1740.234375,1469.268799,206.306458,-3.625122,771.575928,-6.867859,315.283203,3.17871,696.960449,207.420334,-3.608643,795.227051,-6.683685,325.53714,32.330322,118.753052,692.993164,32.23114,118.646233,695.281982,2.611695,2.318726,162.473267,193.88089,262.806091,326.735199,20.463562,38.148495,173.627884,380.997986,100.817871,454.986542,1920.135498,347.167328,375.791443,329.264648,360.962799,451.687439,147.766556,-7.915888,-0.888794,-1.176514,-1.51947,256.008911,71.418472,93.484932,0.993805,0.998383,0.993805,0.434663,297.098358,557.945862,555.283325,406.719971,672.033691,1006.158447,406.201172,1865.661743,623.425659,794.3573,990.74707,3
12/16/2019 16:30,506.545532,1423.260132,1483.74353,223.095688,222.771317,1.21582,4.59442,6.691669,7.072754,1968.195557,3.224487,680.480957,23.390625,94.932594,59.004303,85.573448,4178.008789,110.744106,322.068787,209.265137,1954.447266,330.252197,2164.672852,1.472168,234.150253,3.35022,487.954865,30.705566,91.749573,89.849854,632.439758,790.623657,620.810242,441.97998,1006.921448,410.852051,995.782532,1739.318848,1471.557617,206.222534,-3.661743,770.507813,-6.911957,312.353516,3.216857,690.856934,207.283005,-3.713928,793.395996,-6.943085,322.607422,33.016968,122.277832,686.584473,32.704163,120.675659,687.957764,3.142701,2.584229,161.037643,192.216644,262.450134,327.254761,20.524595,38.110352,170.476532,380.049042,100.543213,454.986542,1919.677734,346.835327,375.958252,328.437134,360.796387,451.856476,147.309296,-8.213114,-0.831116,-0.99646,-1.552277,258.1604,65.830421,86.900879,0.819854,0.824432,0.819854,0.983981,301.950562,558.293884,553.500977,406.262207,672.033691,1005.090332,405.712891,1864.746094,623.28125,796.188354,991.052246,3
12/19/2019 7:10,499.236389,1414.136108,1473.158325,222.729492,222.795135,1.257019,0.901793,6.812827,6.734009,1931.896118,3.270264,696.960449,23.332031,90.679558,52.540993,80.576973,4120.788574,110.188338,324.151611,212.011719,1950.319702,333.142059,2160.400391,1.298218,234.222595,3.737793,491.826935,31.364746,92.573547,91.337585,634.981262,796.704285,618.695862,444.818115,1007.37915,413.50708,993.951416,1737.487915,1454.010132,211.082458,-3.616882,772.338867,-6.981995,322.729523,3.219909,706.420959,212.379471,-3.683716,803.466797,-6.956055,333.227539,32.452393,120.88929,696.655273,32.48291,120.141594,704.437256,2.535401,3.353272,160.041611,193.022369,262.922058,327.405365,20.448303,38.896179,171.251343,382.615112,102.130127,456.207275,1914.18457,349.658112,377.45993,330.920044,362.294189,453.039734,149.92865,-7.081812,-0.850342,-0.994629,-1.520996,257.15332,60.210884,81.818115,0.82901,0.82901,0.826721,0.434663,285.747162,557.147156,553.685364,409.161377,673.269653,1005.776978,409.130859,1861.083984,623.064697,794.3573,989.068604,3
12/16/2019 21:00,509.29834,1442.059937,1501.655396,222.729492,222.90387,1.183777,0.970458,7.239185,6.798096,1964.818726,3.233643,690.551758,23.46875,100.389778,63.191265,91.227592,4153.594727,112.862502,323.297119,209.631348,1957.198975,332.31366,2170.166016,1.833801,239.413971,3.719482,492.820831,30.888672,91.932678,90.696716,634.069031,794.55957,618.660095,442.987061,1004.480042,411.49292,993.951416,1739.318848,1468.505859,206.962585,-3.644348,775.238037,-7.194702,316.259766,3.166503,700.622559,208.343491,-3.729492,798.88916,-7.020905,325.53714,32.330322,118.753052,695.739746,31.796265,118.646233,698.028564,3.215943,2.691041,162.555511,193.636795,263.76593,327.686951,20.463562,38.194275,172.15303,381.94693,100.939941,454.986542,1920.135498,348.163513,376.458771,329.926727,361.295593,452.025482,148.168823,-7.726954,-0.859955,-1.094116,-1.51947,255.596924,71.461411,93.442451,0.929718,0.932007,0.927429,0.495697,290.093079,559.01062,555.283325,407.025146,670.111084,1003.488159,406.811523,1865.661743,623.353455,796.188354,988.763428,3
12/16/2019 18:00,510.646118,1444.653687,1481.571289,222.637924,222.537399,1.19751,4.022215,7.245319,7.078857,1971.33374,3.233643,689.63623,23.429688,100.897041,64.619156,92.123749,4140.625,112.407072,323.457336,210.058594,1953.071411,332.15509,2165.893555,1.902466,240.298019,3.328857,493.77121,30.888672,92.047119,90.307617,634.626709,795.554382,620.810242,442.163086,1006.616272,411.767578,994.409241,1737.487915,1465.454102,208.099365,-3.731323,775.085449,-6.943085,317.236328,3.219909,700.927734,209.16748,-3.69928,798.88916,-6.963837,326.513672,32.749939,120.355217,695.739746,32.559204,120.034798,698.028564,2.837525,2.694093,161.650635,193.636795,262.646118,326.735199,20.654297,38.995358,173.427216,381.94693,101.062012,454.986542,1916.473389,348.661682,376.79248,330.257813,361.462036,451.856476,148.24968,-7.789164,-0.881927,-1.092896,-1.590424,256.64978,72.363091,93.357689,0.934295,0.938873,0.934295,0.495697,288.340729,557.945862,554.566284,406.872559,671.347046,1005.166626,406.689453,1861.083984,623.209045,795.272827,989.678955,3
12/19/2019 6:50,499.236389,1438.368164,1473.158325,222.637924,222.63736,1.263886,1.054379,7.144098,6.886597,1937.616455,3.270264,695.129395,23.332031,90.934494,52.627857,80.576973,4141.387695,114.90999,324.205017,210.546875,1950.77832,333.142059,2162.231445,1.316528,235.188141,3.618774,494.678009,31.14502,93.603516,91.337585,637.610596,799.68811,620.607117,444.085693,1009.210205,413.232422,993.798889,1737.487915,1456.298828,210.159302,-3.616882,772.338867,-6.981995,320.776337,3.219909,706.420959,212.379471,-3.683716,805.297852,-6.956055,333.227539,33.032227,120.88929,695.739746,32.48291,120.141594,705.352783,2.752075,2.984009,160.041611,193.022369,262.922058,327.405365,20.448303,38.262939,171.497299,382.615112,101.489258,456.207275,1914.18457,349.658112,377.626801,331.085602,362.294189,452.870697,149.596588,-7.08642,-0.850342,-1.004395,-1.492767,257.061768,60.210884,82.202423,0.842743,0.851898,0.84732,0.434663,289.651001,557.147156,553.685364,408.856201,673.81897,1008.065796,409.49707,1860.168579,622.920288,794.3573,989.221252,3
