,st_power (MW),gt_power (MW),gross_power (MW),ngcc_net_power (MW),lhv_efficiency (%),hhv_efficiency (%),combustor_temperature (K),fuel_flow (kg/s),st_throttle_delta_pressure (bar),st_condenser_pressure (bar),st_throttle_inlet_temperature (K),st_throttle_outlet_temperature (K),fuel_cost_rate (USD_2018/h),other_variable_cost_rate (USD_2018/h),total_variable_cost_rate (USD_2018/h),cell_potential (V),soec_makeup_water (kg/s),variable_makeup_water_cost (USD_2018/h),soec_current (MA),soec_current_density (A/m**2),soec_power (MW),sweep_compressor_power (MW),sweep_turbine_power (MW),h2_mass_production (kg/s),soec_power_per_h2 (MJ/kg),feed_heater_power (MW),sweep_heater_power (MW),total_electric_power (MW),bop_power (MW),total_electric_power_per_h2 (kWh/kg),pump_power (MW),total_compressor_power (MW),Number_of_cells (cells),estimated_number_of_cells (cells),current_density (A/m**2),water_utilization (%),water_utilization_overall (%),net_power (MW),sweep_out_frac (%),steam_out_frac (%),heater_1_frac (%),sweep_inlet_flow (mol/s),sweep_trim_temperature (K),steam_trim_temperature (K)
11,202.35087941304027,477.0,679.3508794130403,633.2808356059895,51.70712764383669,46.66494120055626,1641.3748973803456,25.948002659278156,-23.804030858262102,0.06970380638030775,858.9573890149303,850.6209495327568,20467.032591487947,3643.1318012848546,24110.1643927728,1.3136141348991244,27.92704398542181,94.02253752659932,-239.31080936554372,-3999.9101051301577,324.0845998110598,20.369352341316738,-23.42111964460163,2.500124014087999,129.62740967442775,7.999616775644842,1.058101929324499,341.8703230483191,17.785723237259326,37.98370724388817,0.017433117239396657,11.762338718335423,1087993.724750886,1087993.724750886,-3999.9101051301577,79.15900195816772,79.99940961409047,291.41051255767036,87.92460146630606,94.95935755736478,50.82385188124358,4615.652228837828,900.0030433337922,969.430550520855
12,203.79838911050066,477.0,680.7983891105007,634.7156744405681,51.82408766750524,46.770495944670124,1641.3741427886566,25.948099791329497,-21.72947012417701,0.0723652684373438,858.8873818463561,851.2893872654549,20467.1092064354,3643.1454387455015,24110.254645180903,1.327808633749555,25.13433155777844,84.62025674220382,-215.37972842898955,-3599.9190946171457,294.827899940873,24.226337395028747,-27.07958852752547,2.2501116126792016,131.02812246269966,7.9993444031655105,2.087245537044084,312.53824483490126,17.710344894028246,38.58305456120647,0.015689800503388474,10.461316285811934,1087993.724750886,1087993.724750886,-3599.919094617145,62.91727758472876,79.99943516978847,322.17742960566693,65.49086645549875,42.41833837062333,50.551572334144915,5320.955612480663,900.0052992737899,946.1551395257711
13,204.7641403322312,477.0,681.7641403322311,635.673186233681,51.90282369360308,46.841554079121714,1641.3769153856,25.94782189542693,-20.43047900134053,0.07404097956327063,858.8367479667916,851.69980626768,20466.890010200164,3643.106421815629,24109.996432015792,1.2622676641977395,22.341855323733597,75.21877115552037,-191.44864749243513,-3199.9280841041286,249.13344029287884,10.486662020576015,-12.163947505490013,2.0000992112704004,124.56054124167026,0.11716497842881161,7.991034310632664,264.81116728079144,15.677726987912594,36.777504417531105,0.013946631208358581,9.232866552556757,1087993.724750886,1087993.724750886,-3199.928084104129,78.763589466188,79.99862137605976,370.86201895288923,87.65041175570116,92.73033202327133,30.012304999459875,2261.190062064915,982.8662138267921,900.0634008468413
14,205.91938608705493,477.0,682.9193860870549,636.8186131270921,51.9966155603667,46.92619989386822,1641.37835721286,25.947688372098025,-18.781003746688413,0.07614980481994381,858.7800085676811,852.2274054151077,20466.784690867484,3643.087674974412,24109.872365841897,1.2600392837434988,19.549182896944092,65.81662504279961,-167.51756655588073,-2799.937073591113,217.606922244872,9.380492590193192,-10.746568118432668,1.7500868098616005,124.34064471469316,0.2776839951775404,6.7445449086688285,231.2843408322274,13.677418587355374,36.70997911026763,0.01220333944239651,8.009061872306095,1087993.724750886,1087993.724750886,-2799.9370735911134,78.08437876790921,79.99837793814827,405.5342722948647,86.56900839082998,89.08285427066464,30.013989441815824,1978.5571540481174,976.8100394901558,900.0540219756043
15,207.0933480576449,477.0,684.0933480576448,637.982703027189,52.09190900089754,47.012200857406576,1641.3797048690196,25.947566427295087,-17.068619353146204,0.07833192396114155,858.7236012424672,852.7761421988962,20466.68850434058,3643.070553772623,24109.759058113203,1.2600337532478647,16.756507580547154,56.41446920157971,-143.58648561932642,-2399.946063078098,186.51940040267056,8.215899744169526,-9.30021307615034,1.500074408452801,124.3400989655236,0.5600319572418737,5.100113464154624,197.9117034298719,11.392303027201324,36.64849747797973,0.01046004587263181,6.806010891912985,1087993.724750886,1087993.724750886,-2399.946063078098,78.03489310185716,79.99806715200197,440.070999597317,93.08223770721234,88.82761249936273,30.016138117809593,1695.9245175433898,969.906013601905,900.0568394225983
16,208.2870874520465,477.0,685.2870874520465,639.1665097088488,52.18879000901706,47.099634577927446,1641.380953646636,25.94745603212772,-15.291014862118281,0.08059195955012398,858.6674872901676,853.346610775618,20466.601427831523,3643.055054154011,24109.656481985534,1.2600275002455799,13.963830963801849,47.01230898245095,-119.65540468277189,-1999.9550525650795,155.43206232299616,6.993028674128482,-7.830689716803663,1.2500620070439996,124.33948191941592,0.8711843265272711,3.585951814998085,164.68348244116865,9.251420118172495,36.59451413725221,0.008716751491140585,5.623228267831221,1087993.724750886,1087993.724750886,-1999.95505256508,77.86243290664844,79.9976395049838,474.48302726768003,94.59960957330507,87.94317800583768,30.018999250656808,1413.2928614885138,955.3131036853681,900.0599819537778
17,209.4975914034582,477.0,686.4975914034582,640.3670469028541,52.28702003279753,47.188285765736964,1641.3821262741385,25.947354511352078,-13.453196752458334,0.08292544695445463,858.6117663149412,853.9369582685542,20466.521351185504,3643.04080051102,24109.562151696522,1.2600354787743648,11.171152304636053,37.610141887064295,-95.7243237462176,-1599.9640420520652,124.34643721847176,5.711445482388514,-6.332505389940289,1.0000496056352002,124.34026924043513,1.1503573381695735,2.230454624426446,131.5735976225949,7.227160404123142,36.546408654016346,0.00697345583469324,4.460434893244223,1087993.724750886,1087993.724750886,-1599.964042052065,78.26935165342832,79.99701266898161,508.79344928025915,92.82769706963134,90.06170050584772,30.023215490517945,1130.6652251986013,933.3504331385582,900.0828039178497
18,192.55816286574114,472.0,664.5581628657411,618.8465248711464,50.92084496766023,45.95533236087119,1640.2602075002394,25.748110025029828,-34.76774438702469,0.05548272308188639,859.5609677406917,847.2926894224927,20309.36307396552,3615.066627165863,23924.429701131383,1.338974370795177,53.06126996094693,178.64243880291923,-454.69053779453276,-7599.829199747305,627.6484296391291,18.958803198691225,-25.75330095413655,4.7502356267672,132.12995711252302,0.003188013503300485,1.1444497665134943,646.1734493521138,18.5250197129848,37.786046613899515,0.033122851834348446,24.13875683657895,1087993.7247508846,1087993.7247508846,-7599.829199747306,57.655634838530915,79.99958089845077,-27.326924480967282,67.90345050167306,34.04061612101989,50.05597670346352,5370.207132155114,923.1110475967038,930.3658810216278
19,193.41094949271394,472.0,665.4109494927139,619.6913860135762,50.99137351820562,46.01898336633471,1640.263943636257,25.747599804770342,-33.90676477604412,0.05673531285608938,859.5054274814622,847.5477488256225,20308.960627009703,3614.994991607727,23923.95561861743,1.3332201739630616,50.268593624000125,169.2402795257937,-430.7594568579795,-7199.838189234308,592.0589670189994,18.414679530445035,-24.650251813731362,4.500223225358403,131.56213311437392,0.0030356900580652693,2.0022386950870836,610.5468363293822,18.48786931038284,37.68620686839853,0.031379557627518574,22.686787650896452,1087993.7247508846,1087993.7247508846,-7199.838189234308,59.04662032796545,79.99954576139133,9.14454968419385,72.55903519761686,36.046046195112545,50.16504393236578,5087.567674239471,921.5380846928718,926.5486018519028
20,194.26996792721812,472.0,666.2699679272182,620.5424721845402,51.0623586710574,46.083046448831915,1640.2676017280216,25.747119046711948,-33.012147950752755,0.05801296092388125,859.4504757877532,847.8152646515855,20308.581418984373,3614.927492579218,23923.508911563593,1.327203191749556,47.475916729493555,159.83811837152052,-406.8283759214243,-6799.8471787212775,556.6432154816521,17.81573602327402,-23.494020581782287,4.250210823949598,130.96837746142194,0.0028496166316593075,2.8375253484973353,575.0939257784653,18.450710296813128,37.58597381006876,0.02963626307263851,21.25898362711977,1087993.7247508846,1087993.7247508846,-6799.8471787212775,60.85886560225001,79.99950742425622,45.44854640607488,78.886680000766,38.872620932349335,50.28295632454627,4804.9283067042015,919.7476059003858,922.0225799577529
21,195.1268514498013,472.0,667.1268514498013,621.3915019379208,51.1331392310848,46.14692488923906,1640.2712526406212,25.746657435021554,-32.096435789102834,0.05930022182333288,859.396476554906,848.0910220370844,20308.2173130593,3614.862681724555,23923.079994783853,1.3208509892327522,44.683238918305875,150.43595413103876,-382.8972949848706,-6399.856168208272,521.3920318095993,17.15813240420071,-22.28026036475189,4.000198422540801,130.34154227740217,0.0026307933574173333,3.649454677861619,539.8062051099768,18.414173300377488,37.484682570036995,0.027892967945530565,19.856322821764092,1087993.7247508846,1087993.7247508846,-6399.856168208273,63.30076908171759,79.99946593620632,81.58529682794403,88.10583517311848,43.12275790760617,50.416225116159666,4522.289006192416,917.6501948414796,916.40524237926
22,195.9942989083252,472.0,667.9942989083252,622.2510447353935,51.204721727318855,46.21152706557266,1640.2747858553232,25.74622886595099,-31.142266233222795,0.06062160018563111,859.3428523444585,848.3806647070577,20307.879270195263,3614.802510094757,23922.68178029002,1.314352554824312,41.890566026031415,141.03380645116047,-358.9662140483161,-5999.865157695254,486.40016549486097,16.450637213756146,-21.048710587129396,3.7501860211320004,129.70027693400667,0.003677909911343327,4.46449642377849,504.7713209637013,18.37115546884036,37.38861353360985,0.026149675888995576,18.47490483263482,1087993.7247508846,1087993.7247508846,-5999.865157695255,66.21418341321689,79.99940952269777,117.47972377169215,94.97802483594346,48.99735580097996,50.55669952953633,4239.651306761017,920.7007767929872,910.6162032274528
23,196.86194684956902,472.0,668.8619468495691,623.1108412653108,51.27628583826718,46.27611264944954,1640.2782878908213,25.74582120847151,-30.16521015706897,0.06195768654455052,859.290048092464,848.6789703253683,20307.55772178832,3614.7452744783204,23922.30299626664,1.3076975112743598,39.0978841164017,131.63162841237192,-335.0351331117613,-5599.87414718223,451.674855422396,15.688462432658472,-19.804852905480594,3.5001736197232014,129.04355740447957,0.004512656184005671,5.3077574539860795,470.0112675255862,18.33641210319024,37.30063122814425,0.024406378203485374,17.116126087638705,1087993.7247508846,1087993.7247508846,-5599.8741471822295,69.41972632913091,79.9993635008934,153.09957373972475,94.96521993075363,56.75430563726786,50.71006459868313,3957.012636842654,930.2037723005025,905.0522116068837
24,197.72465679181684,472.0,669.7246567918168,623.9658000251643,51.347421562056326,46.340311620058486,1640.2817953309973,25.745429868053122,-29.174074872061986,0.06329849494334677,859.2382572996765,848.9829248606926,20307.249043806325,3614.6903297975255,23921.93937360385,1.3010596812118487,36.305196018669996,122.22942953997665,-311.104052175207,-5199.883136669216,417.2834422131847,14.870896477195837,-18.577136632061123,3.2501612183143997,128.388536501459,1.852493069327221,4.3515643762193115,435.58371380120315,18.300271588018475,37.227530552666096,0.022663076655128154,15.779791220682018,1087993.7247508846,1087993.7247508846,-5199.883136669216,76.89672395227106,79.99932403449816,188.38208622396093,94.36483328792099,83.21326976894655,50.8690792007215,3674.3747164980377,931.7317024300207,900.3300743408643
