,flow_mass,flow_mol,temperature,pressure,enth_mol,vapor_frac,"('flow_mol_comp', 'O2')","('flow_mol_comp', 'N2')","('flow_mol_comp', 'NO')","('flow_mol_comp', 'CO2')","('flow_mol_comp', 'H2O')","('flow_mol_comp', 'SO2')"
B001,96.18877090018137,5339.288143186304,534.8105915484105,10346598.166869998,20580.24333755772,0.0,,,,,5339.288143186304,
B001b,96.18877090018137,5339.288143186304,534.8069574548183,10188610.38600405,20580.24333755772,0.0,,,,,5339.288143186304,
B002,95.8742124542004,5321.827496114432,585.5200376359365,10188610.38600405,49037.34895662997,0.9999999999996835,,,,,5321.827496114432,
B003,95.8742124542004,5321.827496114432,591.7648710309023,10187713.736865541,49789.70545801984,1.0,,,,,5321.827496114432,
B004,95.8742124542004,5321.827496114432,687.2931677061212,9882591.409952465,56614.55512041255,1.0,,,,,5321.827496114432,
B005,95.94436084850534,5325.721323704396,686.6656824716815,9882591.409952465,56581.170542808264,1.0,,,,,5325.721323704396,
B006,0.07014839430494188,3.8938275899648453,416.11530548727393,9882591.409952465,10953.32520663238,0.0,,,,,3.8938275899648453,
B007,2255.782751896238,125214.97039714275,583.6975157411266,10477387.197673714,25302.10951943383,0.0,,,,,125214.97039714275,
B008,2255.782751896238,125214.97039714275,585.5200376359365,10188610.38600405,26512.350179755376,0.042501527406836735,,,,,125214.97039714275,
B009,2159.908539442037,119893.1429010283,585.5200376358798,10188610.38600405,25512.50852959802,0.0,,,,,119893.1429010283,
B010,2256.0973103422184,125232.4310442146,583.6159872808232,10188610.38600405,25302.221267430185,0.0,,,,,125232.4310442146,
B011,2256.0973103422184,125232.4310442146,583.6141795230977,10185868.386446478,25302.10951943383,0.0,,,,,125232.4310442146,
B011b,2255.782751896238,125214.97039714275,583.6141795230977,10185868.386446478,25302.10951943383,0.0,,,,,125214.97039714275,
B012,87.98614337199442,4883.973125701871,720.4801745095455,1631271.3543521024,60481.99570381233,1.0,,,,,4883.973125701871,
B020,0.314558445980728,17.460647071859444,583.6141795230977,10185868.386446478,25302.10951943383,0.0,,,,,17.460647071859444,
FG01,144.48684986893258,4924.008679378576,1174.4687221306626,79868.35677,-45495.07569720857,,195.09646569081463,3592.0432712724087,4.924008679378577,647.1406286221778,479.23315222253126,5.571152891265043
FG02,144.48684986893258,4924.008679378576,1095.8803059751806,79859.09046446727,-48432.91965441019,,195.09646569081463,3592.0432712724087,4.924008679378577,647.1406286221778,479.23315222253126,5.571152891265043
FG03,144.48684986893258,4924.008679378576,973.9181976466696,79839.00628860862,-52911.43499633513,,195.09646569081463,3592.0432712724087,4.924008679378577,647.1406286221778,479.23315222253126,5.571152891265043
FG04,144.48684986893258,4924.008679378576,765.9497874504027,79794.94496488714,-60287.67556680155,,195.09646569081463,3592.0432712724087,4.924008679378577,647.1406286221778,479.23315222253126,5.571152891265043
FG05,144.48684986893258,4924.008679378576,618.0204318225533,79749.1316724242,-65305.823946600794,,195.09646569081463,3592.0432712724087,4.924008679378577,647.1406286221778,479.23315222253126,5.571152891265043
FG06,144.48684986893258,4924.008679378576,415.14455334852795,78627.71607701335,-71865.52871659742,,195.09646569081463,3592.0432712724087,4.924008679378577,647.1406286221778,479.23315222253126,5.571152891265043
