,F (kg/s),Efficency (%),Pressure Ratio,Power (MW),T in (K),T out (K),P in (kPa),P out (kPa),h in (kJ/kg),h out (kJ/kg),x in (%),x out (%)
ip_stages[2],138.19636495590876,0.9212760401710883,0.850238776999118,-7.302251137363126,791.0340474450763,765.5481671619841,2087.855037587577,1775.175313709909,3506.842161364183,3454.0024854458416,100.0,100.0
ip_stages[3],138.19636495590876,0.9082775522255189,0.8541034666738103,-6.778211541362682,765.5481671619841,741.7231797224268,1775.175313709909,1516.1833893934017,3454.0024854458416,3404.954802147332,100.0,100.0
ip_stages[4],138.19636495590876,0.9212760401710883,0.850238776999118,-6.851868151873945,741.7231797224268,717.511704441229,1516.1833893934017,1289.1179107042235,3404.954802147332,3355.3741336973335,100.0,100.0
ip_stages[5],138.19636495590876,0.9212760401710883,0.850238776999118,-6.630369189071446,717.511704441229,693.9389234152203,1289.1179107042235,1096.0580358048173,3355.3741336973335,3307.3962495381743,100.0,100.0
ip_stages[6],138.19636495590876,0.9212760401710883,0.850238776999118,-6.414536500307632,693.9389234152203,670.9969269072102,1096.0580358048173,931.9110438827432,3307.3962495381743,3260.980148055664,100.0,100.0
ip_stages[7],134.22126565985513,0.9103124837519211,0.8666993589746904,-5.261653960328504,670.9969269072102,651.5038877121212,931.9110438827432,807.686704354608,3260.980148055664,3221.778804405227,100.0,100.0
ip_stages[8],134.22126565985513,0.9103124837519211,0.8666993589746904,-5.110206866781172,651.5038877121212,632.4792629042234,807.686704354608,700.021548916519,3221.778804405227,3183.7057997911043,100.0,100.0
ip_stages[9],134.22126565985513,0.9103124837519211,0.8666993589746904,-4.962275342942333,632.4792629042234,613.9173799848021,700.021548916519,606.7082277144169,3183.7057997911043,3146.734941868204,100.0,100.0
lp_stages[1],123.69017408914388,0.8074011620150117,0.6539549717124042,-11.323451101854092,613.9173799848021,567.316250838208,606.7082277144169,396.75986189266445,3146.734941868204,3055.188049115888,100.0,100.0
lp_stages[2],123.69017408914388,0.8074011620150117,0.6539549717124042,-10.470651961523876,567.316250838208,523.7967491929242,396.75986189266445,259.4630842606348,3055.188049115888,2970.5357957042497,100.0,100.0
lp_stages[3],115.87902858749752,0.853115473327583,0.5942601092705102,-11.602778743960513,523.7967491929242,471.89727315568484,259.4630842606348,154.1885608043884,2970.5357957042497,2870.4074214385005,100.0,100.0
lp_stages[4],115.87902858749752,0.853115473327583,0.5942601092705102,-10.453590431836922,471.89727315568484,424.65786405203016,154.1885608043884,91.62811099187856,2870.4074214385005,2780.196185123694,100.0,100.0
lp_stages[5],112.44305255577166,0.8610640202970283,0.5574350402615467,-10.267157964940155,424.65786405203016,376.494335674075,91.62811099187856,51.076719739847285,2780.196185123694,2688.886337769206,100.0,100.0
outlet_stage,105.29016160876293,0.6867757256486601,0.09336713333765449,-24.99774252716063,376.494335674075,305.1846186242649,51.076719739847285,4.768886902400336,2688.886337769206,2451.4686897647575,100.0,95.55686781639459
