,flow_mass,flow_mol,temperature,pressure,enth_mol,vapor_frac,"('flow_mol_comp', 'O2')","('flow_mol_comp', 'N2')","('flow_mol_comp', 'NO')","('flow_mol_comp', 'CO2')","('flow_mol_comp', 'H2O')","('flow_mol_comp', 'SO2')"
B001,130.4516058758798,7241.164493467756,550.6399034728998,11506591.388572078,22004.85306536106,0.0,,,,,7241.164493467756,
B001b,130.4516058758798,7241.164493467756,550.6284938802523,11351039.062391171,22004.85306536106,0.0,,,,,7241.164493467756,
B002,130.02500042041976,7217.484292246345,593.5929875337637,11351039.062391171,48626.6826820494,0.9999999999987215,,,,,7217.484292246345,
B003,130.02500042041976,7217.484292246345,599.2593092559811,11349698.704320312,49393.54749452741,1.0,,,,,7217.484292246345,
B004,130.02500042041976,7217.484292246345,699.552010777398,10861194.09579085,56931.34532552596,1.0,,,,,7217.484292246345,
B005,130.07976788839147,7220.524348685753,699.1983943142712,10861194.09579085,56912.36112357792,1.0,,,,,7220.524348685753,
B006,0.054767467971722494,3.0400564394071306,427.5067763635349,10861194.09579085,11841.428365641708,0.0,,,,,3.0400564394071306,
B007,2311.3401240785083,128298.87318312611,591.5736545102197,11630990.000016104,26143.962398376596,0.0,,,,,128298.87318312611,
B008,2311.3401240785083,128298.87318312611,593.5929875337637,11351039.062391171,27642.456020256843,0.056255243035623764,,,,,128298.87318312611,
B009,2181.315123658089,121081.38889087977,593.5929875335719,11351039.062391171,26391.616996161105,0.0,,,,,121081.38889087977,
B010,2311.7667295339684,128322.55338434751,591.4750719795844,11351039.062391171,26144.074546457883,0.0,,,,,128322.55338434751,
B011,2311.7667295339684,128322.55338434751,591.4728201189376,11347453.869928505,26143.962398376596,0.0,,,,,128322.55338434751,
B011b,2311.3401240785083,128298.87318312611,591.4728201189376,11347453.869928505,26143.962398376596,0.0,,,,,128298.87318312611,
B012,118.15046469927863,6558.347397280454,743.0138895866991,2198243.777657594,61241.86981646561,1.0,,,,,6558.347397280454,
B020,0.4266054554599761,23.680201221406275,591.4728201189376,11347453.869928505,26143.962398376596,0.0,,,,,23.680201221406275,
FG01,185.33321594324582,6307.9207333867125,1277.3350717602607,79868.35677,-46271.974804669866,,180.10115340418616,4579.0265520377525,6.307920733386712,883.5783966559048,651.2989271963435,7.607783359138936
FG02,185.33321594324582,6307.9207333867125,1191.2777548534575,79852.27986889961,-49559.93407991354,,180.10115340418616,4579.0265520377525,6.307920733386712,883.5783966559048,651.2989271963435,7.607783359138936
FG03,185.33321594324582,6307.9207333867125,1058.0117400100894,79817.44900247546,-54562.92686250054,,180.10115340418616,4579.0265520377525,6.307920733386712,883.5783966559048,651.2989271963435,7.607783359138936
FG04,185.33321594324582,6307.9207333867125,819.8719479209516,79741.59435888148,-63187.629001734065,,180.10115340418616,4579.0265520377525,6.307920733386712,883.5783966559048,651.2989271963435,7.607783359138936
FG05,185.33321594324582,6307.9207333867125,657.3673721642281,79663.66139728724,-68798.95267262122,,180.10115340418616,4579.0265520377525,6.307920733386712,883.5783966559048,651.2989271963435,7.607783359138936
FG06,185.33321594324582,6307.9207333867125,431.2622650599013,78542.24580187639,-76200.54275705943,,180.10115340418616,4579.0265520377525,6.307920733386712,883.5783966559048,651.2989271963435,7.607783359138936
PA03,48.92539922271405,1700.6444173076463,328.94162611111113,87605.85807130812,-1089.421309111167,,353.46192190820625,1333.2949673041874,0.0017006443509825168,0.5736936647160913,13.310433141834867,0.0017006443509825168
PA04,48.92539922271405,1700.6444173076463,617.60600751549,86656.33642407882,7494.775974527612,,353.46192190820625,1333.2949673041874,0.0017006443509825168,0.5736936647160913,13.310433141834867,0.0017006443509825168
S001,130.07976788839147,7220.524348685753,815.1424920836914,10828207.544557486,62572.14422938607,1.0,,,,,7220.524348685753,
S002,130.07976788839147,7220.524348685753,800.2611251602616,7332434.300057991,62572.14422938607,1.0,,,,,7220.524348685753,
S005,118.15046469927863,6558.347397280454,623.2042468451363,2256773.474270978,56429.91339046947,1.0,,,,,6558.347397280454,
S006,11.929303189112844,662.1769514052983,623.2042468451363,2256773.474270978,56429.91339046947,1.0,,,,,662.1769514052983,
S007,0.0,0.0,623.2042468451363,2256773.474270978,56429.91339046947,1.0,,,,,0.0,
S009,118.15046469927863,6558.347397280454,821.8585630427781,2120581.3704125676,64404.28028765318,1.0,,,,,6558.347397280454,
S010,3.463941883778026,192.27799311351396,675.277485043892,804766.6423151748,58947.19449727258,1.0,,,,,192.27799311351396,
S011,2.7599153646698564,153.19858279581868,617.9751991886519,523932.56468817685,56871.71367036938,1.0,,,,,153.19858279581868,
S012,106.17757093931672,5893.750801503874,617.9751991886519,523932.56468817685,56871.71367036938,1.0,,,,,5893.750801503874,
S014,6.447613603785704,357.89694102926535,527.4918455734155,224063.4838441117,53670.46419365206,1.0,,,,,357.89694102926535,
S015,2.872784814443088,159.46378931901629,427.7603689218901,79126.91636037144,50212.110046221685,1.0,,,,,159.46378931901629,
S016,6.206017470350076,344.48631774527377,379.2334575761823,44108.11580711568,48553.09569420962,1.0,,,,,344.48631774527377,
S017,90.65115505073787,5031.90375341032,301.32924952936037,3822.6435989803663,44244.228301049756,0.9604255613757289,,,,,5031.90375341032,
S018,3645.538376403308,202358.1302318536,287.4480427777788,500000.0,1090.2668952025233,0.0,,,,,202358.1302318536,
S020,3645.538376403308,202358.1302318536,301.34704760470623,500000.0,2137.542697988784,0.0,,,,,202358.1302318536,
S022,90.65115505073787,5031.90375341032,301.32924952936037,3822.6435989803663,2128.0067526428065,1.5057766025766855e-13,,,,,5031.90375341032,
S024,94.02572732551874,5219.220979386318,292.6666156025046,2269.9695788435747,2107.291991853121,0.014291628086208109,,,,,5219.220979386318,
S025,94.02572732551874,5219.220979386318,301.0530399977054,9122.227596366769,2107.291991853121,0.0,,,,,5219.220979386318,
S026,94.02572732551874,5219.220979386318,301.21247709170393,1984159.583084855,2151.9171919189225,0.0,,,,,5219.220979386318,
S026b,93.83767587086771,5208.782537427545,301.21247709170393,1984159.583084855,2151.9171919189225,0.0,,,,,5208.782537427545,
S027,0.09402572732551875,5.219220979386318,301.21247709170393,1984159.583084855,2151.9171919189225,0.0,,,,,5.219220979386318,
S028,0.09402572732551875,5.219220979386318,301.21247709170393,1984159.583084855,2151.9171919189225,0.0,,,,,5.219220979386318,
S029,93.83767587086771,5208.782537427545,301.532728295856,523932.56468817685,2151.9171919189225,0.0,,,,,5208.782537427545,
S030,15.52641588857887,861.8470480935555,351.3757718952632,46652.407756237575,5901.205923131532,0.0,,,,,861.8470480935555,
S031a,93.83767587086771,5208.782537427545,338.1961288556109,523932.56468817685,4913.173362233757,0.0,,,,,5208.782537427545,
S031b,109.3640917594466,6070.629585521101,340.0765787404966,523932.56468817685,5055.012591034333,0.0,,,,,6070.629585521101,
S032,9.320398418228793,517.3607303482817,343.4309888320359,81645.75001546684,5301.605851809612,0.0,,,,,517.3607303482817,
S032b,9.320398418228793,517.3607303482817,343.4383092843336,44108.11580711568,5301.605851809612,0.0,,,,,517.3607303482817,
S033,109.3640917594466,6070.629585521101,356.48075416366675,523932.56468817685,6294.019971620473,0.0,,,,,6070.629585521101,
S034,6.447613603785704,357.89694102926535,356.712928454794,226521.7747735672,6307.35818140906,0.0,,,,,357.89694102926535,
S034b,6.447613603785704,357.89694102926535,356.74058995464355,79126.91636037144,6307.35818140906,0.0,,,,,357.89694102926535,
S035,109.3640917594466,6070.629585521101,393.22729434533,523932.56468817685,9086.335088302307,0.0,,,,,6070.629585521101,
S036,130.50637334385152,7244.204549907163,425.46644563311435,523932.56468817685,11569.285152325114,0.0,,,,,7244.204549907163,
S036b,130.50637334385152,7244.204549907163,425.454233008177,610382.079985317,11569.285152325114,0.0,,,,,7244.204549907163,
S037,130.50637334385152,7244.204549907163,427.386363815863,11697388.06782643,11841.428365641708,0.0,,,,,7244.204549907163,
S038,130.50637334385152,7244.204549907163,425.60270976101737,1456906.807704991,11590.116688638043,0.0,,,,,7244.204549907163,
S039,15.39324507289087,854.4549445188123,434.68034426462174,807111.9638002526,12290.397755474023,0.0,,,,,854.4549445188123,
S039b,15.39324507289087,854.4549445188123,426.7528488812875,523932.56468817685,12290.397755474023,0.016398485990590236,,,,,854.4549445188123,
