,F (kg/s),Efficency (%),Pressure Ratio,Power (MW),T in (K),T out (K),P in (kPa),P out (kPa),h in (kJ/kg),h out (kJ/kg),x in (%),x out (%)
inlet_stage[1],172.65429692890928,0.9528538321118031,0.7691305466307172,-14.501668375530961,801.4254995887253,757.2307526296223,9578.707994429084,7367.276915771262,3451.956253912067,3367.9637403547476,100.0,100.0
hp_stages[1],172.65429692890928,0.92040300131563,0.9358633643277562,-3.4220875137465305,757.2307526296223,746.6886009957394,7367.276915771262,6894.764560327909,3367.9637403547476,3348.143280773856,100.0,100.0
hp_stages[2],172.65429692890928,0.92040300131563,0.9358633643277562,-3.376888428884416,746.6886009957394,736.2770301456947,6894.764560327909,6452.5575576762585,3348.143280773856,3328.5846107091616,100.0,100.0
hp_stages[3],172.65429692890928,0.92040300131563,0.9358633643277562,-3.3322139245638684,736.2770301456947,725.9949219520977,6452.5575576762585,6038.712224445392,3328.5846107091616,3309.284691831754,100.0,100.0
hp_stages[4],172.65429692890928,0.92040300131563,0.9358633643277562,-3.288054225783506,725.9949219520977,715.8411645951774,6038.712224445392,5651.409538576614,3309.284691831754,3290.2405424287567,100.0,100.0
hp_stages[5],172.65429692890928,0.92040300131563,0.9358633643277562,-3.2444003851015366,715.8411645951774,705.8146537848759,5651.409538576614,5288.947143966282,3290.2405424287567,3271.4492326101695,100.0,100.0
hp_stages[6],172.65429692890928,0.92040300131563,0.9358633643277562,-3.2012442016042404,705.8146537848759,695.9142938394971,5288.947143966282,4949.731867903962,3271.4492326101695,3252.907879985031,100.0,100.0
hp_stages[7],172.65429692890928,0.92040300131563,0.9358633643277562,-3.158578147634591,695.9142938394971,686.1389986457797,4949.731867903962,4632.272718416911,3252.907879985031,3234.6136457619746,100.0,100.0
hp_stages[8],172.65429692890928,0.92040300131563,0.9358633643277562,-3.1163953025874322,686.1389986457797,676.4876925215046,4632.272718416911,4335.174330741332,3234.6136457619746,3216.563731233229,100.0,100.0
hp_stages[9],172.65429692890928,0.92040300131563,0.9358633643277562,-3.0746892931246976,676.4876925215046,666.9593109983556,4335.174330741332,4057.1308341149115,3216.563731233229,3198.755374604893,100.0,100.0
hp_stages[10],172.65429692890928,0.92040300131563,0.9358633643277562,-3.0334542392286687,666.9593109983556,657.5528015395619,4057.1308341149115,3796.9201119326563,3198.755374604893,3181.1858481396603,100.0,100.0
hp_stages[11],172.65429692890928,0.92040300131563,0.9358633643277562,-2.992684705560758,657.5528015395619,648.2671242040404,3796.9201119326563,3553.3984300370166,3181.1858481396603,3163.8524555812746,100.0,100.0
hp_stages[12],172.65429692890928,0.92040300131563,0.9358633643277562,-2.9523756576282643,648.2671242040404,639.1012522662668,3553.3984300370166,3325.4954095314088,3163.8524555812746,3146.752529832865,100.0,100.0
hp_stages[13],172.65429692890928,0.92040300131563,0.9358633643277562,-2.9125224223291744,639.1012522662668,630.0541727989354,3325.4954095314088,3112.2093220205743,3146.752529832865,3129.883430863794,100.0,100.0
hp_stages[14],172.65429692890928,0.92040300131563,0.9358633643277562,-2.8731206523570765,630.0541727989354,621.1248872240748,3112.2093220205743,2912.602686598379,3129.883430863794,3113.2425438226787,100.0,100.0
ip_stages[1],155.3425921877591,0.9212760401710883,0.850238776999118,-8.365421999169904,808.5888488149444,782.5892891273354,2744.7287888253722,2333.674848605155,3539.3917242885377,3485.5402861133666,100.0,100.0
ip_stages[2],155.3425921877591,0.9212760401710883,0.850238776999118,-8.099987191211278,782.5892891273354,757.2576491083205,2333.674848605155,1984.180849191649,3485.5402861133666,3433.3975538650147,100.0,100.0
ip_stages[3],155.3425921877591,0.9082775522255189,0.8541034666738103,-7.518146773238353,757.2576491083205,733.5827543670273,1984.180849191649,1694.6957418023721,3433.3975538650147,3385.000352123001,100.0,100.0
ip_stages[4],155.3425921877591,0.9212760401710883,0.850238776999118,-7.59932677956328,733.5827543670273,709.5359530110824,1694.6957418023721,1440.8960348956618,3385.000352123001,3336.080563464021,100.0,100.0
ip_stages[5],155.3425921877591,0.9212760401710883,0.850238776999118,-7.353172098007293,709.5359530110824,686.132103832444,1440.8960348956618,1225.1056824925658,3336.080563464021,3288.745367144394,100.0,100.0
ip_stages[6],155.3425921877591,0.9212760401710883,0.850238776999118,-7.113357886082825,686.132103832444,663.3626954941677,1225.1056824925658,1041.6323571771488,3288.745367144394,3242.9539471229937,100.0,100.0
ip_stages[7],150.90866782639065,0.9103124837519211,0.8666993589746904,-5.8358755144989996,663.3626954941677,644.0207955001282,1041.6323571771488,902.7820962527306,3242.9539471229937,3204.2823744522134,100.0,100.0
ip_stages[8],150.90866782639065,0.9103124837519211,0.8666993589746904,-5.667616832063079,644.0207955001282,625.1494896180623,902.7820962527306,782.4406641160689,3204.2823744522134,3166.7257720800862,100.0,100.0
