,flow_mass,flow_mol,temperature,pressure,enth_mol,vapor_frac,"('flow_mol_comp', 'O2')","('flow_mol_comp', 'N2')","('flow_mol_comp', 'NO')","('flow_mol_comp', 'CO2')","('flow_mol_comp', 'H2O')","('flow_mol_comp', 'SO2')"
B001,99.13720219051802,5502.950950000112,535.1811750007089,10450205.524369074,20612.865553097487,0.0,,,,,5502.950950000112,
B001b,99.13720219051802,5502.950950000112,535.1774096893976,10292123.094150478,20612.865553097487,0.0,,,,,5502.950950000112,
B002,98.81300172545241,5484.955089538014,586.2670590740773,10292123.094150478,49002.46994209129,0.9999999999998813,,,,,5484.955089538014,
B003,98.81300172545241,5484.955089538014,592.4481740799936,10291189.115091963,49754.817853161905,1.0,,,,,5484.955089538014,
B004,98.81300172545241,5484.955089538014,686.8413993340313,9972108.010461263,56558.69008745861,1.0,,,,,5484.955089538014,
B005,98.84469786692422,5486.7144927486115,686.5683176947562,9972108.010461263,56544.091966396845,1.0,,,,,5486.7144927486115,
B006,0.03169614147181287,1.7594032105974964,417.1564433984005,9972108.010461263,11034.320281811106,0.0,,,,,1.7594032105974964,
B007,2262.080713149894,125564.560370413,584.3833931188726,10580148.928390276,25373.983497283203,0.0,,,,,125564.560370413,
B008,2262.080713149894,125564.560370413,586.2670590740773,10292123.094150478,26614.902225155565,0.04368235012606088,,,,,125564.560370413,
B009,2163.267711424442,120079.605280875,586.2670590740557,10292123.094150478,25592.290573458697,0.0,,,,,120079.605280875,
B010,2262.40491361496,125582.55623087511,584.3004984196762,10292123.094150478,25374.095208842326,0.0,,,,,125582.55623087511,
B011,2262.40491361496,125582.55623087511,584.2986563158014,10289299.604717072,25373.983497283203,0.0,,,,,125582.55623087511,
B011b,2262.080713149894,125564.560370413,584.2986563158014,10289299.604717072,25373.983497283203,0.0,,,,,125564.560370413,
B012,90.55566518337423,5026.603260308706,720.3283101095261,1677543.0311753282,60464.97285353649,1.0,,,,,5026.603260308706,
B020,0.3242004650655931,17.995860462096235,584.2986563158014,10289299.604717072,25373.983497283203,0.0,,,,,17.995860462096235,
FG01,146.29330098291754,4984.001357279234,1181.468767666381,79868.35677,-46379.12782912143,,183.9981548492229,3631.462609496991,4.984001357279233,665.5559943988804,492.27068343786044,5.729913738999946
FG02,146.29330098291754,4984.001357279234,1101.698350113292,79858.82153020753,-49368.80175813991,,183.9981548492229,3631.462609496991,4.984001357279233,665.5559943988804,492.27068343786044,5.729913738999946
FG03,146.29330098291754,4984.001357279234,978.432123993542,79838.16800156992,-53906.202534378004,,183.9981548492229,3631.462609496991,4.984001357279233,665.5559943988804,492.27068343786044,5.729913738999946
FG04,146.29330098291754,4984.001357279234,767.7620729203983,79792.93946862982,-61393.94801534283,,183.9981548492229,3631.462609496991,4.984001357279233,665.5559943988804,492.27068343786044,5.729913738999946
FG05,146.29330098291754,4984.001357279234,619.7020916207298,79745.9477700703,-66425.36472219744,,183.9981548492229,3631.462609496991,4.984001357279233,665.5559943988804,492.27068343786044,5.729913738999946
