,flow_mass,flow_mol,temperature,pressure,enth_mol,vapor_frac,"('flow_mol_comp', 'O2')","('flow_mol_comp', 'N2')","('flow_mol_comp', 'NO')","('flow_mol_comp', 'CO2')","('flow_mol_comp', 'H2O')","('flow_mol_comp', 'SO2')"
B001,155.81699269881625,8649.157420745958,557.6846062469479,12238903.464509869,22655.191159040023,0.0,,,,,8649.157420745958,
B001b,155.81699269881625,8649.157420745958,557.6691273676266,12083426.531473098,22655.191159040023,0.0,,,,,8649.157420745958,
B002,155.3074368471088,8620.872772841098,598.3543840727353,12083426.531473098,48345.944201727754,0.9999999999990249,,,,,8620.872772841098,
B003,155.3074368471088,8620.872772841098,603.5026289640816,12081735.76010562,49100.60416122171,1.0,,,,,8620.872772841098,
B004,155.3074368471088,8620.872772841098,700.5333301246972,11444337.8932855,56786.870243891695,1.0,,,,,8620.872772841098,
B005,155.36220431508048,8623.912829280504,700.247752457625,11444337.8932855,56771.2082463699,1.0,,,,,8623.912829280504,
B006,0.054767467971722494,3.0400564394071306,434.09750147843107,11444337.8932855,12357.530179819765,0.0,,,,,3.0400564394071306,
B007,2337.509475256381,129751.49291359227,596.1192935669224,12358056.071099019,26644.662666584874,0.0,,,,,129751.49291359227,
B008,2337.509475256381,129751.49291359227,598.3543840727353,12083426.531473098,28352.574994631566,0.06644141488594037,,,,,129751.49291359227,
B009,2182.202038409272,121130.62014075117,598.3543840726059,12083426.531473098,26929.64582911969,0.0,,,,,121130.62014075117,
B010,2338.019031108088,129779.77756149712,596.0097397987687,12083426.531473098,26644.775319830656,0.0,,,,,129779.77756149712,
B011,2338.019031108088,129779.77756149712,596.0071577275105,12079368.167536668,26644.662666584874,0.0,,,,,129779.77756149712,
B011b,2337.509475256381,129751.49291359227,596.0071577275105,12079368.167536668,26644.662666584874,0.0,,,,,129751.49291359227,
B012,140.27984623933114,7786.7147354540775,742.877714755543,2589371.930306651,61149.545429386424,1.0,,,,,7786.7147354540775,
B020,0.509555851707402,28.284647904856435,596.0071577275105,12079368.167536668,26644.662666584874,0.0,,,,,28.284647904856435,
FG01,213.95030291148902,7278.828062105308,1316.969564018175,79868.35677,-46322.72947660072,,180.62253692717525,5274.919520967564,7.278828062105307,1040.8032402628048,766.2419892536635,8.961946631995508
FG02,213.95030291148902,7278.828062105308,1230.4260716277126,79846.65024745518,-49655.358969883506,,180.62253692717525,5274.919520967564,7.278828062105307,1040.8032402628048,766.2419892536635,8.961946631995508
FG03,213.95030291148902,7278.828062105308,1094.4921664413973,79799.54438669559,-54801.38058171798,,180.62253692717525,5274.919520967564,7.278828062105307,1040.8032402628048,766.2419892536635,8.961946631995508
FG04,213.95030291148902,7278.828062105308,845.2404566255959,79697.00480380487,-63904.81336396455,,180.62253692717525,5274.919520967564,7.278828062105307,1040.8032402628048,766.2419892536635,8.961946631995508
FG05,213.95030291148902,7278.828062105308,677.6214229954844,79591.84283476186,-69737.88091917019,,180.62253692717525,5274.919520967564,7.278828062105307,1040.8032402628048,766.2419892536635,8.961946631995508
