,F (kg/s),Efficency (%),Pressure Ratio,Power (MW),T in (K),T out (K),P in (kPa),P out (kPa),h in (kJ/kg),h out (kJ/kg),x in (%),x out (%)
inlet_stage[1],183.1002715179507,0.9510449429207849,0.76395289641229,-15.655170897781034,800.7430464340956,755.4388741692084,10072.661100015093,7695.038621935933,3444.8285630110377,3359.328029516491,100.0,100.0
hp_stages[1],183.1002715179507,0.92040300131563,0.9358633643277562,-3.606377395263627,755.4388741692084,744.8925287555913,7695.038621935933,7201.504733356983,3359.328029516491,3339.6318413821664,100.0,100.0
hp_stages[2],183.1002715179507,0.92040300131563,0.9358633643277562,-3.558723874480865,744.8925287555913,734.4779926115158,7201.504733356983,6739.624447981727,3339.6318413821664,3320.19591239649,100.0,100.0
hp_stages[3],183.1002715179507,0.92040300131563,0.9358633643277562,-3.511629237198021,734.4779926115158,724.194128778853,6739.624447981727,6307.367610193775,3320.19591239649,3301.0171902237385,100.0,100.0
hp_stages[4],183.1002715179507,0.92040300131563,0.9358633643277562,-3.465082504184028,724.194128778853,714.0398054196058,6307.367610193775,5902.834271727866,3301.0171902237385,3282.0926824911317,100.0,100.0
hp_stages[5],183.1002715179507,0.92040300131563,0.9358633643277562,-3.419073641252556,714.0398054196058,704.0138973320825,5902.834271727866,5524.246340608421,3282.0926824911317,3263.4194516274765,100.0,100.0
hp_stages[6],183.1002715179507,0.92040300131563,0.9358633643277562,-3.3735934668287673,704.0138973320825,694.1152872918359,5524.246340608421,5169.939765697093,3263.4194516274765,3244.994610206649,100.0,100.0
hp_stages[7],183.1002715179507,0.92040300131563,0.9358633643277562,-3.3286335683986934,694.1152872918359,684.3428672448085,5169.939765697093,4838.357222497133,3244.994610206649,3226.8153167473693,100.0,100.0
hp_stages[8],183.1002715179507,0.92040300131563,0.9358633643277562,-3.284186227021222,684.3428672448085,674.6955393762555,4838.357222497133,4528.041268065664,3226.8153167473693,3208.878771925264,100.0,100.0
hp_stages[9],183.1002715179507,0.92040300131563,0.9358633643277562,-3.2402443491779502,674.6955393762555,665.1722170753131,4528.041268065664,4237.627934946852,3208.878771925264,3191.182215157132,100.0,100.0
hp_stages[10],183.1002715179507,0.92040300131563,0.9358633643277562,-3.196801405284828,665.1722170753131,655.7718258117778,4237.627934946852,3965.840735968642,3191.182215157132,3173.7229215210127,100.0,100.0
hp_stages[11],183.1002715179507,0.92040300131563,0.9358633643277562,-3.1538513742431875,655.7718258117778,646.4933039386937,3965.840735968642,3711.4850535516775,3173.7229215210127,3156.498198979113,100.0,100.0
hp_stages[12],183.1002715179507,0.92040300131563,0.9358633643277562,-3.1113886935114894,646.4933039386937,637.3356034316424,3711.4850535516775,3473.4428888690554,3156.498198979113,3139.505385873392,100.0,100.0
hp_stages[13],183.1002715179507,0.92040300131563,0.9358633643277562,-3.069408213945116,637.3356034316424,628.2976905740827,3473.4428888690554,3250.667947777315,3139.505385873392,3122.7418486678002,100.0,100.0
hp_stages[14],183.1002715179507,0.92040300131563,0.9358633643277562,-3.0279051596039293,628.2976905740827,619.3785465949661,3250.667947777315,3042.1810419192807,3122.7418486678002,3106.2049799100323,100.0,100.0
ip_stages[1],164.45256724420219,0.9212760401710883,0.850238776999118,-8.801819066538425,804.607680986208,778.6788669815228,2865.548242983181,2436.4002335459913,3529.268628203202,3475.7466965360095,100.0,100.0
ip_stages[2],164.45256724420219,0.9212760401710883,0.850238776999118,-8.5222323800097,778.6788669815228,753.4206839070541,2436.4002335459913,2071.521954850509,3475.7466965360095,3423.924870201401,100.0,100.0
ip_stages[3],164.45256724420219,0.9082775522255189,0.8541034666738103,-7.90979809742379,753.4206839070541,729.8171086073594,2071.521954850509,1769.294082928728,3423.924870201401,3375.827122443665,100.0,100.0
ip_stages[4],164.45256724420219,0.9212760401710883,0.850238776999118,-7.994960209366254,729.8171086073594,705.848238212892,1769.294082928728,1504.3224372210975,3375.827122443665,3327.211522557685,100.0,100.0
ip_stages[5],164.45256724420219,0.9212760401710883,0.850238776999118,-7.735754813930998,705.848238212892,682.5241374386642,1504.3224372210975,1279.0332692351983,3327.211522557685,3280.17209384239,100.0,100.0
ip_stages[6],164.45256724420219,0.9212760401710883,0.850238776999118,-7.48324661811264,682.5241374386642,659.8360328208611,1279.0332692351983,1087.4836825757188,3280.17209384239,3234.6681120954804,100.0,100.0
ip_stages[7],159.78340549526854,0.9103124837519211,0.8666993589746904,-6.140130770153098,659.8360328208611,640.5652494149338,1087.4836825757188,942.5214105838108,3234.6681120954804,3196.240274416586,100.0,100.0
ip_stages[8],159.78340549526854,0.9103124837519211,0.8666993589746904,-5.962964121867143,640.5652494149338,621.7659829716822,942.5214105838108,816.8827023729099,3196.240274416586,3158.9212292793004,100.0,100.0
ip_stages[9],159.78340549526854,0.9103124837519211,0.8666993589746904,-5.78994359748306,621.7659829716822,603.4321087777602,816.8827023729099,707.9917145041139,3158.9212292793004,3122.6850282824794,100.0,100.0
lp_stages[1],146.29471732272273,0.8074011620150117,0.6539549717124042,-13.124928172677446,603.4321087777602,557.374646783781,707.9917145041139,462.9947016311543,3122.6850282824794,3032.969361080881,100.0,100.0
lp_stages[2],146.29471732272273,0.8074011620150117,0.6539549717124042,-12.134782114231424,557.374646783781,514.4211837556373,462.9947016311543,302.7776870081945,3032.969361080881,2950.021853909707,100.0,100.0
lp_stages[3],136.5952025601819,0.853115473327583,0.5942601092705102,-13.399848764193404,514.4211837556373,463.3026343811885,302.7776870081945,179.92870136616202,2950.021853909707,2851.9228832793906,100.0,100.0
lp_stages[4],136.5952025601819,0.853115473327583,0.5942601092705102,-12.071462706528882,463.3026343811885,416.85288707079707,179.92870136616202,106.92444973475644,2851.9228832793906,2763.548895904465,100.0,100.0
lp_stages[5],132.38595334623517,0.8610640202970283,0.5574350402615467,-11.841925711753786,416.85288707079707,369.6013432253897,106.92444973475644,59.60343494283767,2763.548895904465,2674.0988794001983,100.0,100.0
outlet_stage,123.93774920397564,0.6902973046529672,0.09917110309906631,-28.85039642637304,369.6013432253897,309.03620648230094,59.60343494283767,5.910938391774646,2674.0988794001983,2441.3175306047533,100.0,94.83308462573649
