,F (kg/s),Efficency (%),Pressure Ratio,Power (MW),T in (K),T out (K),P in (kPa),P out (kPa),h in (kJ/kg),h out (kJ/kg),x in (%),x out (%)
inlet_stage[1],110.20858187552349,0.9595987095268814,0.7854522474527462,-8.627143719873999,787.0749948420892,747.219923222594,6232.456558001244,4895.297010633685,3453.598062027287,3375.317917477219,100.0,100.0
hp_stages[1],110.20858187552349,0.92040300131563,0.9358633643277562,-2.2010107656796345,747.219923222594,736.94096735373,4895.297010633685,4581.329129755248,3375.317917477219,3355.346598291154,100.0,100.0
hp_stages[2],110.20858187552349,0.92040300131563,0.9358633643277562,-2.1718878036572145,736.94096735373,726.7837970490496,4581.329129755248,4287.498092465497,3355.346598291154,3335.639532228819,100.0,100.0
hp_stages[3],110.20858187552349,0.92040300131563,0.9358633643277562,-2.1430844670877547,726.7837970490496,716.747458954944,4287.498092465497,4012.512389363598,3335.639532228819,3316.193819103608,100.0,100.0
hp_stages[4],110.20858187552349,0.92040300131563,0.9358633643277562,-2.114596920687364,716.747458954944,706.8310085936099,4012.512389363598,3755.16334411662,3316.193819103608,3297.0065935291454,100.0,100.0
hp_stages[5],110.20858187552349,0.92040300131563,0.9358633643277562,-2.0864216023309408,706.8310085936099,697.0335103444618,3755.16334411662,3514.319800825247,3297.0065935291454,3278.07502244072,100.0,100.0
hp_stages[6],110.20858187552349,0.92040300131563,0.9358633643277562,-2.0585551954489505,697.0335103444618,687.3540374392707,3514.319800825247,3288.923152123966,3278.07502244072,3259.3963028671938,100.0,100.0
hp_stages[7],110.20858187552349,0.92040300131563,0.9358633643277562,-2.030994604064851,687.3540374392707,677.7916719791276,3288.923152123966,3077.9826861621827,3259.3963028671938,3240.9676599293985,100.0,100.0
hp_stages[8],110.20858187552349,0.92040300131563,0.9358633643277562,-2.003736930249977,677.7916719791276,668.3455049792726,3077.9826861621827,2880.571232014325,3240.9676599293985,3222.7863450431114,100.0,100.0
hp_stages[9],110.20858187552349,0.92040300131563,0.9358633643277562,-1.9767794537922632,668.3455049792726,659.014636446003,2880.571232014325,2695.8210843786756,3222.7863450431114,3204.849634306511,100.0,100.0
hp_stages[10],110.20858187552349,0.92040300131563,0.9358633643277562,-1.9501196138849772,659.014636446003,649.7981754881573,2695.8210843786756,2522.920189652327,3204.849634306511,3187.154827053772,100.0,100.0
hp_stages[11],110.20858187552349,0.92040300131563,0.9358633643277562,-1.9237549926644146,649.7981754881573,640.6952404641765,2522.920189652327,2361.1085766184474,3187.154827053772,3169.6992445580536,100.0,100.0
