,F (kg/s),Efficency (%),Pressure Ratio,Power (MW),T in (K),T out (K),P in (kPa),P out (kPa),h in (kJ/kg),h out (kJ/kg),x in (%),x out (%)
inlet_stage[1],161.90176604979348,0.9534934850462344,0.7713771834751273,-13.511846080917227,801.078388344665,757.4580343923103,9015.824707023809,6954.60146920949,3457.2055935694984,3373.748529384284,100.0,100.0
hp_stages[1],161.90176604979348,0.92040300131563,0.9358633643277562,-3.2230324009424223,757.4580343923103,746.9406552283681,6954.60146920949,6508.556728533149,3373.748529384284,3353.8411961934216,100.0,100.0
hp_stages[2],161.90176604979348,0.92040300131563,0.9358633643277562,-3.1804703134681875,746.9406552283681,736.5523982564724,6508.556728533149,6091.1197968830875,3353.8411961934216,3334.196751348453,100.0,100.0
hp_stages[3],161.90176604979348,0.92040300131563,0.9358633643277562,-3.138396536396133,736.5523982564724,726.2921687441116,6091.1197968830875,5700.455865634405,3334.196751348453,3314.812178758732,100.0,100.0
hp_stages[4],161.90176604979348,0.92040300131563,0.9358633643277562,-3.096802560410383,726.2921687441116,716.1588794062257,5700.455865634405,5334.847804614506,3314.812178758732,3295.684514892126,100.0,100.0
hp_stages[5],161.90176604979348,0.92040300131563,0.9358633643277562,-3.0556805816176196,716.1588794062257,706.1514513258528,5334.847804614506,4992.688614603076,3295.684514892126,3276.810844417909,100.0,100.0
hp_stages[6],161.90176604979348,0.92040300131563,0.9358633643277562,-3.015023432324022,706.1514513258528,696.2688147657082,4992.688614603076,4672.474363903318,3276.810844417909,3258.1882962772247,100.0,100.0
hp_stages[7],161.90176604979348,0.92040300131563,0.9358633643277562,-2.974824518431552,696.2688147657082,686.5099098923498,4672.474363903318,4372.797577937752,3258.1882962772247,3239.8140401402247,100.0,100.0
hp_stages[8],161.90176604979348,0.92040300131563,0.9358633643277562,-2.9350777628595974,686.5099098923498,676.8736874311883,4372.797577937752,4092.3410528130885,3239.8140401402247,3221.6852832126638,100.0,100.0
hp_stages[9],161.90176604979348,0.92040300131563,0.9358633643277562,-2.895777554452745,676.8736874311883,667.3591092673948,4092.3410528130885,3829.872065662249,3221.6852832126638,3203.7992673580734,100.0,100.0
hp_stages[10],161.90176604979348,0.92040300131563,0.9358633643277562,-2.856918701878203,667.3591092673948,657.9651490048971,3829.872065662249,3584.2369563155653,3203.7992673580734,3186.153266504695,100.0,100.0
hp_stages[11],161.90176604979348,0.92040300131563,0.9358633643277562,-2.8184963920546373,657.9651490048971,648.6907924930296,3584.2369563155653,3354.3560564853615,3186.153266504695,3168.744584309172,100.0,100.0
hp_stages[12],161.90176604979348,0.92040300131563,0.9358633643277562,-2.78050615270631,648.6907924930296,639.5350383280964,3354.3560564853615,3139.2189441755754,3168.744584309172,3151.570552051543,100.0,100.0
hp_stages[13],161.90176604979348,0.92040300131563,0.9358633643277562,-2.742943818702489,639.5350383280964,630.4968983349503,3139.2189441755754,2937.8800024575808,3151.570552051543,3134.628526738126,100.0,100.0
hp_stages[14],161.90176604979348,0.92040300131563,0.9358633643277562,-2.7058055014704476,630.4968983349503,621.5753980330619,2937.8800024575808,2749.454263091188,3134.628526738126,3117.9158893933413,100.0,100.0
ip_stages[1],145.9639246674979,0.9212760401710883,0.850238776999118,-7.895558435384901,811.1867102268889,785.1535273057444,2589.4815064054033,2201.6775890679633,3546.7194085263,3492.62687536531,100.0,100.0
ip_stages[2],145.9639246674979,0.9212760401710883,0.850238776999118,-7.645217620834755,785.1535273057444,759.7849112603293,2201.6775890679633,1871.951660675512,3492.62687536531,3440.2494291007592,100.0,100.0
ip_stages[3],145.9639246674979,0.9082775522255189,0.8541034666738103,-7.0961981430449645,759.7849112603293,736.0732031319906,1871.951660675512,1598.840402828751,3440.2494291007592,3391.6333196119945,100.0,100.0
ip_stages[4],145.9639246674979,0.9212760401710883,0.850238776999118,-7.172960659368473,736.0732031319906,711.9837416313181,1598.840402828751,1359.3961087178943,3391.6333196119945,3342.4913095180045,100.0,100.0
ip_stages[5],145.9639246674979,0.9212760401710883,0.850238776999118,-6.940745594123176,711.9837416313181,688.534822333624,1359.3961087178943,1155.8112849336624,3342.4913095180045,3294.9402066689,100.0,100.0
