,flow_mass,flow_mol,temperature,pressure,enth_mol,vapor_frac,"('flow_mol_comp', 'O2')","('flow_mol_comp', 'N2')","('flow_mol_comp', 'NO')","('flow_mol_comp', 'CO2')","('flow_mol_comp', 'H2O')","('flow_mol_comp', 'SO2')"
B001,118.92401408203057,6601.285912960029,544.2611509835729,11182882.409438789,21423.8039576019,0.0,,,,,6601.285912960029,
B001b,118.92401408203057,6601.285912960029,544.253167098947,11026163.011279685,21423.8039576019,0.0,,,,,6601.285912960029,
B002,118.53510638823946,6579.698255494194,591.4039184936101,11026163.011279685,48745.69002450135,0.999999999999731,,,,,6579.698255494194,
B003,118.53510638823946,6579.698255494194,597.350953627878,11024981.4431529,49522.94396858754,1.0,,,,,6579.698255494194,
B004,118.53510638823946,6579.698255494194,696.6321653207025,10603450.78382839,56862.25301197593,1.0,,,,,6579.698255494194,
B005,119.05898927437799,6608.778174659399,692.9279240339876,10603450.78382839,56663.091551625155,1.0,,,,,6608.778174659399,
B006,0.5238828861385386,29.079919165205233,424.41834078011414,10603450.78382839,11600.3007719445,0.0,,,,,29.079919165205233,
B007,2290.088579076804,127119.23317743625,589.3625280586272,11308737.992123768,25903.91399110175,0.0,,,,,127119.23317743625,
B008,2290.088579076804,127119.23317743625,591.4039184936101,11026163.011279685,27318.96941946366,0.05176005306987771,,,,,127119.23317743625,
B009,2171.5534726885644,120539.53492194206,591.4039184935676,11026163.011279685,26149.38338881219,0.0,,,,,120539.53492194206,
B010,2290.4774867705955,127140.82083490212,589.2690095716416,11026163.011279685,25904.026305815773,0.0,,,,,127140.82083490212,
B011,2290.4774867705955,127140.82083490212,589.2669144824227,11022868.673344934,25903.91399110175,0.0,,,,,127140.82083490212,
B011b,2290.088579076804,127119.23317743625,589.2669144824227,11022868.673344934,25903.91399110175,0.0,,,,,127119.23317743625,
B012,108.48459627010378,6021.810167263777,738.7025422362866,2030793.5657369632,61107.96935762589,1.0,,,,,6021.810167263777,
B020,0.3889076937915549,21.587657465859806,589.2669144824227,11022868.673344934,25903.91399110175,0.0,,,,,21.587657465859806,
FG01,164.16736566248773,5584.184542726167,1271.405273568771,79868.35677,-48694.67973886293,,130.4537148021479,4044.2574937147147,5.584184542726169,804.8402341932455,592.1186285861884,6.930286887144692
FG02,164.16736566248773,5584.184542726167,1178.8008435958022,79855.64766435018,-52238.196421738554,,130.4537148021479,4044.2574937147147,5.584184542726169,804.8402341932455,592.1186285861884,6.930286887144692
FG03,164.16736566248773,5584.184542726167,1040.4118683346676,79828.27825663942,-57434.7261265127,,130.4537148021479,4044.2574937147147,5.584184542726169,804.8402341932455,592.1186285861884,6.930286887144692
FG04,164.16736566248773,5584.184542726167,801.3424771593541,79769.13119061738,-66082.44156997929,,130.4537148021479,4044.2574937147147,5.584184542726169,804.8402341932455,592.1186285861884,6.930286887144692
FG05,164.16736566248773,5584.184542726167,642.867771928725,79708.49469226676,-71544.26141337064,,130.4537148021479,4044.2574937147147,5.584184542726169,804.8402341932455,592.1186285861884,6.930286887144692
FG06,164.16736566248773,5584.184542726167,425.6413995328072,78587.07909685592,-78651.79761129495,,130.4537148021479,4044.2574937147147,5.584184542726169,804.8402341932455,592.1186285861884,6.930286887144692
PA03,38.916270736203096,1352.727614315119,334.63824055555557,86692.5677900482,-923.3134376506814,,281.15089639436934,1060.5302918966859,0.001352727561558744,0.4563277628886651,10.587392806051822,0.001352727561558744
