,F (kg/s),Efficency (%),Pressure Ratio,Power (MW),T in (K),T out (K),P in (kPa),P out (kPa),h in (kJ/kg),h out (kJ/kg),x in (%),x out (%)
inlet_stage[1],91.8469878468762,0.9617336966134986,0.7881553380711247,-7.020505035526427,773.4899043068389,734.8019405001171,5175.222059157391,4078.878891628336,3433.441385687117,3357.0044202503104,100.0,100.0
hp_stages[1],91.8469878468762,0.92040300131563,0.9358633643277562,-1.8131892633916304,734.8019405001171,724.7026178291799,4078.878891628336,3817.2733222047636,3357.0044202503104,3337.263007865459,100.0,100.0
hp_stages[2],91.8469878468762,0.92040300131563,0.9358633643277562,-1.7891238948513766,724.7026178291799,714.7220661809773,3817.2733222047636,3572.4462538771413,3337.263007865459,3317.7836113518347,100.0,100.0
hp_stages[3],91.8469878468762,0.92040300131563,0.9358633643277562,-1.7653200888171714,714.7220661809773,704.8593909482543,3572.4462538771413,3343.321570033551,3317.7836113518347,3298.563382902315,100.0,100.0
hp_stages[4],91.8469878468762,0.92040300131563,0.9358633643277562,-1.7417751981432879,704.8593909482543,695.1137054690222,3343.321570033551,3128.8921725611544,3298.563382902315,3279.5995035310384,100.0,100.0
hp_stages[5],91.8469878468762,0.92040300131563,0.9358633643277562,-1.7184867453389054,695.1137054690222,685.4841308883446,3128.8921725611544,2928.2155552318645,3279.5995035310384,3260.8891812262514,100.0,100.0
hp_stages[6],91.8469878468762,0.92040300131563,0.9358633643277562,-1.6954524049697786,685.4841308883446,675.9697960617873,2928.2155552318645,2740.409660996161,3260.8891812262514,3242.4296492947697,100.0,100.0
hp_stages[7],91.8469878468762,0.92040300131563,0.9358633643277562,-1.6726699877751163,675.9697960617873,666.5698375042216,2740.409660996161,2564.649004976153,3242.4296492947697,3224.218164879367,100.0,100.0
hp_stages[8],91.8469878468762,0.92040300131563,0.9358633643277562,-1.6501374263540094,666.5698375042216,657.2833993860979,2564.649004976153,2400.1610461168148,3224.218164879367,3206.2520076319997,100.0,100.0
hp_stages[9],91.8469878468762,0.92040300131563,0.9358633643277562,-1.6278527622935655,657.2833993860979,648.1096335778957,2400.1610461168148,2246.222791547309,3206.2520076319997,3188.5284785271856,100.0,100.0
