,F (kg/s),Efficency (%),Pressure Ratio,Power (MW),T in (K),T out (K),P in (kPa),P out (kPa),h in (kJ/kg),h out (kJ/kg),x in (%),x out (%)
inlet_stage[1],128.3611227739065,0.9574159450291243,0.780721402394849,-10.287611686289672,793.3098508065083,752.1395574584604,7226.980627438526,5642.258450534212,3457.62498147164,3377.4791283973395,100.0,100.0
hp_stages[1],128.3611227739065,0.92040300131563,0.9358633643277562,-2.5652453336639813,752.1395574584604,741.76105209085,5642.258450534212,5280.3829759236605,3377.4791283973395,3357.4945312060045,100.0,100.0
hp_stages[2],128.3611227739065,0.92040300131563,0.9358633643277562,-2.5313415784425533,741.76105209085,731.5070755405113,5280.3829759236605,4941.7169767869245,3357.4945312060045,3337.7740619257447,100.0,100.0
hp_stages[3],128.3611227739065,0.92040300131563,0.9358633643277562,-2.497815203461889,731.5070755405113,721.376616910276,4941.7169767869245,4624.7718754514,3337.7740619257447,3318.314780567934,100.0,100.0
hp_stages[4],128.3611227739065,0.92040300131563,0.9358633643277562,-2.464660976199248,721.376616910276,711.3686744144734,4624.7718754514,4328.154566608332,3318.314780567934,3299.113787908027,100.0,100.0
hp_stages[5],128.3611227739065,0.92040300131563,0.9358633643277562,-2.4318740632549494,711.3686744144734,701.4822556171902,4328.154566608332,4050.561294036616,3299.113787908027,3280.1682223761763,100.0,100.0
hp_stages[6],128.3611227739065,0.92040300131563,0.9358633643277562,-2.39944999064511,701.4822556171902,691.7163776473708,4050.561294036616,3790.7719200528973,3280.1682223761763,3261.475257257201,100.0,100.0
hp_stages[7],128.3611227739065,0.92040300131563,0.9358633643277562,-2.36738460788355,691.7163776473708,682.0700674032792,3790.7719200528973,3547.644562499892,3261.475257257201,3243.0320981703685,100.0,100.0
hp_stages[8],128.3611227739065,0.92040300131563,0.9358633643277562,-2.33567405552285,682.0700674032792,672.5423617563247,3547.644562499892,3320.110575700219,3243.0320981703685,3224.8359808020523,100.0,100.0
hp_stages[9],128.3611227739065,0.92040300131563,0.9358633643277562,-2.304314735856521,672.5423617563247,663.1323077619442,3320.110575700219,3107.1698533149697,3224.8359808020523,3206.884168866633,100.0,100.0
hp_stages[10],128.3611227739065,0.92040300131563,0.9358633643277562,-2.2733032864998908,663.1323077619442,653.8389628831346,3107.1698533149697,2907.8864324611286,3206.884168866633,3189.1739522732173,100.0,100.0
hp_stages[11],128.3611227739065,0.92040300131563,0.9358633643277562,-2.242636556603143,653.8389628831346,644.6613952303385,2907.8864324611286,2721.3843797661084,3189.1739522732173,3171.7026454776756,100.0,100.0
hp_stages[12],128.3611227739065,0.92040300131563,0.9358633643277562,-2.2123115854504545,644.6613952303385,635.5986838197113,2721.3843797661084,2546.8439412769144,3171.7026454776756,3154.467586001395,100.0,100.0
hp_stages[13],128.3611227739065,0.92040300131563,0.9358633643277562,-2.1823255832425774,635.5986838197113,626.6499188503076,2546.8439412769144,2383.497939301175,3154.467586001395,3137.466133099751,100.0,100.0
hp_stages[14],128.3611227739065,0.92040300131563,0.9358633643277562,-2.152675913908346,626.6499188503076,617.8142019993154,2383.497939301175,2230.6284003426713,3137.466133099751,3120.6956665644907,100.0,100.0
ip_stages[1],116.71299652143084,0.9212760401710883,0.850238776999118,-6.399671615287998,819.1945075689795,793.0596823720489,2096.9523310509426,1782.910185378203,3569.269705663029,3514.43715225401,100.0,100.0
ip_stages[2],116.71299652143084,0.9212760401710883,0.850238776999118,-6.1972364855221524,793.0596823720489,767.5789694729973,1782.910185378203,1515.8993755152342,3514.43715225401,3461.339068319679,100.0,100.0
ip_stages[3],116.71299652143084,0.9082775522255189,0.8541034666738103,-5.752596332627927,767.5789694729973,743.7554429552177,1515.8993755152342,1294.7349117562258,3461.339068319679,3412.050672818912,100.0,100.0
ip_stages[4],116.71299652143084,0.9212760401710883,0.850238776999118,-5.815183429280848,743.7554429552177,719.5362025845961,1294.7349117562258,1100.8338279096743,3412.050672818912,3362.2260294407174,100.0,100.0
ip_stages[5],116.71299652143084,0.9212760401710883,0.850238776999118,-5.62725901293814,719.5362025845961,695.9500280469421,1100.8338279096743,935.9716075211788,3362.2260294407174,3314.0115273659217,100.0,100.0
ip_stages[6],116.71299652143084,0.9212760401710883,0.850238776999118,-5.444125707446372,695.9500280469421,672.9895363553051,935.9716075211788,795.7993548847055,3314.0115273659217,3267.366116231723,100.0,100.0
ip_stages[7],113.30395245850508,0.9103124837519211,0.8666993589746904,-4.46363614660463,672.9895363553051,653.478342035282,795.7993548847055,689.7187907510464,3267.366116231723,3227.970878468598,100.0,100.0
