,F (kg/s),Efficency (%),Pressure Ratio,Power (MW),T in (K),T out (K),P in (kPa),P out (kPa),h in (kJ/kg),h out (kJ/kg),x in (%),x out (%)
inlet_stage[1],122.98692554560844,0.9571629959649094,0.7802757207036846,-9.88334344030749,792.1988755012962,751.0445601187182,6916.970782769617,5397.144362611892,3458.333304504039,3377.972376734995,100.0,100.0
hp_stages[1],122.98692554560844,0.92040300131563,0.9358633643277562,-2.4593058464652455,751.0445601187182,740.693552513528,5397.144362611892,5050.989680956548,3377.972376734995,3357.9758947060723,100.0,100.0
hp_stages[2],122.98692554560844,0.92040300131563,0.9358633643277562,-2.4267943554120466,740.693552513528,730.4661722690925,5050.989680956548,4727.036196004775,3357.9758947060723,3338.2437618419813,100.0,100.0
hp_stages[3],122.98692554560844,0.92040300131563,0.9358633643277562,-2.3946429147913157,730.4661722690925,720.3614274081855,4727.036196004775,4423.859997692108,3338.2437618419813,3318.773050592245,100.0,100.0
hp_stages[4],122.98692554560844,0.92040300131563,0.9358633643277562,-2.3628467582953983,720.3614274081855,710.3783350697298,4423.859997692108,4140.128500755115,3318.773050592245,3299.5608721609765,100.0,100.0
hp_stages[5],122.98692554560844,0.92040300131563,0.9358633643277562,-2.33140147581742,710.3783350697298,700.5159216476611,4140.128500755115,3874.594587465912,3299.5608721609765,3280.604373610625,100.0,100.0
hp_stages[6],122.98692554560844,0.92040300131563,0.9358633643277562,-2.3003029778583177,700.5159216476611,690.7732229199387,3874.594587465912,3626.0911260319626,3280.604373610625,3261.9007352551384,100.0,100.0
hp_stages[7],122.98692554560844,0.92040300131563,0.9358633643277562,-2.269547463330902,690.7732229199387,681.1492841787257,3626.0911260319626,3393.5258405672944,3261.9007352551384,3243.447168314892,100.0,100.0
hp_stages[8],122.98692554560844,0.92040300131563,0.9358633643277562,-2.2391313904710337,681.1492841787257,671.6431603703828,3393.5258405672944,3175.8765100864844,3243.447168314892,3225.2409128081576,100.0,100.0
hp_stages[9],122.98692554560844,0.92040300131563,0.9358633643277562,-2.209051450579726,671.6431603703828,662.2539162517929,3175.8765100864844,2972.1864754190306,3225.2409128081576,3207.2792356560567,100.0,100.0
hp_stages[10],122.98692554560844,0.92040300131563,0.9358633643277562,-2.1793045443591073,662.2539162517929,652.9806265675483,2972.1864754190306,2781.56043429511,3207.2792356560567,3189.5594289799324,100.0,100.0
hp_stages[11],122.98692554560844,0.92040300131563,0.9358633643277562,-2.149887760606062,652.9806265675483,643.822376250801,2781.56043429511,2603.1605061203963,3189.5594289799324,3172.0788085719623,100.0,100.0
hp_stages[12],122.98692554560844,0.92040300131563,0.9358633643277562,-2.1207983570623052,643.822376250801,634.778260648957,2603.1605061203963,2436.202549142978,3172.0788085719623,3154.8347125214773,100.0,100.0
