,F (kg/s),Efficency (%),Pressure Ratio,Power (MW),T in (K),T out (K),P in (kPa),P out (kPa),h in (kJ/kg),h out (kJ/kg),x in (%),x out (%)
inlet_stage[1],136.63148016615494,0.9552015188931988,0.7757235475368707,-11.206689996785265,795.7244044367645,753.4213402006703,7642.790961051501,5928.6929173896,3458.9468884195967,3376.9256003302253,100.0,100.0
hp_stages[1],136.63148016615494,0.92040300131563,0.9358633643277562,-2.7286825664543457,753.4213402006703,743.0109247249103,5928.6929173896,5548.44649973437,3376.9256003302253,3356.95448852542,100.0,100.0
hp_stages[2],136.63148016615494,0.92040300131563,0.9358633643277562,-2.6926279832727253,743.0109247249103,732.7260719246204,5548.44649973437,5192.587808033969,3356.95448852542,3337.247258683525,100.0,100.0
hp_stages[3],136.63148016615494,0.92040300131563,0.9358633643277562,-2.6569771935346935,732.7260719246204,722.5657501829767,5192.587808033969,4859.5526955939595,3337.247258683525,3317.8009554574783,100.0,100.0
hp_stages[4],136.63148016615494,0.92040300131563,0.9358633643277562,-2.621724296212601,722.5657501829767,712.5289368672811,4859.5526955939595,4547.877334826579,3317.8009554574783,3298.6126666895875,100.0,100.0
hp_stages[5],136.63148016615494,0.92040300131563,0.9358633643277562,-2.5868638502101824,712.5289368672811,702.614618693828,4547.877334826579,4256.191783120751,3298.6126666895875,3279.679520045311,100.0,100.0
hp_stages[6],136.63148016615494,0.92040300131563,0.9358633643277562,-2.5523908287971104,702.614618693828,692.8217920529945,4256.191783120751,3983.2139613755385,3279.679520045311,3260.998679980539,100.0,100.0
hp_stages[7],136.63148016615494,0.92040300131563,0.9358633643277562,-2.518300578391657,692.8217920529945,683.1494633089217,3983.2139613755385,3727.7440187302,3260.998679980539,3242.567345010522,100.0,100.0
hp_stages[8],136.63148016615494,0.92040300131563,0.9358633643277562,-2.4845887813129974,683.1494633089217,673.5966490854422,3727.7440187302,3488.659058721515,3242.567345010522,3224.3827452514356,100.0,100.0
hp_stages[9],136.63148016615494,0.92040300131563,0.9358633643277562,-2.4512514221521324,673.5966490854422,664.1623765474209,3488.659058721515,3264.9082036876193,3224.3827452514356,3206.4421402080648,100.0,100.0
hp_stages[10],136.63148016615494,0.92040300131563,0.9358633643277562,-2.418284757445344,664.1623765474209,654.8456836843893,3264.9082036876193,3055.5079757243866,3206.4421402080648,3188.7428167834455,100.0,100.0
hp_stages[11],136.63148016615494,0.92040300131563,0.9358633643277562,-2.385685288348221,654.8456836843893,645.6456196013553,3055.5079757243866,2859.5379738917163,3188.7428167834455,3171.282087488504,100.0,100.0
hp_stages[12],136.63148016615494,0.92040300131563,0.9358633643277562,-2.353449736051306,645.6456196013553,636.5612448198052,2859.5379738917163,2676.1368286692773,3171.282087488504,3154.0572888316406,100.0,100.0
hp_stages[13],136.63148016615494,0.92040300131563,0.9358633643277562,-2.321575019679948,636.5612448198052,627.5916315903565,2676.1368286692773,2504.498415879842,3154.0572888316406,3137.065779870041,100.0,100.0
hp_stages[14],136.63148016615494,0.92040300131563,0.9358633643277562,-2.2900582364894344,627.5916315903565,618.735864217064,2504.498415879842,2343.8683134388443,3137.065779870041,3120.3049409059563,100.0,100.0
ip_stages[1],123.90061141517621,0.9212760401710883,0.850238776999118,-6.720660170421838,811.3823394923028,785.4082002304323,2203.333918763528,1873.3599364101758,3550.8749723758756,3496.6326236605673,100.0,100.0
ip_stages[2],123.90061141517621,0.9212760401710883,0.850238776999118,-6.50760118748679,785.4082002304323,760.0904641699631,1873.3599364101758,1592.8032612125332,3496.6326236605673,3444.10987084153,100.0,100.0
