,F (kg/s),Efficency (%),Pressure Ratio,Power (MW),T in (K),T out (K),P in (kPa),P out (kPa),h in (kJ/kg),h out (kJ/kg),x in (%),x out (%)
ip_stages[3],123.90061141517621,0.9082775522255189,0.8541034666738103,-6.0402767286296335,760.0904641699631,736.4235778726005,1592.8032612125332,1360.418787130975,3444.10987084153,3395.3588868097463,100.0,100.0
ip_stages[4],123.90061141517621,0.9212760401710883,0.850238776999118,-6.105592524942639,736.4235778726005,712.3707676383842,1360.418787130975,1156.6808057768635,3395.3588868097463,3346.0807399531213,100.0,100.0
ip_stages[5],123.90061141517621,0.9212760401710883,0.850238776999118,-5.907894573201119,712.3707676383842,688.9522102878083,1156.6808057768635,983.454873682075,3346.0807399531213,3298.3982103374733,100.0,100.0
ip_stages[6],123.90061141517621,0.9212760401710883,0.850238776999118,-5.715264115226011,688.9522102878083,666.160184708765,983.454873682075,836.1714690332694,3298.3982103374733,3252.2703982956514,100.0,100.0
ip_stages[7],120.28965308182099,0.9103124837519211,0.8666993589746904,-4.685984535533088,666.160184708765,646.795417477677,836.1714690332694,724.70927620406,3252.2703982956514,3213.3145578265985,100.0,100.0
ip_stages[8],120.28965308182099,0.9103124837519211,0.8666993589746904,-4.550887083525044,646.795417477677,627.8959563140793,724.70927620406,628.1050651290706,3213.3145578265985,3175.481818543283,100.0,100.0
ip_stages[9],120.28965308182099,0.9103124837519211,0.8666993589746904,-4.418934753046909,627.8959563140793,609.4562216060116,628.1050651290706,544.3782573161216,3175.481818543283,3138.746034210767,100.0,100.0
lp_stages[1],111.15105836519855,0.8074011620150117,0.6539549717124042,-10.1098676602116,609.4562216060116,563.1823897984048,544.3782573161216,355.9988678640122,3138.746034210767,3047.7899262896476,100.0,100.0
lp_stages[2],111.15105836519855,0.8074011620150117,0.6539549717124042,-9.347319787093667,563.1823897984048,519.9655098558698,355.9988678640122,232.80722956365804,3047.7899262896476,2963.694282716179,100.0,100.0
lp_stages[3],104.30163459823527,0.853115473327583,0.5942601092705102,-10.373555062204622,519.9655098558698,468.4171928842249,232.80722956365804,138.34804967946417,2963.694282716179,2864.2370201127396,100.0,100.0
lp_stages[4],104.30163459823527,0.853115473327583,0.5942601092705102,-9.344883597077208,468.4171928842249,421.49874403573085,138.34804967946417,82.21472711988035,2864.2370201127396,2774.6422248530753,100.0,100.0
lp_stages[5],101.27333390741806,0.8610640202970283,0.5574350402615467,-9.182914279078597,421.49874403573085,373.6629316571319,82.21472711988035,45.82936972216257,2774.6422248530753,2683.9676718905607,100.0,100.0
outlet_stage,94.84614506297827,0.6816989176282714,0.09159499014307594,-22.366837879773115,373.6629316571319,302.9473297279364,45.82936972216257,4.197740667964866,2683.9676718905607,2448.1453528609204,100.0,95.59583332679273
