,F (kg/s),Efficency (%),Pressure Ratio,Power (MW),T in (K),T out (K),P in (kPa),P out (kPa),h in (kJ/kg),h out (kJ/kg),x in (%),x out (%)
ip_stages[6],90.55566518337423,0.9212760401710883,0.850238776999118,-4.102356870200365,675.0024306233616,652.623544011295,721.3692459365261,613.3361054298479,3272.7880921908036,3227.486046626971,100.0,100.0
ip_stages[7],87.82915224613843,0.9103124837519211,0.8666993589746904,-3.35971876448436,652.623544011295,633.6124840122457,613.3361054298479,531.5780094120822,3227.486046626971,3189.2331581661,100.0,100.0
ip_stages[8],87.82915224613843,0.9103124837519211,0.8666993589746904,-3.262417368644846,633.6124840122457,615.0587463778672,531.5780094120822,460.7183200024936,3189.2331581661,3152.088118219659,100.0,100.0
ip_stages[9],87.82915224613843,0.9103124837519211,0.8666993589746904,-3.1674008003043217,615.0587463778672,596.956951923908,460.7183200024936,399.3042726140575,3152.088118219659,3116.0249123329877,100.0,100.0
lp_stages[1],81.74710013407123,0.8074011620150117,0.6539549717124042,-7.297329495136796,596.956951923908,551.5837034864437,399.3042726140575,261.1270143019681,3116.0249123329877,3026.7577764569924,100.0,100.0
lp_stages[2],81.74710013407123,0.8074011620150117,0.6539549717124042,-6.7446493656522275,551.5837034864437,509.20389654365385,261.1270143019681,170.76530925118806,3026.7577764569924,2944.2514936091534,100.0,100.0
lp_stages[3],77.04833309255706,0.853115473327583,0.5942601092705102,-7.5155550227767405,509.20389654365385,458.63487875336295,170.76530925118806,101.4790113352235,2944.2514936091534,2846.708111148843,100.0,100.0
lp_stages[4],77.04833309255706,0.853115473327583,0.5942601092705102,-6.767861841288923,458.63487875336295,412.61532635831514,101.4790113352235,60.30492836473325,2846.708111148843,2758.8689383901174,100.0,100.0
lp_stages[5],74.95419533575944,0.8610640202970283,0.5574350402615467,-6.661006172186756,412.61532635831514,365.70131992541457,60.30492836473325,33.616080170964764,2758.8689383901174,2670.0012486984515,100.0,100.0
outlet_stage,70.32258965242387,0.6815434572321669,0.09171355432069908,-16.27305190755483,365.70131992541457,297.6855766635591,33.616080170964764,3.0830501948087523,2670.0012486984515,2438.595494331527,100.0,95.61692969015158
