,flow_mass,flow_mol,temperature,pressure,enth_mol,vapor_frac,"('flow_mol_comp', 'O2')","('flow_mol_comp', 'N2')","('flow_mol_comp', 'NO')","('flow_mol_comp', 'CO2')","('flow_mol_comp', 'H2O')","('flow_mol_comp', 'SO2')"
B001,144.70804162752714,8032.516931600682,553.121382748051,11872949.014773859,22231.803519464494,0.0,,,,,8032.516931600682,
B001b,144.70804162752714,8032.516931600682,553.1086313072128,11716966.281859655,22231.803519464494,0.0,,,,,8032.516931600682,
B002,144.23481449020866,8006.248833779361,596.0010039897346,11716966.281859655,48488.604521360954,0.9999999999999336,,,,,8006.248833779361,
B003,144.23481449020866,8006.248833779361,601.3525030998131,11715421.640997678,49242.63831396784,1.0,,,,,8006.248833779361,
B004,144.23481449020866,8006.248833779361,697.357314508289,11143814.155683868,56716.15415637914,1.0,,,,,8006.248833779361,
B005,144.37417673801352,8013.984614061702,696.5701492320508,11143814.155683868,56673.10920086702,1.0,,,,,8013.984614061702,
B006,0.1393622478048319,7.735780282339873,431.11218559032625,11143814.155683868,12123.159190561471,0.0,,,,,7.735780282339873,
B007,2333.8084907194398,129546.05705375878,593.7984000142674,11994251.187712234,26386.988434073333,0.0,,,,,129546.05705375878,
B008,2333.8084907194398,129546.05705375878,596.0010039897346,11716966.281859655,28010.67455163148,0.061802335137461965,,,,,129546.05705375878,
B009,2189.573676229231,121539.80821997942,596.0010039897259,11716966.281859655,26661.722259049107,0.0,,,,,121539.80821997942,
B010,2334.281717856758,129572.3251515801,593.6946597337422,11716966.281859655,26387.100365525926,0.0,,,,,129572.3251515801,
B011,2334.281717856758,129572.3251515801,593.6922298672962,11713073.498586781,26386.988434073333,0.0,,,,,129572.3251515801,
B011b,2333.8084907194398,129546.05705375878,593.6922298672962,11713073.498586781,26386.988434073333,0.0,,,,,129546.05705375878,
B012,130.6890728215884,7254.345912002945,737.2269726651111,2406278.9981060256,60964.4886192315,1.0,,,,,7254.345912002945,
B020,0.47322713731841254,26.26809782131682,593.6922298672962,11713073.498586781,26386.988434073333,0.0,,,,,26.26809782131682,
FG01,199.51194433717532,6788.496888368797,1291.3710302957043,79868.35677,-46825.10909928139,,176.27060107832344,4922.156891779579,6.7884968883687975,964.5957654491623,710.3794991289487,8.305634044414504
FG02,199.51194433717532,6788.496888368797,1205.588854916553,79849.69850539889,-50114.23699461495,,176.27060107832344,4922.156891779579,6.7884968883687975,964.5957654491623,710.3794991289487,8.305634044414504
FG03,199.51194433717532,6788.496888368797,1071.5226686683989,79809.24267127272,-55166.3022032188,,176.27060107832344,4922.156891779579,6.7884968883687975,964.5957654491623,710.3794991289487,8.305634044414504
FG04,199.51194433717532,6788.496888368797,829.0616294269707,79721.17543107377,-63980.45185688464,,176.27060107832344,4922.156891779579,6.7884968883687975,964.5957654491623,710.3794991289487,8.305634044414504
FG05,199.51194433717532,6788.496888368797,665.7704110906294,79630.65443088264,-69639.0644008398,,176.27060107832344,4922.156891779579,6.7884968883687975,964.5957654491623,710.3794991289487,8.305634044414504
FG06,199.51194433717532,6788.496888368797,434.02739076524773,78509.23883547178,-77245.58830992278,,176.27060107832344,4922.156891779579,6.7884968883687975,964.5957654491623,710.3794991289487,8.305634044414504
PA03,46.14010478705367,1603.8277227518913,328.2888888888889,87261.00879935226,-1108.4575867063368,,333.33954089651104,1257.3912626328872,0.0016038276602026128,0.5410336190650892,12.55267794810779,0.0016038276602026128
PA04,46.14010478705367,1603.8277227518913,630.2400908598892,86311.48715212297,7882.930684545569,,333.33954089651104,1257.3912626328872,0.0016038276602026128,0.5410336190650892,12.55267794810779,0.0016038276602026128
S001,144.37417673801352,8013.984614061702,811.5151454705981,11105702.426357122,62352.57290339461,1.0,,,,,8013.984614061702,
S002,144.37417673801352,8013.984614061702,798.4972835822715,8068625.801379867,62352.57290339461,1.0,,,,,8013.984614061702,
S005,130.6890728215884,7254.345912002945,620.51663296804,2469617.7076676893,56236.84957851509,1.0,,,,,7254.345912002945,
S006,13.68510391642509,759.6387020587573,620.51663296804,2469617.7076676893,56236.84957851509,1.0,,,,,759.6387020587573,
S007,0.0,0.0,620.51663296804,2469617.7076676893,56236.84957851509,1.0,,,,,0.0,
S009,130.6890728215884,7254.345912002945,813.698558000848,2322653.03958427,64042.400088268376,1.0,,,,,7254.345912002945,
S010,3.7845127563493803,210.07238057634297,668.0780834037048,881453.4136766976,58650.50582277175,1.0,,,,,210.07238057634297,
S011,3.2280551877883363,179.1842917672296,611.2212069939391,573858.4620657215,56600.3991990943,1.0,,,,,179.1842917672296,
S012,117.10968396693976,6500.575287585857,611.2212069939391,573858.4620657215,56600.3991990943,1.0,,,,,6500.575287585857,
S014,7.303818016205188,405.423508055672,521.4736118369594,245414.64858248606,53438.91772543654,1.0,,,,,405.423508055672,
S015,3.219961864943606,178.73504408166878,422.74054777988925,86666.97508598362,50024.21997381856,1.0,,,,,178.73504408166878,
S016,6.764852674242129,375.50638537075906,374.77782675205657,48311.20874640174,48386.298440714614,1.0,,,,,375.50638537075906,
S017,99.82105141154882,5540.910350077757,304.124506545881,4490.362133197182,44126.54552768405,0.9555478074484786,,,,,5540.910350077757,
S018,3729.041282258778,206993.2458590029,289.291060555553,500000.0,1229.281760121817,0.0,,,,,206993.2458590029,
S020,3729.0412822587787,206993.24585900293,304.141102922327,500000.0,2347.886854382583,0.0,,,,,206993.24585900293,
S022,99.82105141154882,5540.910350077757,304.1245065458793,4490.362133197182,2338.520696673627,0.0,,,,,5540.910350077757,
S024,103.72979332330222,5757.878496659625,293.85415290812927,2443.121745434489,2311.499889838631,0.016904459370429656,,,,,5757.878496659625,
S025,103.72979332330222,5757.878496659625,303.7646312393146,9293.689403290044,2311.499889838631,0.0,,,,,5757.878496659625,
S026,103.72979332330222,5757.878496659625,303.9255234833924,1953703.5936525415,2355.468869661845,0.0,,,,,5757.878496659625,
S026b,103.52233373665561,5746.362739666306,303.9255234833924,1953703.5936525415,2355.468869661845,0.0,,,,,5746.362739666306,
S027,0.1037297933233022,5.757878496659624,303.9255234833924,1953703.5936525415,2355.468869661845,0.0,,,,,5.757878496659624,
S028,0.1037297933233022,5.757878496659624,303.9255234833924,1953703.5936525415,2355.468869661845,0.0,,,,,5.757878496659624,
S029,103.52233373665561,5746.362739666306,304.225759227437,573858.4620657215,2355.468869661845,0.0,,,,,5746.362739666306,
S030,17.288632555390922,959.6649375080999,353.6143249248623,50851.875961510515,6070.498634346974,0.0,,,,,959.6649375080999,
S031a,103.52233373665561,5746.362739666306,340.2065810017582,573858.4620657215,5065.560998145241,0.0,,,,,5746.362739666306,
S031b,120.81096629204652,6706.027677174405,342.1357174437629,573858.4620657215,5211.107153103854,0.0,,,,,6706.027677174405,
S032,10.523779881148794,584.1585521373408,346.43300642655277,89181.3489768347,5528.384511352171,0.0,,,,,584.1585521373408,
S032b,10.523779881148794,584.1585521373408,346.4409093664653,48311.20874640174,5528.384511352171,0.0,,,,,584.1585521373408,
S033,120.81096629204652,6706.027677174405,358.59629034232347,573858.4620657215,6454.768932518405,0.0,,,,,6706.027677174405,
S034,7.303818016205188,405.423508055672,359.03150886492926,247866.5179323446,6483.102709168642,0.0,,,,,405.423508055672,
S034b,7.303818016205188,405.423508055672,359.06155107401963,86666.97508598362,6483.102709168642,0.0,,,,,405.423508055672,
S035,120.81096629204652,6706.027677174405,395.92872511097033,573858.4620657215,9293.556984692059,0.0,,,,,6706.027677174405,
S036,144.847403875332,8040.252711883022,428.96196390156047,573858.4620657215,11841.74735460658,0.0,,,,,8040.252711883022,
S036b,144.847403875332,8040.252711883022,428.9500726049135,659883.9378109928,11841.74735460658,0.0,,,,,8040.252711883022,
S037,144.847403875332,8040.252711883022,430.9793961267454,12084248.237944696,12123.159190561471,0.0,,,,,8040.252711883022,
S038,144.847403875332,8040.252711883022,429.09679681982425,1480166.452885418,11862.006824254506,0.0,,,,,8040.252711883022,
S039,17.46961667277447,969.7110826351003,439.1220126781389,883788.4211822171,12638.976640610528,0.0,,,,,969.7110826351003,
S039b,17.46961667277447,969.7110826351003,430.2454433110401,573858.4620657215,12638.976640610528,0.01850592308322988,,,,,969.7110826351003,
S040,144.70804162752714,8032.516931600682,447.96599836216996,12084248.237944696,13443.488992883318,0.0,,,,,8032.516931600682,
S041,13.68510391642509,759.6387020587573,454.6152144821024,2471803.9738411563,13876.17008618621,0.0,,,,,759.6387020587573,
S041b,13.68510391642509,759.6387020587573,447.61832712729023,881453.4136766976,13876.17008618621,0.015520190655344228,,,,,759.6387020587573,
S042,144.70804162752714,8032.516931600682,498.0042074843066,12084248.237944696,17449.55731018561,0.0,,,,,8032.516931600682,
S043,6.566820910510974,364.5139520735161,611.2212069939391,573858.4620657215,56600.3991990943,1.0,,,,,364.5139520735161,
S045,17.288632555390922,959.6649375080999,353.67559945859233,573858.4620657215,6082.620708582494,0.0,,,,,959.6649375080999,
S046,3.2280551877883363,179.1842917672296,293.85415290812927,2443.121745434489,44882.123000297404,0.9806772524743373,,,,,179.1842917672296,
S047,3.2280551877883363,179.1842917672296,293.85415290812927,2443.121745434489,1564.8162587130112,2.282567550410623e-13,,,,,179.1842917672296,
S048,264.53235783753,14683.777206767256,286.74050111110733,500000.0,1036.8808279313348,0.0,,,,,14683.777206767256,
S049,264.53235783753,14683.777206767256,293.751237510503,500000.0,1565.4764896918157,0.0,,,,,14683.777206767256,
S050,0.6806867239650297,37.783854814636776,298.14809855219966,100000.0,1890.0,0.0,,,,,37.783854814636776,
S050b,0.6806867239650297,37.783854814636776,293.85415290812927,2443.121745434489,1889.9999999999998,0.007361960425353967,,,,,37.783854814636776,
S051,144.70804162752714,8032.516931600682,430.9793961267454,12084248.237944696,12123.159190561471,0.0,,,,,8032.516931600682,
S052,3.2280551877883363,179.1842917672296,608.6855055863074,321792.4605680466,56600.3991990943,1.0,,,,,179.1842917672296,
