,flow_mass,flow_mol,temperature,pressure,enth_mol,vapor_frac,"('flow_mol_comp', 'O2')","('flow_mol_comp', 'N2')","('flow_mol_comp', 'NO')","('flow_mol_comp', 'CO2')","('flow_mol_comp', 'H2O')","('flow_mol_comp', 'SO2')"
B001,138.8921037669418,7709.683322542963,552.678694137675,11717459.950299704,22191.898389802373,0.0,,,,,7709.683322542963,
B001b,138.8921037669418,7709.683322542963,552.6661504709674,11561861.606572252,22191.898389802373,0.0,,,,,7709.683322542963,
B002,138.43789602615243,7684.4709616587925,594.9875868167571,11561861.606572252,48547.65874180821,1.0,,,,,7684.4709616587925,
B003,138.43789602615243,7684.4709616587925,600.4580933052675,11560399.722788844,49305.47829131354,1.0,,,,,7684.4709616587925,
B004,138.43789602615243,7684.4709616587925,698.6443252105471,11022233.58407712,56827.838490156566,1.0,,,,,7684.4709616587925,
B005,138.49266349412414,7687.511018098199,698.3171149324232,11022233.58407712,56810.11202197028,1.0,,,,,7687.511018098199,
B006,0.054767467971722494,3.0400564394071306,429.56526211566353,11022233.58407712,12002.216923527658,0.0,,,,,3.0400564394071306,
B007,2326.0867054027362,129117.43283494546,592.8882783465225,11840220.854155824,26287.425869536102,0.0,,,,,129117.43283494546,
B008,2326.0867054027362,129117.43283494546,594.9875868166182,11561861.606572252,27856.91022126029,0.05951536359603407,,,,,129117.43283494546,
B009,2187.6488093765847,121432.9618732867,594.9875868166182,11561861.606572252,26547.56674706383,7.587248611063573e-13,,,,,121432.9618732867,
B010,2326.540913143526,129142.64519582964,592.7866572531562,11561861.606572252,26287.53781826509,0.0,,,,,129142.64519582964,
B011,2326.540913143526,129142.64519582964,592.7842984707146,11558083.206035571,26287.425869536102,0.0,,,,,129142.64519582964,
B011b,2326.0867054027362,129117.43283494546,592.7842984707146,11558083.206035571,26287.425869536102,0.0,,,,,129117.43283494546,
B012,125.53879526116206,6968.462064489814,739.9131146820033,2315570.348180785,61092.20769982748,1.0,,,,,6968.462064489814,
B020,0.45420774078984366,25.212360884196283,592.7842984707146,11558083.206035571,26287.425869536102,0.0,,,,,25.212360884196283,
FG01,195.85640899777277,6666.0161431054785,1282.6912775244564,79868.35677,-46107.60401487991,,189.67522277198879,4838.7493244403695,6.666016143105479,934.2430371007185,688.6385166080638,8.044026041232012
FG02,195.85640899777277,6666.0161431054785,1198.1649377906158,79850.44484547083,-49340.19153518252,,189.67522277198879,4838.7493244403695,6.666016143105479,934.2430371007185,688.6385166080638,8.044026041232012
