,flow_mass,flow_mol,temperature,pressure,enth_mol,vapor_frac,"('flow_mol_comp', 'O2')","('flow_mol_comp', 'N2')","('flow_mol_comp', 'NO')","('flow_mol_comp', 'CO2')","('flow_mol_comp', 'H2O')","('flow_mol_comp', 'SO2')"
B001,110.43806705968711,6130.244273732471,538.6466870928939,10863895.788798057,20920.119910605714,0.0,,,,,6130.244273732471,
B001b,110.43806705968711,6130.244273732471,538.6414312147588,10706052.101433326,20920.119910605714,0.0,,,,,6130.244273732471,
B002,110.07691027988501,6110.1970260737,589.1973915062482,10706052.101433326,48859.71649935465,0.9999999999999407,,,,,6110.1970260737,
B003,110.07691027988501,6110.1970260737,595.2863689502572,10704976.164097402,49630.58491318828,1.0,,,,,6110.1970260737,
B004,110.07691027988501,6110.1970260737,690.7693621183743,10329168.221629646,56642.85627382448,1.0,,,,,6110.1970260737,
B005,110.20858187552349,6117.505910289681,689.763876871624,10329168.221629646,56588.77482632994,1.0,,,,,6117.505910289681,
B006,0.13167159563846384,7.308884215980203,421.55846935982044,10329168.221629646,11376.908023958427,0.0,,,,,7.308884215980203,
B007,2279.3368305884187,126522.420444668,587.1495475963102,10991077.005512992,25666.458175073443,0.0,,,,,126522.420444668,
B008,2279.3368305884187,126522.420444668,589.1973915062482,10706052.101433326,27016.62013652045,0.04829339341274768,,,,,126522.420444668,
B009,2169.2599203085333,120412.22341859428,589.1973915062383,10706052.101433326,25908.21420689603,0.0,,,,,120412.22341859428,
B010,2279.6979873682203,126542.46769232675,587.0609153544037,10706052.101433326,25666.570140249416,0.0,,,,,126542.46769232675,
B011,2279.6979873682203,126542.46769232675,587.0589374576477,10702957.534851965,25666.458175073443,0.0,,,,,126542.46769232675,
B011b,2279.3368305884187,126522.420444668,587.0589374576477,10702957.534851965,25666.458175073443,0.0,,,,,126522.420444668,
B012,100.62661024593338,5585.625660324645,731.165280794206,1884950.26549278,60842.954902436606,1.0,,,,,5585.625660324645,
B020,0.3611567798018834,20.04724765875875,587.0589374576477,10702957.534851965,25666.458175073443,0.0,,,,,20.04724765875875,
FG01,151.57398410450648,5155.883945567702,1239.6582551025115,79868.35677,-49861.65941344898,,121.09057062001663,3734.2912909315914,5.155883945567703,742.6115539991523,546.3402052610439,6.394440810329544
FG02,151.57398410450648,5155.883945567702,1148.7874657013076,79857.69728402651,-53322.078455630144,,121.09057062001663,3734.2912909315914,5.155883945567703,742.6115539991523,546.3402052610439,6.394440810329544
FG03,151.57398410450648,5155.883945567702,1013.7154229837254,79834.75027049822,-58368.273977307676,,121.09057062001663,3734.2912909315914,5.155883945567703,742.6115539991523,546.3402052610439,6.394440810329544
FG04,151.57398410450648,5155.883945567702,782.812089043614,79785.13729338543,-66678.46095321908,,121.09057062001663,3734.2912909315914,5.155883945567703,742.6115539991523,546.3402052610439,6.394440810329544
FG05,151.57398410450648,5155.883945567702,630.0484193852576,79734.07684479762,-71920.94806395916,,121.09057062001663,3734.2912909315914,5.155883945567703,742.6115539991523,546.3402052610439,6.394440810329544
FG06,151.57398410450648,5155.883945567702,421.02841940995125,78612.66124938677,-78743.33704935743,,121.09057062001663,3734.2912909315914,5.155883945567703,742.6115539991523,546.3402052610439,6.394440810329544
PA03,38.82454938333169,1349.5393847005048,333.51077722222226,86907.52558177113,-956.1858945475431,,280.48825477711097,1058.0307391056888,0.0013495393320684709,0.45525224874064596,10.562439490300303,0.0013495393320684709
PA04,38.82454938333169,1349.5393847005048,603.0782705481558,85958.00393454183,7049.898015644443,,280.48825477711097,1058.0307391056888,0.0013495393320684709,0.45525224874064596,10.562439490300303,0.0013495393320684709
S001,110.20858187552349,6117.505910289681,805.1966358863757,10303704.691355236,62217.53609487895,1.0,,,,,6117.505910289681,
S002,110.20858187552349,6117.505910289681,787.0749948420892,6232456.5580012435,62217.53609487895,1.0,,,,,6117.505910289681,
S005,100.62661024593338,5585.625660324645,614.0589173847128,1935322.2890734845,56184.99891708936,1.0,,,,,5585.625660324645,
S006,9.581971629590141,531.8802499650375,614.0589173847128,1935322.2890734845,56184.99891708936,1.0,,,,,531.8802499650375,
S007,0.0,0.0,614.0589173847128,1935322.2890734845,56184.99891708936,1.0,,,,,0.0,
S009,100.62661024593338,5585.625660324645,811.3969183717808,1817885.975073151,64037.13941631346,1.0,,,,,5585.625660324645,
S010,3.003769627477325,166.7345513074082,666.4468303763128,689892.8815859773,58644.22994679115,1.0,,,,,166.7345513074082,
S011,2.2037716797541202,122.32791717664782,609.7991250831054,449145.5383508533,56594.021018140746,1.0,,,,,122.32791717664782,
S012,90.7091448537419,5035.122676624615,609.7991250831054,449145.5383508533,56594.021018140746,1.0,,,,,5035.122676624615,
S014,5.299340429942668,294.1580941258014,520.4111567734246,192080.28066708613,53432.85021738757,1.0,,,,,294.1580941258014,
S015,2.3275763881079734,129.2001227906518,421.90195015211606,67832.20559667565,50019.23879694881,1.0,,,,,129.2001227906518,
S016,4.954020977253201,274.98995171061455,373.9894125508536,37812.0482578124,48382.19794559923,1.0,,,,,274.98995171061455,
S017,78.12820705843808,4336.774507997548,301.7310534307492,3912.954487748188,44132.718551828475,0.9575678027289383,,,,,4336.774507997548,
S018,3647.4581424967523,202464.6934433854,289.8071572222266,500000.0,1268.1988554130853,0.0,,,,,202464.6934433854,
S020,3647.4581424967523,202464.6934433854,301.74213240121344,500000.0,2167.2875798739833,0.0,,,,,202464.6934433854,
S022,78.12820705843808,4336.774507997548,301.7310534307462,3912.954487748188,2158.2689601590178,0.0,,,,,4336.774507997548,
S024,80.85484520841105,4488.125924682327,292.45546124511776,2240.3337428840064,2137.4851795744544,0.015331272827685549,,,,,4488.125924682327,
S025,80.85484520841105,4488.125924682327,301.4539479502453,9092.881550271073,2137.4851795744544,0.0,,,,,4488.125924682327,
S026,80.85484520841105,4488.125924682327,301.6170642125312,2022119.1282025357,2182.973586922977,0.0,,,,,4488.125924682327,
S026b,80.69313551799425,4479.149672832964,301.6170642125312,2022119.1282025357,2182.973586922977,0.0,,,,,4479.149672832964,
S027,0.08085484520841107,4.488125924682329,301.6170642125312,2022119.1282025357,2182.973586922977,0.0,,,,,4.488125924682329,
S028,0.08085484520841107,4.488125924682329,301.6170642125312,2022119.1282025357,2182.973586922977,0.0,,,,,4.488125924682329,
S029,80.69313551799425,4479.149672832964,301.9616192961374,449145.5383508533,2182.973586922977,0.0,,,,,4479.149672832964,
S030,12.580937795303841,698.3481686270677,347.66092054380687,40362.207836831985,5620.417221684617,0.0,,,,,698.3481686270677,
S031a,80.69313551799425,4479.149672832964,336.06092156272825,449145.5383508533,4751.0350545520805,0.0,,,,,4479.149672832964,
S031b,93.27407331329808,5177.497841460031,337.6328127824305,449145.5383508533,4869.571768317736,0.0,,,,,5177.497841460031,
S032,7.626916818050641,423.35821691645316,339.6349459017794,70358.26838160971,5014.952809890965,0.0,,,,,423.35821691645316,
S032b,7.626916818050641,423.35821691645316,339.64136072361885,37812.0482578124,5014.952809890965,0.0,,,,,423.35821691645316,
S033,93.27407331329808,5177.497841460031,353.2890945085753,449145.5383508533,6051.616524004403,0.0,,,,,5177.497841460031,
S034,5.299340429942668,294.1580941258014,353.3612797755461,194548.9783785331,6053.424643723075,0.0,,,,,294.1580941258014,
S034b,5.299340429942668,294.1580941258014,353.3852975502965,67832.20559667565,6053.424643723075,0.0,,,,,294.1580941258014,
S035,93.27407331329808,5177.497841460031,388.7502951398371,449145.5383508533,8743.465357995266,0.0,,,,,5177.497841460031,
S036,110.56973865532557,6137.5531579484505,419.6949954448407,449145.5383508533,11120.781689012701,0.0,,,,,6137.5531579484505,
