,flow_mass,flow_mol,temperature,pressure,enth_mol,vapor_frac,"('flow_mol_comp', 'O2')","('flow_mol_comp', 'N2')","('flow_mol_comp', 'NO')","('flow_mol_comp', 'CO2')","('flow_mol_comp', 'H2O')","('flow_mol_comp', 'SO2')"
B001,114.8982076966772,6377.819700647295,541.7052521158068,11027737.04461046,21193.722369905816,0.0,,,,,6377.819700647295,
B001b,114.8982076966772,6377.819700647295,541.6985330910809,10870517.479754256,21193.722369905816,0.0,,,,,6377.819700647295,
B002,114.5224652755941,6356.962826866643,590.3373515219092,10870517.479754256,48801.530552803866,0.9999999999998709,,,,,6356.962826866643,
B003,114.5224652755941,6356.962826866643,596.3723452741307,10869385.517705051,49577.920491423,1.0,,,,,6356.962826866643,
B004,114.5224652755941,6356.962826866643,694.291697562485,10469300.538954277,56782.97721612516,1.0,,,,,6356.962826866643,
B005,115.06941999223191,6387.323427236874,690.29207905401,10469300.538954277,56567.72156027504,1.0,,,,,6387.323427236874,
B006,0.5469547166378038,30.360600370230372,423.0982346187447,10469300.538954277,11497.064662006656,0.0,,,,,30.360600370230372,
B007,2285.4329049119615,126860.80399038823,588.2955270334676,11154273.988721224,25789.110254443305,0.0,,,,,126860.80399038823,
B008,2285.4329049119615,126860.80399038823,590.3373515219092,10870517.479754256,27173.39820080332,0.05010974727335401,,,,,126860.80399038823,
B009,2170.9104396363678,120503.8411635216,590.3373515218885,10870517.479754256,26032.445082224724,0.0,,,,,120503.8411635216,
B010,2285.808647333045,126881.6608641689,588.2043897645699,10870517.479754256,25789.222375094232,0.0,,,,,126881.6608641689,
B011,2285.808647333045,126881.6608641689,588.2023515816308,10867315.860108363,25789.110254443305,0.0,,,,,126881.6608641689,
B011b,2285.4329049119615,126860.80399038823,588.2023515816308,10867315.860108363,25789.110254443305,0.0,,,,,126860.80399038823,
B012,104.9656717762213,5826.4801755077515,734.9798570950687,1962648.1051429396,60975.94407638789,1.0,,,,,5826.4801755077515,
B020,0.37574242108305766,20.856873780649405,588.2023515816308,10867315.860108363,25789.110254443305,0.0,,,,,20.856873780649405,
FG01,157.99030448084687,5373.606703347045,1259.8818482707636,79868.35677,-49454.172596064775,,121.52171735282789,3890.4510301472083,5.373606703347045,777.6246652543795,571.9396825995349,6.696001289747603
FG02,157.99030448084687,5373.606703347045,1167.1435541816343,79856.64541780956,-52998.02511050614,,121.52171735282789,3890.4510301472083,5.373606703347045,777.6246652543795,571.9396825995349,6.696001289747603
FG03,157.99030448084687,5373.606703347045,1029.2496227239671,79831.44616340582,-58167.69596639097,,121.52171735282789,3890.4510301472083,5.373606703347045,777.6246652543795,571.9396825995349,6.696001289747603
FG04,157.99030448084687,5373.606703347045,793.2036273573118,79777.01496364185,-66691.2594299911,,121.52171735282789,3890.4510301472083,5.373606703347045,777.6246652543795,571.9396825995349,6.696001289747603
