,flow_mass,flow_mol,temperature,pressure,enth_mol,vapor_frac,"('flow_mol_comp', 'O2')","('flow_mol_comp', 'N2')","('flow_mol_comp', 'NO')","('flow_mol_comp', 'CO2')","('flow_mol_comp', 'H2O')","('flow_mol_comp', 'SO2')"
B001,176.0348848915536,9771.42097661283,563.4751069331783,12824788.04996526,23199.098812785945,0.0,,,,,9771.42097661283,
B001b,176.0348848915536,9771.42097661283,563.4558573678881,12669276.62462924,23199.098812785945,0.0,,,,,9771.42097661283,
B002,175.45921208368114,9739.466279940201,602.0030209201107,12669276.62462924,48108.45155958622,0.9999999999995398,,,,,9739.466279940201,
B003,175.45921208368114,9739.466279940201,606.6813624198859,12667307.720249359,48842.55282851845,1.0,,,,,9739.466279940201,
B004,175.45921208368114,9739.466279940201,700.7487167669809,11907163.690658674,56639.94166712492,1.0,,,,,9739.466279940201,
B005,175.56012207865282,9745.067635843174,700.2972882884058,11907163.690658674,56614.70802279208,1.0,,,,,9745.067635843174,
B006,0.10090999497170286,5.601355902972524,438.9534891470845,11907163.690658674,12739.219238150352,0.0,,,,,5.601355902972524,
B007,2347.320488219044,130296.08688952067,599.6428605638013,12939716.87304752,27041.854682804693,0.0,,,,,130296.08688952067,
B008,2347.320488219044,130296.08688952067,602.0030209201107,12669276.62462924,28904.853017094712,0.07474872432779449,,,,,130296.08688952067,
B009,2171.861276135363,120556.62060958047,602.0030209200561,12669276.62462924,27353.44257184172,0.0,,,,,120556.62060958047,
B010,2347.896161026916,130328.04158619329,599.524033515604,12669276.62462924,27041.96822405563,0.0,,,,,130328.04158619329,
B011,2347.896161026916,130328.04158619329,599.5211754826131,12664921.528270662,27041.854682804693,0.0,,,,,130328.04158619329,
B011b,2347.320488219044,130296.08688952067,599.5211754826131,12664921.528270662,27041.854682804693,0.0,,,,,130296.08688952067,
B012,157.8618995725648,8762.667001154841,739.6878071744721,2908926.7045164783,60949.16684795558,1.0,,,,,8762.667001154841,
B020,0.5756728078722028,31.954696672613622,599.5211754826131,12664921.528270662,27041.854682804693,0.0,,,,,31.954696672613622,
FG01,240.99644587776848,8200.56756144707,1335.0056571038062,79868.35677,-44922.739854359206,,217.1450378552369,5947.277334054262,8.20056756144707,1161.9310978634603,856.0088029498341,10.004721162829064
FG02,240.99644587776848,8200.56756144707,1251.3285779331686,79840.81417589365,-48150.79681062766,,217.1450378552369,5947.277334054262,8.20056756144707,1161.9310978634603,856.0088029498341,10.004721162829064
FG03,240.99644587776848,8200.56756144707,1116.6583718315435,79780.8513511012,-53261.98698579242,,217.1450378552369,5947.277334054262,8.20056756144707,1161.9310978634603,856.0088029498341,10.004721162829064
FG04,240.99644587776848,8200.56756144707,863.9343407866944,79649.86660392361,-62522.6149967374,,217.1450378552369,5947.277334054262,8.20056756144707,1161.9310978634603,856.0088029498341,10.004721162829064
FG05,240.99644587776848,8200.56756144707,693.3232141059706,79515.32182391993,-68481.2352982114,,217.1450378552369,5947.277334054262,8.20056756144707,1161.9310978634603,856.0088029498341,10.004721162829064
FG06,240.99644587776848,8200.56756144707,440.7244550579377,78393.90622850909,-76810.06080845912,,217.1450378552369,5947.277334054262,8.20056756144707,1161.9310978634603,856.0088029498341,10.004721162829064
PA03,53.568807201506274,1862.0490452079262,321.70217388888886,87505.29925698126,-1300.5989545237462,,387.00825846269333,1459.8352222151693,0.0018620489725880162,0.6281417383638688,14.573698693754627,0.0018620489725880162
PA04,53.568807201506274,1862.0490452079262,643.4785605470594,86555.77760975197,8290.916544829588,,387.00825846269333,1459.8352222151693,0.0018620489725880162,0.6281417383638688,14.573698693754627,0.0018620489725880162
S001,175.56012207865282,9745.067635843174,812.9678008753002,11857003.026936004,62275.67756260455,1.0,,,,,9745.067635843174,
S002,175.56012207865282,9745.067635843174,804.2479279416407,9783610.131361594,62275.67756260455,1.0,,,,,9745.067635843174,
S005,157.8618995725648,8762.667001154841,623.6700191046427,2982329.849548881,56165.84456202075,1.0,,,,,8762.667001154841,
S006,17.69822250608804,982.4006346883333,623.6700191046427,2982329.849548881,56165.84456202075,1.0,,,,,982.4006346883333,
S007,0.0,0.0,623.6700191046427,2982329.849548881,56165.84456202075,1.0,,,,,0.0,
S009,157.8618995725648,8762.667001154841,814.0007775655341,2812559.198540955,63970.15339903488,1.0,,,,,8762.667001154841,
S010,4.508200668862164,250.24316407306264,667.9955060808596,1067374.1899760722,58593.01606654617,1.0,,,,,250.24316407306264,
S011,4.317435826812978,239.65410622610236,611.0492193832615,694899.6981625811,56548.39553115004,1.0,,,,,239.65410622610236,
S012,140.64517157782265,7806.99337328216,611.0492193832615,694899.6981625811,56548.39553115004,1.0,,,,,7806.99337328216,
S014,9.127556546964264,506.65637986000013,521.1409048805106,297178.7932006036,53395.09218386319,1.0,,,,,506.65637986000013,
S015,3.844244510676471,213.3879967825352,422.4231607962466,104947.2279473273,49988.70470556154,1.0,,,,,213.3879967825352,
S016,7.2921763815360245,404.77729913362566,374.53691557806934,58501.26223615611,48354.4780911296,1.0,,,,,404.77729913362566,
S017,120.38119413864587,6682.171697505998,313.95907858519786,7709.754267434549,44265.356561213746,0.9509760906854968,,,,,6682.171697505998,
S018,3700.2473698351473,205394.94084106086,296.16994333333616,500000.0,1747.6883878867218,0.0,,,,,205394.94084106086,
S020,3700.2473698351478,205394.9408410609,313.9682465076095,500000.0,3087.613109743844,0.0,,,,,205394.9408410609,
S022,120.38119413864587,6682.171697505998,313.9590785851961,7709.754267434549,3079.081883471278,0.0,,,,,6682.171697505998,
S024,125.52535348029191,6967.715932269268,301.11714287847855,3775.705510833461,3037.9888294533653,0.021111324914428943,,,,,6967.715932269268,
S025,125.52535348029191,6967.715932269268,313.4127273538349,10613.83258980502,3037.9888294533653,0.0,,,,,6967.715932269268,
S026,125.52535348029191,6967.715932269268,313.57993673512243,1875534.367268386,3080.3036257277304,0.0,,,,,6967.715932269268,
S026b,125.27430277333134,6953.78050040473,313.57993673512243,1875534.367268386,3080.3036257277304,0.0,,,,,6953.78050040473,
S027,0.12552535348029192,6.967715932269269,313.57993673512243,1875534.367268386,3080.3036257277304,0.0,,,,,6.967715932269269,
