,F (kg/s),Efficency (%),Pressure Ratio,Power (MW),T in (K),T out (K),P in (kPa),P out (kPa),h in (kJ/kg),h out (kJ/kg),x in (%),x out (%)
inlet_stage[1],88.48166252679333,0.9627339012149165,0.7894427559040935,-6.686262918309845,768.6117418041053,730.3616458604488,4980.575495114756,3931.879244851788,3424.2922490457463,3348.725597975134,100.0,100.0
hp_stages[1],88.48166252679333,0.92040300131563,0.9358633643277562,-1.7371141047074588,730.3616458604488,720.3167505023213,3931.879244851788,3679.701738217472,3348.725597975134,3329.0931221027304,100.0,100.0
hp_stages[2],88.48166252679333,0.92040300131563,0.9358633643277562,-1.7140333178212013,720.3167505023213,710.3901015730619,3679.701738217472,3443.698048450896,3329.0931221027304,3309.7215001318827,100.0,100.0
hp_stages[3],88.48166252679333,0.92040300131563,0.9358633643277562,-1.691203317710616,710.3901015730619,700.5808114757353,3443.698048450896,3222.8308413521836,3309.7215001318827,3290.607897726429,100.0,100.0
hp_stages[4],88.48166252679333,0.92040300131563,0.9358633643277562,-1.6686216454152252,700.5808114757353,690.8880004123918,3222.8308413521836,3016.129313847107,3290.607897726429,3271.749508340832,100.0,100.0
hp_stages[5],88.48166252679333,0.92040300131563,0.9358633643277562,-1.646285995843085,690.8880004123918,681.3107962555339,3016.129313847107,2822.6849269045206,3271.749508340832,3253.1435514811888,100.0,100.0
hp_stages[6],88.48166252679333,0.92040300131563,0.9358633643277562,-1.6241942017344004,681.3107962555339,671.8483344641688,2822.6849269045206,2641.6474121301108,3253.1435514811888,3234.7872711474797,100.0,100.0
hp_stages[7],88.48166252679333,0.92040300131563,0.9358633643277562,-1.6023442191932191,671.8483344641688,662.4997580473412,2641.6474121301108,2472.221034483796,3234.7872711474797,3216.677934439346,100.0,100.0
hp_stages[8],88.48166252679333,0.92040300131563,0.9358633643277562,-1.5807341146684195,662.4997580473412,653.2642175764795,2472.221034483796,2313.6610946938513,3216.677934439346,3198.8128303089875,100.0,100.0
hp_stages[9],88.48166252679333,0.92040300131563,0.9358633643277562,-1.559362053248716,653.2642175764795,644.1408712466375,2313.6610946938513,2165.2706559944268,3198.8128303089875,3181.1892684463637,100.0,100.0
hp_stages[10],88.48166252679333,0.92040300131563,0.9358633643277562,-1.5382262881724933,644.1408712466375,635.128884985415,2165.2706559944268,2026.3974807991121,3181.1892684463637,3163.804578282945,100.0,100.0
hp_stages[11],88.48166252679333,0.92040300131563,0.9358633643277562,-1.517325151438285,635.128884985415,626.2274326073351,2026.3974807991121,1896.4311638459467,3163.804578282945,3146.6561081015807,100.0,100.0
hp_stages[12],88.48166252679333,0.92040300131563,0.9358633643277562,-1.4966570454222012,626.2274326073351,617.4356960105019,1896.4311638459467,1774.8004492128698,3146.6561081015807,3129.7412242411083,100.0,100.0
hp_stages[13],88.48166252679333,0.92040300131563,0.9358633643277562,-1.4762204354130763,617.4356960105019,608.7528654115757,1774.8004492128698,1660.970719410769,3129.7412242411083,3113.0573103853303,100.0,100.0
hp_stages[14],88.48166252679333,0.92040300131563,0.9358633643277562,-1.4560138429958454,608.7528654115757,600.1781396143784,1660.970719410769,1554.441645517656,3113.0573103853303,3096.601766926763,100.0,100.0
ip_stages[1],81.33136094186696,0.9212760401710883,0.850238776999118,-4.282835070942546,785.0643353920475,759.8272522578045,1457.128529842948,1238.9071791441906,3500.219403921258,3447.560318651509,100.0,100.0
ip_stages[2],81.33136094186696,0.9212760401710883,0.850238776999118,-4.146049896653836,759.8272522578045,735.2296089926036,1238.9071791441906,1053.366924810984,3447.560318651509,3396.5830590970145,100.0,100.0
ip_stages[3],81.33136094186696,0.9082775522255189,0.8541034666738103,-3.8473743439076995,735.2296089926036,712.2422297771793,1053.366924810984,899.6843421605922,3396.5830590970145,3349.2781290017506,100.0,100.0
ip_stages[4],81.33136094186696,0.9212760401710883,0.850238776999118,-3.8880290736960434,712.2422297771793,688.8780147267189,899.6843421605922,764.9465147638779,3349.2781290017506,3301.4733335492924,100.0,100.0
ip_stages[5],81.33136094186696,0.9212760401710883,0.850238776999118,-3.7611942498940634,688.8780147267189,666.1329180210433,764.9465147638779,650.3871891825772,3301.4733335492924,3255.2280204703375,100.0,100.0
ip_stages[6],81.33136094186696,0.9212760401710883,0.850238776999118,-3.6376511404706062,666.1329180210433,643.9996167704148,650.3871891825772,552.9844083064884,3255.2280204703375,3210.5017168852955,100.0,100.0
ip_stages[7],78.85592907482244,0.9103124837519211,0.8666993589746904,-2.9778738761813184,643.9996167704148,625.1998241763652,552.9844083064884,479.27123220223194,3210.5017168852955,3172.7382422662117,100.0,100.0
ip_stages[8],78.85592907482244,0.9103124837519211,0.8666993589746904,-2.891402614683917,625.1998241763652,606.854290387379,479.27123220223194,415.3840697246844,3172.7382422662117,3136.07134037808,100.0,100.0
ip_stages[9],78.85592907482244,0.9103124837519211,0.8666993589746904,-2.8069738502996304,606.854290387379,588.9576250891396,415.3840697246844,360.0131069586821,3136.07134037808,3100.475109590714,100.0,100.0
lp_stages[1],73.54121822926534,0.8074011620150117,0.6539549717124042,-6.478815247874768,588.9576250891396,544.1171780370892,360.0131069586821,235.4323611772597,3100.475109590714,3012.377367890583,100.0,100.0
lp_stages[2],73.54121822926534,0.8074011620150117,0.6539549717124042,-5.987011237138422,544.1171780370892,502.24541557726934,235.4323611772597,153.9621630938594,3012.377367890583,2930.9670869448173,100.0,100.0
lp_stages[3],69.41868102282334,0.853115473327583,0.5942601092705102,-6.6801062048587525,502.24541557726934,452.29549633793005,153.9621630938594,91.493571863681,2930.9670869448173,2834.7378571981085,100.0,100.0
lp_stages[4],69.41868102282334,0.853115473327583,0.5942601092705102,-6.014397419445952,452.29549633793005,406.8588188785548,91.493571863681,54.37098001326034,2834.7378571981085,2748.0983916993537,100.0,100.0
lp_stages[5],67.61198482289694,0.8610640202970283,0.5574350402615467,-5.925516644857294,406.8588188785548,360.56244272883356,54.37098001326034,30.308289432751526,2748.0983916993537,2660.458357755984,100.0,100.0
outlet_stage,63.72920983576618,0.7251630198328498,0.11070947630899816,-14.464796462541722,360.56244272883356,299.10811473453157,30.308289432751526,3.3554148509214654,2660.458357755984,2433.485569299665,100.0,95.29578828155935
