,flow_mass,flow_mol,temperature,pressure,enth_mol,vapor_frac,"('flow_mol_comp', 'O2')","('flow_mol_comp', 'N2')","('flow_mol_comp', 'NO')","('flow_mol_comp', 'CO2')","('flow_mol_comp', 'H2O')","('flow_mol_comp', 'SO2')"
B001,107.29018569853535,5955.510305614753,537.4707788306002,10733658.654486546,20815.616401320574,0.0,,,,,5955.510305614753,
B001b,107.29018569853535,5955.510305614753,537.4660401363697,10575690.476970023,20815.616401320574,0.0,,,,,5955.510305614753,
B002,106.9393231834365,5936.034476479771,588.2841304368496,10575690.476970023,48905.242709090206,0.9999999999990181,,,,,5936.034476479771,
B003,106.9393231834365,5936.034476479771,594.3991834558954,10574652.374537585,49669.8650031037,1.0,,,,,5936.034476479771,
B004,106.9393231834365,5936.034476479771,689.1800073143276,10214501.03034811,56597.92078518488,1.0,,,,,5936.034476479771,
B005,107.02485237807483,5940.78206822624,688.505977637646,10214501.03034811,56561.70919335827,1.0,,,,,5940.78206822624,
B006,0.08552919463832236,4.747591746468684,420.3868130590451,10214501.03034811,11285.436714589812,0.0,,,,,4.747591746468684,
B007,2276.7015057437607,126376.13768666158,586.2777476894676,10861640.516307095,25573.834329853453,0.0,,,,,126376.13768666158,
B008,2276.7015057437607,126376.13768666158,588.2841304368496,10575690.476970023,26894.08186968167,0.04697116548294577,,,,,126376.13768666158,
B009,2169.762182560324,120440.1032101818,588.2841304366834,10575690.476970023,25809.235492706583,0.0,,,,,120440.1032101818,
B010,2277.0523682588596,126395.61351579655,586.1909667477406,10575690.476970023,25573.946077719516,0.0,,,,,126395.61351579655,
B011,2277.0523682588596,126395.61351579655,586.1890281540549,10572660.172840772,25573.834329853453,0.0,,,,,126395.61351579655,
B011b,2276.7015057437607,126376.13768666158,586.1890281540549,10572660.172840772,25573.834329853453,0.0,,,,,126376.13768666158,
B012,97.80410314160778,5428.952708012741,727.4485825665594,1827838.7446729916,60709.56538493801,1.0,,,,,5428.952708012741,
B020,0.35086251509895705,19.475829134987467,586.1890281540549,10572660.172840772,25573.834329853453,0.0,,,,,19.475829134987467,
FG01,149.8476836157769,5099.2453898150525,1221.853818299324,79868.35677,-49038.23006833802,,137.86193796468604,3699.146995383538,5.099245389815051,720.3169289913446,530.6180907555731,6.202191330095675
FG02,149.8476836157769,5099.2453898150525,1134.2865406927176,79858.06546181816,-52357.7747829437,,137.86193796468604,3699.146995383538,5.099245389815051,720.3169289913446,530.6180907555731,6.202191330095675
FG03,149.8476836157769,5099.2453898150525,1002.7399712423274,79835.87258998753,-57251.52494468014,,137.86193796468604,3699.146995383538,5.099245389815051,720.3169289913446,530.6180907555731,6.202191330095675
FG04,149.8476836157769,5099.2453898150525,777.843921982699,79787.72024900885,-65316.47864539076,,137.86193796468604,3699.146995383538,5.099245389815051,720.3169289913446,530.6180907555731,6.202191330095675
FG05,149.8476836157769,5099.2453898150525,626.7599638976782,79738.017342007,-70486.79974883136,,137.86193796468604,3699.146995383538,5.099245389815051,720.3169289913446,530.6180907555731,6.202191330095675
FG06,149.8476836157769,5099.2453898150525,420.1159722595804,78616.60174659615,-77217.34788451278,,137.86193796468604,3699.146995383538,5.099245389815051,720.3169289913446,530.6180907555731,6.202191330095675
PA03,38.861713405007464,1350.831204225572,333.51077722222226,86907.52558177113,-956.1858945475431,,280.75674653672974,1059.0435178229259,0.001350831151543157,0.45568802983041695,10.572550173782828,0.001350831151543157
PA04,38.861713405007464,1350.831204225572,599.5205728293786,85958.00393454183,6941.188946004523,,280.75674653672974,1059.0435178229259,0.001350831151543157,0.45568802983041695,10.572550173782828,0.001350831151543157
S001,107.02485237807483,5940.78206822624,802.6992978434296,10190082.593700524,62125.6923883252,1.0,,,,,5940.78206822624,
S002,107.02485237807483,5940.78206822624,784.0445189903241,6043085.974663199,62125.6923883252,1.0,,,,,5940.78206822624,
S005,97.80410314160778,5428.952708012741,611.6894094716533,1876960.8435705875,56113.01899868855,1.0,,,,,5428.952708012741,
S006,9.220749236467048,511.82936021349917,611.6894094716533,1876960.8435705875,56113.01899868855,1.0,,,,,511.82936021349917,
S007,0.0,0.0,611.6894094716533,1876960.8435705875,56113.01899868855,1.0,,,,,0.0,
S009,97.80410314160778,5428.952708012741,805.8934304740312,1762503.4074004795,63827.509856486984,1.0,,,,,5428.952708012741,
S010,2.927909336870708,162.52366529250213,661.7337490614821,668875.0401342921,58471.74745213348,1.0,,,,,162.52366529250213,
S011,2.124855582642951,117.9474081248224,605.4166055811885,435462.1536316366,56436.094899659394,1.0,,,,,117.9474081248224,
S012,88.19820955590967,4895.744587700533,605.4166055811885,435462.1536316366,56436.094899659394,1.0,,,,,4895.744587700533,
S014,5.127276120989723,284.6070736058348,516.5793752876059,186228.48397109014,53297.89401245455,1.0,,,,,284.6070736058348,
S015,2.2501504130504557,124.90232808207563,418.7239443834974,65765.67239912828,49909.745314511696,1.0,,,,,124.90232808207563,
S016,4.792882580178162,266.04541146061354,371.1535801493629,36660.090241635764,48285.12569791308,1.0,,,,,266.04541146061354,
S017,76.02790044169133,4220.189774552009,301.38330051669857,3834.6856864060833,44068.721567396206,0.9563808511212373,,,,,4220.189774552009,
S018,3652.7370589404018,202757.71783399433,289.8071572222212,500000.0,1268.1988554129268,0.0,,,,,202757.71783399433,
S020,3652.7370589404018,202757.71783399433,301.3938481687848,500000.0,2141.0662241594564,0.0,,,,,202757.71783399433,
S022,76.02790044169133,4220.189774552009,301.38330051662894,3834.6856864060833,2132.0776927503052,0.0,,,,,4220.189774552009,
S024,78.6609404202737,4366.345703218251,292.8620775682831,2297.708306223558,2113.170265753529,0.01409398430723883,,,,,4366.345703218251,
S025,78.6609404202737,4366.345703218251,301.13108415061777,9149.695131501356,2113.170265753529,0.0,,,,,4366.345703218251,
S026,78.6609404202737,4366.345703218251,301.2941969644587,2028173.2622473976,2158.789891762155,0.0,,,,,4366.345703218251,
S026b,78.50361853943313,4357.6130118118135,301.2941969644587,2028173.2622473976,2158.789891762155,0.0,,,,,4357.6130118118135,
S027,0.0786609404202737,4.3663457032182516,301.2941969644587,2028173.2622473976,2158.789891762155,0.0,,,,,4.3663457032182516,
S028,0.0786609404202737,4.3663457032182516,301.2941969644587,2028173.2622473976,2158.789891762155,0.0,,,,,4.3663457032182516,
S029,78.50361853943313,4357.6130118118135,301.6434054920549,435462.1536316366,2158.789891762155,0.0,,,,,4357.6130118118135,
S030,12.170309114218345,675.5548131485241,346.9254976331221,39211.38925024284,5564.851048261085,0.0,,,,,675.5548131485241,
S031a,78.50361853943313,4357.6130118118135,335.518939360345,435462.1536316366,4709.963350954634,0.0,,,,,4357.6130118118135,
S031b,90.67392765365149,5033.167824960338,337.05689841849505,435462.1536316366,4825.93449342238,0.0,,,,,5033.167824960338,
S032,7.377426534040179,409.5094016879104,338.880641894118,68293.14066618828,4958.0117798909905,0.0,,,,,409.5094016879104,
S032b,7.377426534040179,409.5094016879104,338.8868898228926,36660.090241635764,4958.0117798909905,0.0,,,,,409.5094016879104,
S033,90.67392765365149,5033.167824960338,352.61469771457007,435462.1536316366,6000.442838327296,0.0,,,,,5033.167824960338,
S034,5.127276120989723,284.6070736058348,352.672645355483,188699.20503417213,6001.279742846937,0.0,,,,,284.6070736058348,
S034b,5.127276120989723,284.6070736058348,352.6959930745021,65765.67239912828,6001.279742846937,0.0,,,,,284.6070736058348,
S035,90.67392765365149,5033.167824960338,387.85383879206216,435462.1536316366,8674.891902390254,0.0,,,,,5033.167824960338,
S036,107.37571489317368,5960.257897361222,418.55677274632126,435462.1536316366,11032.520058917957,0.0,,,,,5960.257897361222,
S036b,107.37571489317368,5960.257897361222,418.5439699731903,522548.3505125923,11032.520058917957,0.0,,,,,5960.257897361222,
S037,107.37571489317368,5960.257897361222,420.2850651300411,10896005.434714641,11285.436714589812,0.0,,,,,5960.257897361222,
S038,107.37571489317368,5960.257897361222,418.6928373107886,1404654.4839411434,11054.075912156453,0.0,,,,,5960.257897361222,
S039,12.148658573337757,674.3530255060014,426.002926373304,671240.2227253086,11612.591241430262,0.0,,,,,674.3530255060014,
S039b,12.148658573337757,674.3530255060014,419.8485803850484,435462.1536316366,11612.591241430262,0.0125463676261357,,,,,674.3530255060014,
S040,107.29018569853535,5955.510305614753,438.089300203574,10896005.434714641,12661.4766729876,0.0,,,,,5955.510305614753,
S041,9.220749236467048,511.82936021349917,440.33829888606357,1879193.5109402265,12744.410512323324,0.0,,,,,511.82936021349917,
S041b,9.220749236467048,511.82936021349917,436.27195630133576,668875.0401342921,12744.410512323324,0.00886671475713273,,,,,511.82936021349917,
S042,107.29018569853535,5955.510305614753,485.1141102050394,10896005.434714641,16388.668130283713,0.0,,,,,5955.510305614753,
S043,4.553128666184442,252.73704689488264,605.4166055811885,435462.1536316366,56436.094899659394,1.0,,,,,252.73704689488264,
S045,12.170309114218345,675.5548131485241,346.9700864869124,435462.1536316366,5573.997196220459,0.0,,,,,675.5548131485241,
S046,2.124855582642951,117.9474081248224,292.8620775682831,2297.708306223558,44744.69725277732,0.978322023071982,,,,,117.9474081248224,
S047,2.124855582642951,117.9474081248224,292.8620775682831,2297.708306223558,1490.0312903733209,5.629932948610947e-12,,,,,117.9474081248224,
S048,259.63734278140134,14412.062581397642,288.1021194444415,500000.0,1139.6098388172345,0.0,,,,,14412.062581397642,
S049,259.63734278140134,14412.062581397642,292.7974170297082,500000.0,1493.6032877577059,0.0,,,,,14412.062581397642,
S050,0.5081843959393997,28.208520541418153,298.14809855219966,100000.0,1890.0,0.0,,,,,28.208520541418153,
S050b,0.5081843959393997,28.208520541418153,292.8620775682831,2297.708306223558,1890.0,0.009046381210037306,,,,,28.208520541418153,
S051,107.29018569853535,5955.510305614753,420.2850651300411,10896005.434714641,11285.436714589812,0.0,,,,,5955.510305614753,
S052,2.124855582642951,117.9474081248224,603.1043443301068,212084.42728514114,56436.094899659394,1.0,,,,,117.9474081248224,
S053,2.124855582642951,117.9474081248224,365.1719598893402,15397.329420901244,48128.04574518847,1.0,,,,,117.9474081248224,
S054,0.08552919463832236,4.747591746468684,420.2850651300411,10896005.434714641,11285.436714589812,0.0,,,,,4.747591746468684,
SA02,90.92263168284977,3160.4699324183694,371.83492111111116,79527.50724637113,161.52061653100495,,656.8720707538339,2477.795153042285,0.0003160469932418368,1.066026508204716,24.736050020058848,0.0003160469932418368
SA03,90.92263168284977,3160.4699324183694,593.0568626117521,78577.98559914183,6744.118833396575,,656.8720707538339,2477.795153042285,0.0003160469932418368,1.066026508204716,24.736050020058848,0.0003160469932418368
TA02,5.82925701075112,202.62468063383577,333.51077722222226,85958.00393454183,-956.1858945475421,,42.11351198050946,158.85652767343885,0.00020262467273147352,0.06835320447456254,1.5858825260674243,0.00020262467273147352
fwh1.SMX,12.170309114218345,675.5548131485241,346.9259902765197,36660.090241635764,22020.994124725235,0.39311495026588006,,,,,675.5548131485241,
fwh2.FW1,90.67392765365149,5033.167824960338,338.8969047675025,435462.1536316366,4964.709630107881,0.0,,,,,5033.167824960338,
fwh2.SC,7.377426534040179,409.5094016879104,361.44975870524536,68293.14066618828,6663.658951826378,0.0,,,,,409.5094016879104,
fwh2.SMX,7.377426534040179,409.5094016879104,361.45022626642736,65765.67239912828,19393.571958379973,0.30898947390871423,,,,,409.5094016879104,
fwh3.FW1,90.67392765365149,5033.167824960338,354.79875491109794,435462.1536316366,6165.557932858562,0.0,,,,,5033.167824960338,
fwh3.SC,5.127276120989723,284.6070736058348,391.12293422718716,188699.20503417213,8921.27737565706,0.0,,,,,284.6070736058348,
fwh5.FW1,107.29018569853535,5955.510305614753,421.464125210945,10896005.434714641,11376.121962138823,0.0,,,,,5955.510305614753,
fwh5.FW2,107.29018569853535,5955.510305614753,433.8891559737976,10896005.434714641,12335.497845875216,0.0,,,,,5955.510305614753,
fwh5.SC,12.148658573337757,674.3530255060014,436.2716452304188,671240.2227253086,12413.47283596321,0.0,,,,,674.3530255060014,
fwh5.SDS,2.927909336870708,162.52366529250213,436.27195630133576,668875.0401342921,46526.593121589656,0.9139826881136495,,,,,162.52366529250213,
fwh5.SMX,12.148658573337757,674.3530255060014,436.27195630133576,668875.0401342921,20886.14626730601,0.22700581985632062,,,,,674.3530255060014,
fwh6.FW1,107.29018569853535,5955.510305614753,441.8001119532128,10896005.434714641,12950.24828112061,0.0,,,,,5955.510305614753,
fwh6.FW2,107.29018569853535,5955.510305614753,479.5000237190641,10896005.434714641,15934.564815619711,0.0,,,,,5955.510305614753,
fwh6.SC,9.220749236467048,511.82936021349917,482.3394616868393,1879193.5109402265,16104.480140778785,0.0,,,,,511.82936021349917,
fwh6.SDS,9.220749236467048,511.82936021349917,490.5085372471564,1876960.8435705875,50829.19360585234,1.0,,,,,511.82936021349917,
"hp_stream[(1, 1)]",107.02485237807483,5940.78206822624,734.1195970602463,4443174.884415035,60362.01654838266,1.0,,,,,5940.78206822624,
"hp_stream[(10, 1)]",107.02485237807483,5940.78206822624,647.2976233121794,2446839.182376251,57341.53945955645,1.0,,,,,5940.78206822624,
"hp_stream[(11, 1)]",107.02485237807483,5940.78206822624,638.228077833136,2289907.1491876147,57028.0794057828,1.0,,,,,5940.78206822624,
"hp_stream[(12, 1)]",107.02485237807483,5940.78206822624,629.2707623412397,2143040.208636902,56718.870887634606,1.0,,,,,5940.78206822624,
"hp_stream[(13, 1)]",107.02485237807483,5940.78206822624,620.4248214313096,2005592.8195445875,56413.866457176715,1.0,,,,,5940.78206822624,
"hp_stream[(14, 1)]",107.02485237807483,5940.78206822624,611.6894094716533,1876960.8435705875,56113.01899868855,1.0,,,,,5940.78206822624,
"hp_stream[(2, 1)]",107.02485237807483,5940.78206822624,723.9999730434632,4158204.595625243,60008.09310672531,1.0,,,,,5940.78206822624,
"hp_stream[(3, 1)]",107.02485237807483,5940.78206822624,714.0006873780535,3891511.3424249776,59658.866539898125,1.0,,,,,5940.78206822624,
"hp_stream[(4, 1)]",107.02485237807483,5940.78206822624,704.1208038533692,3641922.897241462,59314.285417578314,1.0,,,,,5940.78206822624,
"hp_stream[(5, 1)]",107.02485237807483,5940.78206822624,694.3593950157755,3408342.2152346834,58974.29887324425,1.0,,,,,5940.78206822624,
"hp_stream[(6, 1)]",107.02485237807483,5940.78206822624,684.7155421503317,3189742.6123298476,58638.85656597163,1.0,,,,,5940.78206822624,
"hp_stream[(7, 1)]",107.02485237807483,5940.78206822624,675.1883352886524,2985163.2525146166,58307.90864612743,1.0,,,,,5940.78206822624,
"hp_stream[(8, 1)]",107.02485237807483,5940.78206822624,665.7768732482031,2793704.924565916,57981.40572458259,1.0,,,,,5940.78206822624,
"hp_stream[(9, 1)]",107.02485237807483,5940.78206822624,656.4802637065105,2614526.089643278,57659.29884509648,1.0,,,,,5940.78206822624,
inlet_to_hp_stream,107.02485237807483,5940.78206822624,744.3605044333298,4747674.771526749,60720.68890150905,1.0,,,,,5940.78206822624,
"ip_stream[(1, 1)]",97.80410314160778,5428.952708012741,780.1186968822957,1498548.7415649618,62854.49810561368,1.0,,,,,5428.952708012741,
"ip_stream[(2, 1)]",97.80410314160778,5428.952708012741,754.9908670353906,1274124.2493017605,61912.378372703926,1.0,,,,,5428.952708012741,
"ip_stream[(3, 1)]",97.80410314160778,5428.952708012741,731.5008823388953,1088233.9383017996,61037.9593965215,1.0,,,,,5428.952708012741,
"ip_stream[(4, 1)]",97.80410314160778,5428.952708012741,707.6210550951499,925258.6927906557,60154.13320436349,1.0,,,,,5428.952708012741,
"ip_stream[(5, 1)]",97.80410314160778,5428.952708012741,684.3677622998209,786690.8193661298,59298.97438491211,1.0,,,,,5428.952708012741,
"ip_stream[(6, 1)]",97.80410314160778,5428.952708012741,661.7337490614821,668875.0401342921,58471.74745213348,1.0,,,,,5428.952708012741,
"ip_stream[(6, 2)]",94.87619380473708,5266.4290427202395,661.7337490614821,668875.0401342921,58471.74745213348,1.0,,,,,5266.4290427202395,
"ip_stream[(7, 1)]",94.87619380473708,5266.4290427202395,642.5029832708727,579713.5685185613,57773.17757996461,1.0,,,,,5266.4290427202395,
"ip_stream[(8, 1)]",94.87619380473708,5266.4290427202395,623.7323837372466,502437.37822396733,57094.78368447544,1.0,,,,,5266.4290427202395,
"ip_stream[(9, 1)]",94.87619380473708,5266.4290427202395,605.4166055811885,435462.1536316366,56436.094899659394,1.0,,,,,5266.4290427202395,
ip_to_lp_stream,88.19820955590967,4895.744587700533,605.4166055811885,435462.1536316366,56436.094899659394,1.0,,,,,4895.744587700533,
"lp_stream[(1, 1)]",88.19820955590967,4895.744587700533,559.4896370134876,284772.6403599995,54805.38639105268,1.0,,,,,4895.744587700533,
"lp_stream[(2, 1)]",88.19820955590967,4895.744587700533,516.5793752876059,186228.48397109014,53297.89401245455,1.0,,,,,4895.744587700533,
"lp_stream[(2, 2)]",83.07093343491997,4611.137514094699,516.5793752876059,186228.48397109014,53297.89401245455,1.0,,,,,4611.137514094699,
"lp_stream[(3, 1)]",83.07093343491997,4611.137514094699,465.3593493837275,110668.15923394146,51515.3035731371,1.0,,,,,4611.137514094699,
"lp_stream[(4, 1)]",83.07093343491997,4611.137514094699,418.7239443834974,65765.67239912828,49909.745314511696,1.0,,,,,4611.137514094699,
"lp_stream[(4, 2)]",80.82078302186949,4486.235186012623,418.7239443834974,65765.67239912828,49909.745314511696,1.0,,,,,4486.235186012623,
