,flow_mass,flow_mol,temperature,pressure,enth_mol,vapor_frac,"('flow_mol_comp', 'O2')","('flow_mol_comp', 'N2')","('flow_mol_comp', 'NO')","('flow_mol_comp', 'CO2')","('flow_mol_comp', 'H2O')","('flow_mol_comp', 'SO2')"
B001,153.41652334465124,8515.911123482467,557.1319703009509,12101657.388152068,22604.478642505557,0.0,,,,,8515.911123482467,
B001b,153.41652334465124,8515.911123482467,557.116775814146,11946243.937174292,22604.478642505557,0.0,,,,,8515.911123482467,
B002,152.9148175559252,8488.062220288843,597.4800299781549,11946243.937174292,48399.86919488012,0.9999999999987633,,,,,8488.062220288843,
B003,152.9148175559252,8488.062220288843,602.6788922242023,11944574.381463863,49151.009720819,1.0,,,,,8488.062220288843,
B004,152.9148175559252,8488.062220288843,699.7462214417666,11317520.015026387,56787.05804614561,1.0,,,,,8488.062220288843,
B005,152.96958502389697,8491.102276728252,699.454901641179,11317520.015026387,56771.12984314498,1.0,,,,,8491.102276728252,
B006,0.054767467971722494,3.0400564394071306,433.3519580386713,11317520.015026387,12298.410069231324,0.0,,,,,3.0400564394071306,
B007,2343.431408374342,130080.2101535109,595.2943690475921,12221731.857823992,26552.971176385363,0.0,,,,,130080.2101535109,
B008,2343.431408374342,130080.2101535109,597.4800299781549,11946243.937174292,28237.14296152568,0.06525252542370065,,,,,130080.2101535109,
B009,2190.516590818417,121592.14793322206,597.4800299779864,11946243.937174292,26829.630406575554,0.0,,,,,121592.14793322206,
B010,2343.9331141630682,130108.05905670453,595.1869118818446,11946243.937174292,26553.083225971135,0.0,,,,,130108.05905670453,
B011,2343.9331141630682,130108.05905670453,595.1843639998659,11942183.81396625,26552.971176385363,0.0,,,,,130108.05905670453,
B011b,2343.431408374342,130080.2101535109,595.1843639998659,11942183.81396625,26552.971176385363,0.0,,,,,130080.2101535109,
B012,138.19636495590876,7671.063949930767,741.033768178777,2543384.6047960334,61085.88469342352,1.0,,,,,7671.063949930767,
B020,0.5017057887259956,27.848903193622053,595.1843639998659,11942183.81396625,26552.971176385363,0.0,,,,,27.848903193622053,
FG01,213.10480806864615,7251.7985908919145,1306.1898522659972,79868.35677,-45854.65957200281,,195.14759555385046,5260.290266134586,7.251798590891916,1025.0763478278,755.206287664255,8.8262951205316
FG02,213.10480806864615,7251.7985908919145,1221.5304423276204,79846.97942271207,-49106.274768366566,,195.14759555385046,5260.290266134586,7.251798590891916,1025.0763478278,755.206287664255,8.8262951205316
FG03,213.10480806864615,7251.7985908919145,1087.7168366823373,79800.54251843232,-54159.68653570933,,195.14759555385046,5260.290266134586,7.251798590891916,1025.0763478278,755.206287664255,8.8262951205316
FG04,213.10480806864615,7251.7985908919145,842.4927654834262,79699.23112574108,-63097.504166761086,,195.14759555385046,5260.290266134586,7.251798590891916,1025.0763478278,755.206287664255,8.8262951205316
FG05,213.10480806864615,7251.7985908919145,675.7831729441451,79595.14254997781,-68889.5744427067,,195.14759555385046,5260.290266134586,7.251798590891916,1025.0763478278,755.206287664255,8.8262951205316
FG06,213.10480806864615,7251.7985908919145,439.6733570451938,78473.72695456697,-76652.85822473922,,195.14759555385046,5260.290266134586,7.251798590891916,1025.0763478278,755.206287664255,8.8262951205316
PA03,51.74036807837293,1798.4925932106987,329.119645,87093.33221237877,-1084.2297333717515,,373.7986859947629,1410.007347131342,0.0017984925230694903,0.6067016692397388,14.076261430307982,0.0017984925230694903
PA04,51.74036807837293,1798.4925932106987,632.1222674869804,86143.81056514947,7940.857219293518,,373.7986859947629,1410.007347131342,0.0017984925230694903,0.6067016692397388,14.076261430307982,0.0017984925230694903
S001,152.96958502389697,8491.102276728252,814.4244148622112,11275756.105623322,62454.42904098311,1.0,,,,,8491.102276728252,
S002,152.96958502389697,8491.102276728252,802.8945649227146,8546931.192922244,62454.42904098311,1.0,,,,,8491.102276728252,
S005,138.19636495590876,7671.063949930767,623.5795999455779,2609947.661273509,56308.66935891427,1.0,,,,,7671.063949930767,
S006,14.77322006798816,820.0383267974829,623.5795999455779,2609947.661273509,56308.66935891427,1.0,,,,,820.0383267974829,
S007,0.0,0.0,623.5795999455779,2609947.661273509,56308.66935891427,1.0,,,,,0.0,
S009,138.19636495590876,7671.063949930767,817.1815419304239,2455610.2286425633,64159.781437476326,1.0,,,,,7671.063949930767,
S010,3.975099296053614,220.65154113916705,670.9969269072102,931911.0438827432,58747.47044166424,1.0,,,,,220.65154113916705,
S011,3.4854483694281018,193.47178447562854,613.9173799848021,606708.2277144169,56689.31106353942,1.0,,,,,193.47178447562854,
S012,123.69017408914388,6865.847996208989,613.9173799848021,606708.2277144169,56689.31106353942,1.0,,,,,6865.847996208989,
S014,7.8111455016464095,433.5844628363483,523.7967491929242,259463.08426063476,53515.034109634864,1.0,,,,,433.5844628363483,
S015,3.4359760317258696,190.72565243092916,424.65786405203016,91628.11099187855,50086.01272993518,1.0,,,,,190.72565243092916,
S016,7.152890947008716,397.0457826361131,376.494335674075,51076.719739847285,48441.04026308683,1.0,,,,,397.0457826361131,
S017,105.29016160876293,5844.492098305601,305.1846186242649,4768.886902400336,44163.89485734525,0.9555686781639459,,,,,5844.492098305601,
S018,3696.408277961582,205181.8388591008,289.41592833333306,500000.0,1238.6980303285302,0.0,,,,,205181.8388591008,
S020,3696.408277961582,205181.8388591008,305.2026519089065,500000.0,2427.7969008671407,0.0,,,,,205181.8388591008,
S022,105.29016160876293,5844.492098305601,305.18461862424357,4768.886902400336,2418.352432345584,0.0,,,,,5844.492098305601,
S024,109.4963083836844,6077.968723421694,295.6948366976528,2734.3557778893487,2392.121237693895,0.015616782880322424,,,,,6077.968723421694,
S025,109.4963083836844,6077.968723421694,304.8352166490382,9582.105575481724,2392.121237693895,0.0,,,,,6077.968723421694,
S026,109.4963083836844,6077.968723421694,304.99601080223084,1934520.2161717585,2435.6647397107195,0.0,,,,,6077.968723421694,
S026b,109.27731576691703,6065.812785974851,304.99601080223084,1934520.2161717585,2435.6647397107195,0.0,,,,,6065.812785974851,
S027,0.10949630838368439,6.077968723421694,304.99601080223084,1934520.2161717585,2435.6647397107195,0.0,,,,,6.077968723421694,
S028,0.10949630838368439,6.077968723421694,304.99601080223084,1934520.2161717585,2435.6647397107195,0.0,,,,,6.077968723421694,
S029,109.27731576691703,6065.812785974851,305.28403532091573,606708.2277144169,2435.6647397107195,0.0,,,,,6065.812785974851,
S030,18.400012480380997,1021.3558979033907,354.9995640191366,53615.11097317967,6175.294843634314,0.0,,,,,1021.3558979033907,
