,flow_mass,flow_mol,temperature,pressure,enth_mol,vapor_frac,"('flow_mol_comp', 'O2')","('flow_mol_comp', 'N2')","('flow_mol_comp', 'NO')","('flow_mol_comp', 'CO2')","('flow_mol_comp', 'H2O')","('flow_mol_comp', 'SO2')"
B001,123.06544414517133,6831.170214682831,545.8824130111068,11265951.37671022,21570.566858499205,0.0,,,,,6831.170214682831,
B001b,123.06544414517133,6831.170214682831,545.8735862795163,11109435.966663845,21570.566858499205,0.0,,,,,6831.170214682831,
B002,122.66299306380387,6808.830784967197,591.9697557445023,11109435.966663845,48715.50311287619,0.9999999999999604,,,,,6808.830784967197,
B003,122.66299306380387,6808.830784967197,597.7663985743189,11108192.988156982,49480.71289828614,1.0,,,,,6808.830784967197,
B004,122.66299306380387,6808.830784967197,695.4369522648884,10662652.265704356,56777.85333998748,1.0,,,,,6808.830784967197,
B005,122.98692554560844,6826.811770097852,693.2353927759151,10662652.265704356,56659.04406219167,1.0,,,,,6826.811770097852,
B006,0.3239324818045922,17.98098513065532,425.31018665910676,10662652.265704356,11669.725494954795,0.0,,,,,17.98098513065532,
B007,2302.365946480109,127800.73062867238,589.9152781682146,11391286.770827672,25963.56022433438,0.0,,,,,127800.73062867238,
B008,2302.365946480109,127800.73062867238,591.9697557445023,11109435.966663845,27410.638979718115,0.053276931606487506,,,,,127800.73062867238,
B009,2179.7029534163053,120991.89984370518,591.9697557444954,11109435.966663845,26211.705704294072,0.0,,,,,120991.89984370518,
B010,2302.768397561477,127823.07005838802,589.8205483424067,11109435.966663845,25963.67215736769,0.0,,,,,127823.07005838802,
B011,2302.768397561477,127823.07005838802,589.8183997401653,11106013.547289688,25963.56022433438,0.0,,,,,127823.07005838802,
B011b,2302.365946480109,127800.73062867238,589.8183997401653,11106013.547289688,25963.56022433438,0.0,,,,,127800.73062867238,
B012,111.92805483809869,6212.951163573293,735.0568771339657,2078226.8579219019,60952.706072675996,1.0,,,,,6212.951163573293,
B020,0.4024510813679623,22.3394297156615,589.8183997401653,11106013.547289688,25963.56022433438,0.0,,,,,22.3394297156615,
FG01,172.70948844812625,5877.354246391583,1259.3115123404634,79868.35677,-47528.729568071976,,159.95980977387478,4263.936194753711,5.877354246391584,829.3991755235126,611.0402993716745,7.141412722419023
FG02,172.70948844812625,5877.354246391583,1172.1745324424844,79854.49078728638,-50851.121238705244,,159.95980977387478,4263.936194753711,5.877354246391584,829.3991755235126,611.0402993716745,7.141412722419023
FG03,172.70948844812625,5877.354246391583,1038.7490045649104,79824.51381904382,-55847.18365167022,,159.95980977387478,4263.936194753711,5.877354246391584,829.3991755235126,611.0402993716745,7.141412722419023
FG04,172.70948844812625,5877.354246391583,804.6257934686952,79759.36619056626,-64300.816425666555,,159.95980977387478,4263.936194753711,5.877354246391584,829.3991755235126,611.0402993716745,7.141412722419023
FG05,172.70948844812625,5877.354246391583,646.4617682866125,79692.33309692443,-69746.88586267512,,159.95980977387478,4263.936194753711,5.877354246391584,829.3991755235126,611.0402993716745,7.141412722419023
FG06,172.70948844812625,5877.354246391583,428.43467172188866,78570.91750151358,-76874.70336004227,,159.95980977387478,4263.936194753711,5.877354246391584,829.3991755235126,611.0402993716745,7.141412722419023
PA03,44.02852028589848,1530.4291516494663,331.374555,87515.2193585442,-1018.4739918251171,,318.0843824735341,1199.84722552423,0.0015304290919627315,0.5162734194536158,11.978209374064711,0.0015304290919627315
PA04,44.02852028589848,1530.4291516494663,613.7545306221809,86565.6977113149,7376.681904319891,,318.0843824735341,1199.84722552423,0.0015304290919627315,0.5162734194536158,11.978209374064711,0.0015304290919627315
S001,122.98692554560844,6826.811770097852,808.4545084041471,10632624.249472532,62302.84281396553,1.0,,,,,6826.811770097852,
S002,122.98692554560844,6826.811770097852,792.1988755012962,6916970.782769617,62302.84281396553,1.0,,,,,6826.811770097852,
S005,111.92805483809869,6212.951163573293,617.028868576565,2133724.217268278,56226.50947704917,1.0,,,,,6212.951163573293,
S006,11.05887070750976,613.8606065245591,617.028868576565,2133724.217268278,56226.50947704917,1.0,,,,,613.8606065245591,
S007,0.0,0.0,617.028868576565,2133724.217268278,56226.50947704917,1.0,,,,,0.0,
S009,111.92805483809869,6212.951163573293,813.6644394285753,2004522.6710846534,64095.636425653676,1.0,,,,,6212.951163573293,
S010,3.2958026208099866,182.944845753715,668.2734705734861,760722.0368721777,58693.03183844132,1.0,,,,,182.944845753715,
S011,2.5759106223587684,142.98476750618187,611.4655729968981,495257.91308477346,56638.922489662655,1.0,,,,,142.98476750618187,
S012,100.67102445722689,5588.091023688052,611.4655729968981,495257.91308477346,56638.922489662655,1.0,,,,,5588.091023688052,
S014,6.046948871410371,335.6566687506589,521.8069461862972,211800.56535173173,53471.43556607836,1.0,,,,,335.6566687506589,
S015,2.685865116209219,149.0881693878318,423.04523804629065,74796.32705936917,50050.56937376191,1.0,,,,,149.0881693878318,
S016,5.798601307957716,321.87128415199294,375.02320176540934,41694.09358575527,48409.86998122711,1.0,,,,,321.87128415199294,
S017,86.1396091616496,4781.474901397569,301.1160263584319,3775.4597643241327,44143.298095303224,0.9582909086377059,,,,,4781.474901397569,
S018,3730.9610483522233,207099.80907053474,288.25095388889235,500000.0,1150.8366105057603,0.0,,,,,207099.80907053474,
S020,3730.9610483522233,207099.80907053474,301.13060755857856,500000.0,2121.24720393592,0.0,,,,,207099.80907053474,
S022,86.1396091616496,4781.474901397569,301.1160263584297,3775.4597643241327,2111.947358594634,0.0,,,,,4781.474901397569,
S024,89.29656399336255,4956.712523666718,290.3421722101094,1961.8880901455775,2087.08160323619,0.017758501684295235,,,,,4956.712523666718,
S025,89.29656399336255,4956.712523666718,300.78476195409036,8817.153577623674,2087.08160323619,0.0,,,,,4956.712523666718,
S026,89.29656399336255,4956.712523666718,300.9449339136097,1997921.5635000125,2132.0210787891724,0.0,,,,,4956.712523666718,
S026b,89.11797086537584,4946.7990986193845,300.9449339136097,1997921.5635000125,2132.0210787891724,0.0,,,,,4946.7990986193845,
S027,0.08929656399336255,4.9567125236667176,300.9449339136097,1997921.5635000125,2132.0210787891724,0.0,,,,,4.9567125236667176,
S028,0.08929656399336255,4.9567125236667176,300.9449339136097,1997921.5635000125,2132.0210787891724,0.0,,,,,4.9567125236667176,
S029,89.11797086537584,4946.7990986193845,301.2747484062255,495257.91308477346,2132.0210787891724,0.0,,,,,4946.7990986193845,
S030,14.531415295577307,806.6161222904838,350.0076831742375,44240.56803649457,5797.777105959827,0.0,,,,,806.6161222904838,
S031a,89.11797086537584,4946.7990986193845,337.2994557420123,495257.91308477346,4845.12136038878,0.0,,,,,4946.7990986193845,
