,flow_mass,flow_mol,temperature,pressure,enth_mol,vapor_frac,"('flow_mol_comp', 'O2')","('flow_mol_comp', 'N2')","('flow_mol_comp', 'NO')","('flow_mol_comp', 'CO2')","('flow_mol_comp', 'H2O')","('flow_mol_comp', 'SO2')"
B001,104.03926378816998,5775.05671786228,535.6937732195672,10608408.252418324,20657.976612156195,0.0,,,,,5775.05671786228,
B001b,104.03926378816998,5775.05671786228,535.6898306215217,10450130.313771287,20657.976612156195,0.0,,,,,5775.05671786228,
B002,103.69903250304228,5756.171011665779,587.3962252305712,10450130.313771287,48948.597716952034,0.9999999999993816,,,,,5756.171011665779,
B003,103.69903250304228,5756.171011665779,593.5084649154169,10449132.391870027,49704.09673082469,1.0,,,,,5756.171011665779,
B004,103.69903250304228,5756.171011665779,686.6425373371737,10105818.954048371,56500.26060771414,1.0,,,,,5756.171011665779,
B005,103.74610944484748,5758.78417903288,686.2603484560044,10105818.954048371,56479.691904277424,1.0,,,,,5758.78417903288,
B006,0.047076941805193354,2.613167367101336,418.92603650767796,10105818.954048371,11171.849796442544,0.0,,,,,2.613167367101336,
B007,2272.8791541639275,126163.96493220906,585.410542154618,10737010.148808854,25481.97172341242,0.0,,,,,126163.96493220906,
B008,2272.8791541639275,126163.96493220906,587.3962252305712,10450130.313771287,26773.551601356645,0.045624525312700885,,,,,126163.96493220906,
B009,2169.1801216608847,120407.79392054326,587.3962252304651,10450130.313771287,25713.459447212754,0.0,,,,,120407.79392054326,
B010,2273.2193854490547,126182.85063840554,585.3255821770927,10450130.313771287,25482.083313602536,0.0,,,,,126182.85063840554,
B011,2273.2193854490547,126182.85063840554,585.3236836389698,10447172.944666127,25481.97172341242,0.0,,,,,126182.85063840554,
B011b,2272.8791541639275,126163.96493220906,585.3236836389698,10447172.944666127,25481.97172341242,0.0,,,,,126163.96493220906,
B012,94.90103766882878,5267.808086736857,721.3604292011842,1758706.3122531273,60486.133781990335,1.0,,,,,5267.808086736857,
B020,0.34023128512731704,18.88570619647971,585.3236836389698,10447172.944666127,25481.97172341242,0.0,,,,,18.88570619647971,
FG01,147.9420600099985,5036.833489072652,1199.8030320531689,79868.35677,-48105.35635890372,,157.22392839970024,3660.682915672545,5.036833489072651,695.056317605376,512.8491330092712,5.984360896687124
FG02,147.9420600099985,5036.833489072652,1116.155580563472,79858.48270773148,-51258.72878399615,,157.22392839970024,3660.682915672545,5.036833489072651,695.056317605376,512.8491330092712,5.984360896687124
FG03,147.9420600099985,5036.833489072652,988.7797055647102,79837.14677645678,-55972.713538174736,,157.22392839970024,3660.682915672545,5.036833489072651,695.056317605376,512.8491330092712,5.984360896687124
FG04,147.9420600099985,5036.833489072652,771.2335831707469,79790.66001211968,-63739.47445721914,,157.22392839970024,3660.682915672545,5.036833489072651,695.056317605376,512.8491330092712,5.984360896687124
FG05,147.9420600099985,5036.833489072652,622.4570309353154,79742.49357030042,-68813.23079591426,,157.22392839970024,3660.682915672545,5.036833489072651,695.056317605376,512.8491330092712,5.984360896687124
FG06,147.9420600099985,5036.833489072652,418.9661974516139,78621.07797488957,-75424.11368640931,,157.22392839970024,3660.682915672545,5.036833489072651,695.056317605376,512.8491330092712,5.984360896687124
PA03,36.65316814955883,1274.0622821785082,336.1217338888889,86741.9286878082,-880.062483619862,,264.8010944007384,998.8571458988285,0.0012740622324900809,0.4297908794459714,9.971702875030118,0.0012740622324900809
PA04,36.65316814955883,1274.0622821785082,597.5684279581741,85792.40704057891,6881.5787727259685,,264.8010944007384,998.8571458988285,0.0012740622324900809,0.4297908794459714,9.971702875030118,0.0012740622324900809
S001,103.74610944484748,5758.78417903288,798.7361723502884,10082557.874714436,61965.920002423205,1.0,,,,,5758.78417903288,
S002,103.74610944484748,5758.78417903288,779.2776342993717,5827199.437256891,61965.920002423205,1.0,,,,,5758.78417903288,
S005,94.90103766882878,5267.808086736857,607.6361879006927,1806646.8024903699,55978.840447480296,1.0,,,,,5267.808086736857,
