,flow_mass,flow_mol,temperature,pressure,enth_mol,vapor_frac,"('flow_mol_comp', 'O2')","('flow_mol_comp', 'N2')","('flow_mol_comp', 'NO')","('flow_mol_comp', 'CO2')","('flow_mol_comp', 'H2O')","('flow_mol_comp', 'SO2')"
B001,168.22722023877307,9338.029730249713,560.8398745906251,12543176.209629714,22950.625419891163,0.0,,,,,9338.029730249713,
B001b,168.22722023877307,9338.029730249713,560.8223659330964,12387566.700807065,22950.625419891163,0.0,,,,,9338.029730249713,
B002,167.67708021229456,9307.492318315039,600.2654733402283,12387566.700807065,48224.127066124085,0.999999999999048,,,,,9307.492318315039,
B003,167.67708021229456,9307.492318315039,605.0852680132963,12385694.069738006,48956.87649767788,1.0,,,,,9307.492318315039,
B004,167.67708021229456,9307.492318315039,698.9023312610103,11670921.28254636,56618.854207836375,1.0,,,,,9307.492318315039,
B005,167.73953795443308,9310.959249838641,698.6074887117134,11670921.28254636,56602.450821555474,1.0,,,,,9310.959249838641,
B006,0.06245774213857385,3.4669315236051754,436.7435332509576,11670921.28254636,12565.12537560777,0.0,,,,,3.4669315236051754,
B007,2351.4812824641444,130527.0460666803,597.9492138959005,12659941.25976941,26849.7981192498,0.0,,,,,130527.0460666803,
B008,2351.4812824641444,130527.0460666803,600.2654733402283,12387566.700807065,28653.000692683017,0.07130700187196796,,,,,130527.0460666803,
B009,2183.80420225185,121219.55374836526,600.2654733401076,12387566.700807065,27150.28844248195,0.0,,,,,121219.55374836526,
B010,2352.031422490623,130557.58347861496,597.8349803264875,12387566.700807065,26849.910807440887,0.0,,,,,130557.58347861496,
B011,2352.031422490623,130557.58347861496,597.832232202377,12383280.765767625,26849.7981192498,0.0,,,,,130557.58347861496,
B011b,2351.4812824641444,130527.0460666803,597.832232202377,12383280.765767625,26849.7981192498,0.0,,,,,130527.0460666803,
B012,151.06840484161208,8385.570740039126,736.179425129538,2760514.927048292,60841.52244358685,1.0,,,,,8385.570740039126,
B020,0.5501400264785623,30.5374119346778,597.832232202377,12383280.765767625,26849.7981192498,0.0,,,,,30.5374119346778,
FG01,233.07392186198808,7932.799336311314,1314.2416393446053,79868.35677,-44875.2702774314,,226.04875573993536,5758.320758427825,7.932799336311313,1111.5100723963062,819.4166236749804,9.57032673595536
FG02,233.07392186198808,7932.799336311314,1232.432605514395,79842.89170114897,-48018.85255063291,,226.04875573993536,5758.320758427825,7.932799336311313,1111.5100723963062,819.4166236749804,9.57032673595536
FG03,233.07392186198808,7932.799336311314,1100.4164749964352,79787.4258423099,-53009.638399168696,,226.04875573993536,5758.320758427825,7.932799336311313,1111.5100723963062,819.4166236749804,9.57032673595536
FG04,233.07392186198808,7932.799336311314,854.1813845840765,79666.03607137527,-61999.37779090593,,226.04875573993536,5758.320758427825,7.932799336311313,1111.5100723963062,819.4166236749804,9.57032673595536
FG05,233.07392186198808,7932.799336311314,686.1738810943791,79541.05625635767,-67848.65167984228,,226.04875573993536,5758.320758427825,7.932799336311313,1111.5100723963062,819.4166236749804,9.57032673595536
FG06,233.07392186198808,7932.799336311314,437.0144864739739,78419.64066094681,-76044.4430309682,,226.04875573993536,5758.320758427825,7.932799336311313,1111.5100723963062,819.4166236749804,9.57032673595536
PA03,53.197344366879925,1849.1370157512247,320.2186805555556,87875.6261501187,-1343.8882627147816,,384.3246223650742,1449.7122689880869,0.0018491369436348835,0.6237860074288479,14.472640116747145,0.0018491369436348835
PA04,53.197344366879925,1849.1370157512247,637.8954979246774,86926.1045028894,8118.699110852893,,384.3246223650742,1449.7122689880869,0.0018491369436348835,0.6237860074288479,14.472640116747145,0.0018491369436348835
S001,167.73953795443308,9310.959249838641,811.0612633960098,11623727.585619742,62231.7560226205,1.0,,,,,9310.959249838641,
S002,167.73953795443308,9310.959249838641,801.2305965613893,9310465.81492047,62231.7560226205,1.0,,,,,9310.959249838641,
S005,151.06840484161208,8385.570740039126,621.1682155966296,2831715.358289212,56120.209620132395,1.0,,,,,8385.570740039126,
S006,16.671133112821057,925.3885097995177,621.1682155966296,2831715.358289212,56120.209620132395,1.0,,,,,925.3885097995177,
S007,0.0,0.0,621.1682155966296,2831715.358289212,56120.209620132395,1.0,,,,,0.0,
S009,151.06840484161208,8385.570740039126,809.5448106957056,2667032.250780016,63815.36979919031,1.0,,,,,8385.570740039126,
S010,4.312246374421289,239.36604784501202,664.24395776463,1012146.3007047632,58465.32339240639,1.0,,,,,239.36604784501202,
S011,4.042788082468402,224.4088397442838,607.5794053317512,658944.319116317,56431.36068214314,1.0,,,,,224.4088397442838,
S012,134.7808042176076,7481.471518489171,607.5794053317512,658944.319116317,56431.36068214314,1.0,,,,,7481.471518489171,
S014,8.705247543749616,483.2146679790497,518.1421493571595,281802.2198875165,53294.95236616951,1.0,,,,,483.2146679790497,
S015,3.756683512874266,208.5276228220858,419.94881398767353,99517.06677345099,49907.41566905547,1.0,,,,,208.5276228220858,
S016,7.497367983256557,416.16716383295494,372.3269775525606,55474.30012356968,48282.43726368508,1.0,,,,,416.16716383295494,
S017,114.82150517772716,6373.56206385508,309.2959221703778,5995.818533445753,44076.03588794589,0.9503083621736735,,,,,6373.56206385508,
S018,3691.1291728122233,204888.80399373325,292.2294755555557,500000.0,1450.8018256779878,0.0,,,,,204888.80399373325,
S020,3691.1291728122233,204888.80399373325,309.31086593394906,500000.0,2737.034478082396,0.0,,,,,204888.80399373325,
S022,114.82150517772716,6373.56206385508,309.2959221703598,5995.818533445753,2727.937733642167,0.0,,,,,6373.56206385508,
S024,119.6537407682105,6641.791899332705,297.1052524161364,2977.6059470317396,2691.3882978201873,0.02002111747961002,,,,,6641.791899332705,
S025,119.6537407682105,6641.791899332705,308.809681190392,9823.038610843816,2691.3882978201873,0.0,,,,,6641.791899332705,
S026,119.6537407682105,6641.791899332705,308.9728146765711,1897813.2263279648,2734.153381923457,0.0,,,,,6641.791899332705,
S026b,119.41443328667407,6628.508315534039,308.9728146765711,1897813.2263279648,2734.153381923457,0.0,,,,,6628.508315534039,
S027,0.1196537407682105,6.641791899332705,308.9728146765711,1897813.2263279648,2734.153381923457,0.0,,,,,6.641791899332705,
S028,0.1196537407682105,6.641791899332705,308.9728146765711,1897813.2263279648,2734.153381923457,0.0,,,,,6.641791899332705,
S029,119.41443328667407,6628.508315534039,309.23851563332835,658944.319116317,2734.153381923457,0.0,,,,,6628.508315534039,
S030,19.959299039880438,1107.9094546340905,357.07795317508135,58009.2298033175,6332.583500531006,0.0,,,,,1107.9094546340905,
S031a,119.41443328667407,6628.508315534039,343.5955509739475,658944.319116317,5322.5235749931535,0.0,,,,,6628.508315534039,
S031b,139.37373232655452,7736.41777016813,345.5384417810338,658944.319116317,5469.170370233508,0.0,,,,,7736.41777016813,
S032,12.461931056623879,691.7422908011354,351.3132636083849,102024.38861474213,5897.279313725592,0.0,,,,,691.7422908011354,
S032b,12.461931056623879,691.7422908011354,351.32213951508027,55474.30012356968,5897.279313725592,0.0,,,,,691.7422908011354,
S033,139.37373232655452,7736.41777016813,361.95646072173855,658944.319116317,6710.297400709084,0.0,,,,,7736.41777016813,
S034,8.705247543749616,483.2146679790497,362.89145836800435,284243.92924009793,6775.870398574163,0.0,,,,,483.2146679790497,
S034b,8.705247543749616,483.2146679790497,362.92548091335266,99517.06677345099,6775.870398574163,0.0,,,,,483.2146679790497,
S035,139.37373232655452,7736.41777016813,400.1236333266466,658944.319116317,9615.867318913393,0.0,,,,,7736.41777016813,
S036,168.28967798091165,9341.496661773319,434.39659065076347,658944.319116317,12266.67317356567,0.0,,,,,9341.496661773319,
S036b,168.28967798091165,9341.496661773319,434.38522475551457,744201.7485810752,12266.67317356567,0.0,,,,,9341.496661773319,
S037,168.28967798091165,9341.496661773319,436.5901315797415,12792988.606089989,12565.12537560777,0.0,,,,,9341.496661773319,
S038,168.28967798091165,9341.496661773319,434.5269246386202,1512451.1877444943,12285.758144335443,0.0,,,,,9341.496661773319,
S039,20.983379487242345,1164.7545576445298,445.9543735878608,1014464.9092158283,13177.55598611977,0.0,,,,,1164.7545576445298,
S039b,20.983379487242345,1164.7545576445298,435.67526096253374,658944.319116317,13177.55598611977,0.021705215650966305,,,,,1164.7545576445298,
S040,168.22722023877307,9338.029730249713,453.2426734466416,12792988.606089989,13863.688337857475,0.0,,,,,9338.029730249713,
S041,16.671133112821057,925.3885097995177,463.2467436429084,2833876.128075985,14566.881263781203,0.0,,,,,925.3885097995177,
S041b,16.671133112821057,925.3885097995177,453.5538217403105,1012146.3007047632,14566.881263781203,0.021735228538867297,,,,,925.3885097995177,
S042,168.22722023877307,9338.029730249713,504.3946498197066,12792988.606089989,17981.577626679176,0.0,,,,,9338.029730249713,
S043,7.932566167114822,440.32433396066125,607.5794053317512,658944.319116317,56431.36068214314,1.0,,,,,440.32433396066125,
S045,19.959299039880438,1107.9094546340905,357.14981547375265,658944.319116317,6346.54306312937,0.0,,,,,1107.9094546340905,
S046,4.042788082468402,224.4088397442838,297.1052524161364,2977.6059470317396,44802.10373616373,0.9763853669187026,,,,,224.4088397442838,
S047,4.042788082468402,224.4088397442838,297.1052524161364,2977.6059470317396,1809.8166776652797,2.4993672611822376e-12,,,,,224.4088397442838,
S048,264.8683056444421,14702.425143791386,288.2701333333358,500000.0,1152.283309801626,0.0,,,,,14702.425143791386,
S049,264.8683056444421,14702.425143791386,296.9772141145767,500000.0,1808.4913273490788,0.0,,,,,14702.425143791386,
S050,0.789447508014921,43.82099573333975,298.14809855219966,100000.0,1890.0,0.0,,,,,43.82099573333975,
S050b,0.789447508014921,43.82099573333975,297.1052524161364,2977.6059470317396,1890.0000000000002,0.001821020189023045,,,,,43.82099573333975,
S051,168.22722023877307,9338.029730249713,436.5901315797415,12792988.606089989,12565.12537560777,0.0,,,,,9338.029730249713,
S052,4.042788082468402,224.4088397442838,604.93791132317,401381.9164623636,56431.36068214314,1.0,,,,,224.4088397442838,
S053,4.042788082468402,224.4088397442838,365.691259059154,29140.327135167594,48111.74649985516,1.0,,,,,224.4088397442838,
